District,rural_no,urban_no,male_no,female_no,total_pmjdy_no,active_no,balance_amt_crore,zero_balance_no,rupay_issued_no,rupay_active_no,active_pct,rupay_active_pct
Kanpur Nagar,683938.0,1105720.0,856980.0,932678.0,1789658.0,1642548.0,1113.84,125635.0,1416992.0,1568709.0,95.5,86.27
Kasganj,530561.0,212341.0,345075.0,397827.0,742902.0,688967.0,321.63,63135.0,567989.0,638715.0,92.71,82.44
Kaushambi,878941.0,55832.0,465396.0,469377.0,934773.0,889904.0,655.67,44737.0,737074.0,856727.0,96.27,82.83
Kheri,1925303.0,194992.0,1003733.0,1116562.0,2120295.0,1938586.0,903.4,174616.0,1119322.0,1842690.0,95.05,57.74
Kushi Nagar,1997096.0,176473.0,1016715.0,1156854.0,2173569.0,2040112.0,1044.69,245378.0,1429149.0,1863108.0,91.32,70.05
Lalitpur,506460.0,170839.0,327209.0,350090.0,677299.0,633410.0,236.61,82076.0,446022.0,574530.0,90.7,70.42
Lucknow,718710.0,1011135.0,814630.0,915215.0,1729845.0,1641829.0,1296.1,184133.0,1300072.0,1466081.0,89.3,79.18
Maharajganj,1319722.0,80647.0,616562.0,783807.0,1400369.0,1231625.0,606.99,107261.0,884204.0,1192957.0,96.86,71.79
Mahoba,401179.0,4880.0,198249.0,207810.0,406059.0,346653.0,257.03,26883.0,221672.0,334885.0,96.61,63.95
Mainpuri,867906.0,189265.0,510324.0,546847.0,1057171.0,929782.0,432.22,77966.0,836190.0,880459.0,94.7,89.93
Mathura,795680.0,244702.0,505775.0,534607.0,1040382.0,925004.0,534.96,111323.0,822996.0,902295.0,97.54,88.97
Mau,1189126.0,284180.0,659882.0,813424.0,1473306.0,1436031.0,838.41,150064.0,799898.0,1314744.0,91.55,55.7
Meerut,820269.0,602005.0,634299.0,787975.0,1422274.0,1229129.0,709.15,226420.0,1000608.0,1137583.0,92.55,81.41
Mirzapur,1032779.0,214425.0,576305.0,670899.0,1247204.0,1103900.0,733.59,92839.0,764082.0,1042547.0,94.44,69.22
Moradabad,960344.0,591288.0,725245.0,826387.0,1551632.0,1334559.0,752.06,146008.0,910449.0,1174518.0,88.01,68.22
Muzaffarnagar,856467.0,274234.0,517326.0,613375.0,1130701.0,1044768.0,569.84,131575.0,771305.0,931713.0,89.18,73.83
Pilibhit,1050191.0,197001.0,590836.0,656356.0,1247192.0,1161136.0,618.45,67806.0,968272.0,1154039.0,99.39,83.39
Pratapgarh,1855489.0,53527.0,935058.0,973958.0,1909016.0,1764313.0,1641.9,63351.0,1310430.0,1759462.0,99.73,74.27
Prayagraj,2875484.0,607929.0,1706717.0,1776696.0,3483413.0,3329446.0,2363.01,195031.0,2774576.0,3111777.0,93.46,83.33
Rae Bareli,1067543.0,148877.0,607064.0,609356.0,1216420.0,1137515.0,1180.74,56291.0,930714.0,1129822.0,99.32,81.82
Rampur,895580.0,246007.0,553921.0,587666.0,1141587.0,1053456.0,713.43,77849.0,857299.0,1007411.0,95.63,81.38
Saharanpur,1350024.0,495496.0,841014.0,1004506.0,1845520.0,1720209.0,648.31,236695.0,1315043.0,1625804.0,94.51,76.45
Sambhal,933974.0,328459.0,580948.0,681485.0,1262433.0,1136695.0,509.86,122203.0,733125.0,961746.0,84.61,64.5
Sant Kabeer Nagar,897514.0,20952.0,415388.0,503078.0,918466.0,829742.0,462.99,85754.0,595875.0,749961.0,90.38,71.81
Shahjahanpur,1584452.0,382162.0,980581.0,986033.0,1966614.0,1822528.0,1025.4,87241.0,1632289.0,1821562.0,99.95,89.56
Shamli,450070.0,90732.0,244750.0,296052.0,540802.0,474116.0,264.03,66316.0,358490.0,464106.0,97.89,75.61
Shravasti,398765.0,6193.0,192666.0,212292.0,404958.0,383495.0,316.11,25245.0,178772.0,349186.0,91.05,46.62
Siddharth Nagar,1358502.0,37075.0,624161.0,771416.0,1395577.0,1295933.0,769.3,108035.0,912497.0,1195704.0,92.27,70.41
Sitapur,1711033.0,236945.0,905729.0,1042249.0,1947978.0,1861488.0,882.74,143571.0,947782.0,1637317.0,87.96,50.92
Sonbhadra,802560.0,26423.0,403887.0,425096.0,828983.0,737961.0,419.02,79753.0,525671.0,699589.0,94.8,71.23
Sultanpur,1497529.0,159611.0,803375.0,853765.0,1657140.0,1629797.0,1426.11,54257.0,1316273.0,1547964.0,94.98,80.76
Unnao,1110260.0,148569.0,676759.0,,,,,,,,,
Varanasi,1319820.0,747237.0,964508.0,1102549.0,2067057.0,2027783.0,1548.65,179127.0,1347778.0,1814879.0,89.5,66.47
