lgd,state,district,rwi_mean,rwi_spread,nl_2023,nl_2012,elev_mean,elev_range,nfhs4_ins,nfhs5_ins,irrig_pct,rbi_total,rbi_bc,rbi_branch,rbi_rural,cap_total,nrlm_shg,pmgsy_roads,cdr_latest,deposit_latest,advance_latest,pmjdy_total,pmjdy_zerobal,pmjdy_rural,pmjdy_rupay,pmjdy_female,kcc_total,digi_cov_pct
588,Tamil Nadu,Theni,-0.082,2.647,0.6273,0.2216,562.0,2419.0,53.6,67.4,45.1,1709.0,1138.0,199.0,402.0,51.0,6079.0,21.0,232.83,9929.37,23118.92,307758.0,39695.0,171100.0,205968.0,194804.0,7625.0,
589,Tamil Nadu,Thiruvallur,0.29,2.77,5.2662,3.0064,52.0,579.0,63.7,57.4,78.4,4088.0,2866.0,391.0,2392.0,215.0,13214.0,98.0,112.61,39916.33,44951.27,513840.0,84947.0,293195.0,342058.0,304644.0,6908.0,
590,Tamil Nadu,Thiruvarur,-0.045,1.903,1.0262,0.4318,12.0,61.0,76.4,75.2,94.8,2282.0,1777.0,191.0,1609.0,48.0,,155.0,180.75,9035.22,16331.27,288614.0,30818.0,169781.0,227122.0,178051.0,23402.0,
591,Tamil Nadu,Tiruchirappalli,0.192,2.688,1.6743,0.785,161.4,989.0,63.4,67.8,57.4,,,,,2023.0,13595.0,195.0,113.61,50984.34,57921.05,558164.0,74281.0,231196.0,380670.0,336468.0,4269.0,
592,Tamil Nadu,Tirunelveli,0.138,2.534,1.2338,0.4875,217.0,1856.0,54.3,61.3,71.6,,,,,119.0,5800.0,167.0,124.88,24069.08,30057.63,350543.0,42082.0,173633.0,227000.0,212045.0,9575.0,
593,Tamil Nadu,Tiruvannamalai,-0.065,2.356,0.876,0.484,225.2,1080.0,59.0,69.6,71.1,3135.0,2384.0,274.0,2167.0,101.0,18198.0,214.0,207.26,14412.49,29871.87,548423.0,95487.0,319032.0,432654.0,318434.0,47.0,
594,Tamil Nadu,Tuticorin,-0.034,2.38,1.2522,0.4457,42.1,325.0,,,21.6,,,,,89.0,,139.0,,,,,,,,,,
595,Tamil Nadu,Vellore,0.096,2.528,1.4343,0.7604,344.6,1285.0,71.8,71.4,50.6,2890.0,2175.0,213.0,1679.0,151.0,6427.0,218.0,94.65,22226.5,21036.51,390176.0,45579.0,205660.0,276115.0,233733.0,5384.0,
596,Tamil Nadu,Villupuram,0.044,2.566,1.1302,0.6177,130.9,1147.0,84.3,77.6,64.3,3244.0,2643.0,232.0,2585.0,81.0,12050.0,326.0,235.1,9413.77,22132.1,485984.0,87990.0,327548.0,305785.0,291861.0,4279.0,
597,Tamil Nadu,Virudhunagar,-0.047,2.333,1.0661,0.3931,130.1,1925.0,45.5,51.3,40.8,2368.0,1592.0,278.0,1338.0,152.0,9789.0,103.0,125.17,24685.49,30898.19,436983.0,50786.0,249746.0,290574.0,263748.0,3471.0,
598,Puducherry,Karaikal,0.357,2.061,3.7043,2.9084,4.1,27.0,36.0,26.9,81.2,327.0,178.0,53.0,115.0,20.0,1351.0,,,,,,,,,,,
599,Puducherry,Mahe,1.0,0.661,2.9749,1.4655,24.3,70.0,43.8,23.6,,,,,,,,,,,,,,,,,,
600,Puducherry,Pondicherry,0.608,2.124,6.3614,5.7348,16.1,62.0,31.2,31.3,92.4,1125.0,426.0,232.0,226.0,161.0,3365.0,,,,,,,,,,,
601,Puducherry,Yanam,0.452,1.461,4.747,4.3259,5.4,34.0,42.2,29.2,,,,,,,,,,,,,,,,,,
602,Andaman and Nicobar Islands,South Andamans,-0.057,2.582,0.2013,0.1577,64.3,489.0,,,0.0,,,,,39.0,,,,,,,,,,,,
603,Andaman and Nicobar Islands,Nicobars,-0.197,1.657,0.0284,0.0299,40.1,319.0,,,0.0,,,,,0.0,91.0,,,,,,,,,,,
604,Haryana,Nuh,0.086,2.222,2.5898,0.9604,214.0,293.0,,,78.0,2737.0,2604.0,85.0,2407.0,2.0,,1.0,83.32,336391.8984,280291.8313,634621.0,,252884.0,337428.0,316579.0,31681.0,
605,Punjab,Barnala,0.388,1.873,1.6645,0.7951,229.0,67.0,25.7,20.7,99.4,1225.0,967.0,132.0,748.0,90.0,842.0,25.0,,,,,,,,,,
606,Jharkhand,Khunti,-0.383,2.089,0.4007,0.089,527.7,661.0,5.0,58.2,10.8,1440.0,1350.0,51.0,1302.0,26.0,7236.0,66.0,41.31,5237.0,3007.0,259356.0,21112.0,,137999.0,146520.0,28120.0,
607,Jharkhand,Ramgarh,0.049,2.231,2.5135,2.049,391.4,771.0,21.7,49.7,17.8,2845.0,2592.0,116.0,2131.0,73.0,7998.0,64.0,40.95,522.0,13947.0,361845.0,29315.0,,267040.0,213154.0,26364.0,
608,Punjab,S.a.s Nagar,0.58,2.496,6.8367,2.8892,316.5,301.0,,,81.2,,,,,,1476.0,33.0,,,,,,,,,,
609,Punjab,Tarn Taran,0.245,2.079,2.109,1.5595,218.4,82.0,16.4,25.0,99.9,1606.0,1270.0,170.0,1146.0,83.0,,162.0,,,,,,,,,,
610,Tamil Nadu,Ariyalur,0.029,2.136,1.5636,0.5376,59.2,115.0,63.3,71.1,32.0,1349.0,1102.0,95.0,1072.0,16.0,5665.0,56.0,288.24,4124.43,11888.12,123894.0,18226.0,99788.0,80725.0,69080.0,9848.0,
611,Bihar,Arwal,-0.081,1.654,1.5902,0.1088,77.9,55.0,25.0,15.6,84.6,1317.0,1208.0,66.0,1030.0,29.0,7684.0,62.0,44.87,2732.54,1226.22,393760.0,32932.0,,222439.0,,5797.0,
612,Assam,Chirang,-0.198,1.811,0.3148,0.2358,116.9,465.0,6.1,61.5,17.6,746.0,658.0,39.0,593.0,7.0,5256.0,99.0,68.98,182789.41,126084.69,364045.0,19970.0,352163.0,232779.0,222898.0,3921.0,
613,Nagaland,Peren,-0.291,1.781,0.0674,0.0326,808.6,2301.0,6.3,5.4,,56.0,44.0,5.0,56.0,0.0,,,133.55,20410.6,27258.82,17225.0,306.0,17205.0,15194.0,9623.0,931.0,
614,Nagaland,Kiphire,-0.368,1.634,0.1135,0.0388,1497.3,3456.0,7.9,8.8,,42.0,35.0,3.0,19.0,0.0,804.0,,136.34,15330.05,20900.64,16719.0,1907.0,6250.0,11663.0,9020.0,757.0,
615,Nagaland,Longleng,-0.288,1.522,0.1253,0.0527,691.2,1969.0,5.6,38.3,,2059.0,1232.0,289.0,1058.0,0.0,496.0,,225.8,7132.9,16106.23,16082.0,552.0,16082.0,19008.0,8599.0,21.0,
616,Assam,Baksa,-0.125,2.038,0.1662,0.1212,80.9,423.0,3.7,69.0,8.8,1051.0,983.0,31.0,1051.0,5.0,9976.0,236.0,77.86,113322.83,88230.07,304088.0,32803.0,304144.0,149982.0,192215.0,4648.0,
617,Assam,Udalguri,-0.138,1.825,0.2746,0.2081,125.1,625.0,2.7,70.6,24.1,1456.0,1343.0,49.0,1263.0,17.0,12151.0,131.0,80.48,226178.44,182029.04,813578.0,125136.0,690825.0,356233.0,480466.0,12239.0,
618,Assam,Kamrup Metro,0.309,2.717,3.3506,1.6824,154.0,721.0,,,17.1,,,,,886.0,2919.0,26.0,63.59,8967116.16,5702521.46,435457.0,57391.0,124916.0,305680.0,246088.0,4658.0,
619,Haryana,Palwal,0.273,1.915,2.9497,1.3526,192.4,75.0,10.5,23.5,98.4,1921.0,1685.0,120.0,1174.0,96.0,2145.0,1.0,88.39,805472.2172,711991.8313,475534.0,,193413.0,276499.0,253896.0,42262.0,
620,Jammu and Kashmir,Kishtwar,-0.322,2.439,0.061,0.0181,3711.7,5547.0,1.6,16.4,18.5,281.0,203.0,33.0,201.0,4.0,2823.0,12.0,64.14,288667.0,185163.0,,,,,,,
621,Jammu and Kashmir,Ramban,-0.132,2.323,0.5759,0.3036,2055.1,3843.0,1.4,9.2,9.6,266.0,195.0,32.0,259.0,3.0,3085.0,9.0,72.77,224234.0,163182.66,,,,,,,
622,Jammu and Kashmir,Kulgam,0.049,2.008,0.3138,0.1065,2808.6,3062.0,1.9,4.2,60.8,475.0,364.0,52.0,366.0,5.0,3384.0,46.0,87.88,295314.0,259529.0,,,,,,,
623,Jammu and Kashmir,Bandipora,0.053,2.528,0.2315,0.1208,2967.0,3515.0,,,71.6,271.0,190.0,39.0,169.0,,2720.0,10.0,99.68,198163.0,197528.0,,,,,,,
624,Jammu and Kashmir,Samba,0.054,2.616,2.924,1.7844,369.4,468.0,4.7,19.0,20.8,638.0,427.0,93.0,440.0,27.0,3390.0,16.0,57.04,906841.0,517253.9,,,,,,,
625,Jammu and Kashmir,Shopian,0.265,2.183,0.7108,0.1917,2129.0,2636.0,,,66.6,341.0,260.0,40.0,253.0,,2321.0,48.0,126.77,195480.0,247802.0,,,,,,,
626,Jammu and Kashmir,Ganderbal,0.079,2.64,0.5823,0.2532,3095.4,3624.0,3.1,8.3,73.8,275.0,165.0,44.0,179.0,9.0,2388.0,19.0,95.28,240988.0,229625.0,,,,,,,
627,Jammu and Kashmir,Reasi,-0.208,2.244,0.419,0.2719,1513.4,4209.0,3.8,11.2,8.3,461.0,329.0,57.0,461.0,,3090.0,35.0,54.87,400901.0,219982.0,,,,,,,
628,Arunachal Pradesh,Anjaw,-0.458,1.346,0.0055,0.0005,2914.8,4833.0,75.3,17.5,,26.0,21.0,2.0,26.0,0.0,200.0,39.0,44.08,12131.65,5347.62,1308.0,41.0,1308.0,1075.0,707.0,3.0,
629,Rajasthan,Pratapgarh,-0.262,2.101,0.3614,0.2076,407.2,422.0,10.5,84.5,34.5,1927.0,1801.0,73.0,1489.0,32.0,6688.0,8.0,145.6,302558.0,440532.0,638574.0,34482.0,593403.0,497162.0,,,
630,Karnataka,Chikkaballapura,0.057,2.25,1.2338,0.4076,807.8,872.0,16.1,26.1,29.2,2004.0,1637.0,165.0,1361.0,50.0,9265.0,244.0,121.32,9081.44,11017.81,,,,,,,
631,Karnataka,Ramanagara,0.247,2.652,1.7888,0.8569,739.7,909.0,34.8,35.7,22.1,,,,,98.0,5880.0,104.0,84.15,13652.09,15696.8,,,,,,,
632,Andaman and Nicobar Islands,North and Middle Andaman,-0.493,2.209,0.04,0.0198,61.4,771.0,3.2,2.1,0.0,,,,,2.0,754.0,,,,,,,,,,,
633,Uttar Pradesh,Kasganj,-0.249,1.895,0.7942,0.3851,166.1,74.0,,,95.4,2932.0,2776.0,91.0,2361.0,30.0,5322.0,114.0,70.74,4405.04,3116.17,742902.0,44368.0,530561.0,425946.0,397827.0,1206391.0,
634,Tamil Nadu,Tiruppur,0.339,2.728,1.7211,0.6223,372.1,2192.0,62.5,59.9,61.3,4614.0,3251.0,474.0,1968.0,278.0,,88.0,185.24,38581.42,71466.71,685956.0,73541.0,319468.0,469053.0,392510.0,4178.0,
635,Karnataka,Yadgir,-0.178,2.177,0.6174,0.4002,427.5,369.0,28.6,16.7,26.1,2299.0,2072.0,121.0,1866.0,32.0,,102.0,128.76,5502.59,7085.01,,,,,,,
636,Chhattisgarh,Bijapur,-0.526,2.258,0.0465,0.0103,292.7,935.0,36.4,21.2,1.1,599.0,535.0,41.0,513.0,5.0,2652.0,,67.9676,1249.86,849.5,,,,,,,
637,Chhattisgarh,Narayanpur,-0.464,1.981,0.0479,0.0125,613.5,753.0,81.4,83.1,0.9,190.0,147.0,21.0,124.0,0.0,1337.0,1.0,47.4358,1023.32,485.42,,,,,,,
638,Madhya Pradesh,Singrauli,-0.334,2.519,1.1272,0.7145,363.4,681.0,25.7,58.5,15.5,3762.0,3581.0,90.0,3338.0,50.0,,263.0,13.39,2522217.47,337697.05,,,,,,,
639,Madhya Pradesh,Alirajpur,-0.392,2.229,0.356,0.1472,320.6,744.0,3.3,42.5,15.6,1935.0,1867.0,43.0,1444.0,8.0,8178.0,266.0,67.88,197257.15,133890.63,,,,,,,
640,Uttar Pradesh,Amethi,,,,,,,0.0,20.9,,3577.0,3255.0,201.0,3317.0,91.0,8970.0,,46.95,9431.93,4428.21,717696.0,22017.0,651841.0,622392.0,378589.0,,
641,Gujarat,Tapi,-0.12,2.234,0.5703,0.2777,128.8,554.0,34.1,42.3,44.0,806.0,651.0,69.0,618.0,80.0,10516.0,54.0,55.28,582610.95,322092.54,346268.0,16105.0,307013.0,303641.0,,25900.0,
642,Chhattisgarh,Sukma,,,,,,,0.0,78.1,,310.0,264.0,30.0,267.0,3.0,2218.0,,53.0839,1273.23,675.88,,,,,,,
643,Chhattisgarh,Kondagaon,,,,,,,,,,1228.0,1135.0,51.0,1120.0,8.0,8154.0,,70.4889,2606.0,1836.94,,,,,,,
644,Chhattisgarh,Baloda Bazar,,,,,,,0.0,66.1,,2311.0,2108.0,105.0,1948.0,344.0,11912.0,,65.0284,6707.68,4361.9,,,,,,,
645,Chhattisgarh,Gariyaband,,,,,,,0.0,79.8,,1566.0,1458.0,61.0,1421.0,14.0,9432.0,,,,,,,,,,,
646,Chhattisgarh,Balod,,,,,,,0.0,79.5,,1430.0,1268.0,89.0,1265.0,41.0,8477.0,,42.2268,6064.56,2560.87,,,,,,,
647,Chhattisgarh,Mungeli,,,,,,,0.0,68.0,,1427.0,1339.0,45.0,1202.0,13.0,8245.0,,68.282,2690.87,1837.38,,,,,,,
648,Chhattisgarh,Surajpur,,,,,,,0.0,75.7,,1725.0,1580.0,85.0,1600.0,15.0,10403.0,,40.9724,5591.1,2290.81,,,,,,,
649,Chhattisgarh,Balrampur,,,,,,,0.0,62.3,,1742.0,1634.0,65.0,1677.0,39.0,10135.0,,44.738,3377.33,1510.95,,,,,,,
650,Chhattisgarh,Bemetara,,,,,,,0.0,63.4,,1318.0,1205.0,63.0,1098.0,0.0,7451.0,,63.9331,4405.7,2816.7,,,,,,,
651,Punjab,Fazilka,,,,,,,0.0,20.6,,2268.0,1919.0,173.0,1375.0,170.0,2048.0,,,,,,,,,,,
652,Tripura,Khowai,,,,,,,0.0,44.1,,369.0,317.0,33.0,348.0,17.0,5493.0,,69.0,220984.39,132230.22,1329.0,,,,,,100.0
653,Tripura,Sepahijala,,,,,,,0.0,31.6,,631.0,529.0,56.0,552.0,22.0,6651.0,,67.0,319045.4,188195.08,1007.0,,,,,,100.0
654,Tripura,Gomati,,,,,,,0.0,29.9,,729.0,602.0,64.0,637.0,,7477.0,,74.0,312498.66,212323.45,1662.0,,,,,,100.0
655,Tripura,Unakoti,,,,,,,0.0,28.0,,409.0,376.0,23.0,409.0,0.0,4598.0,,75.0,164857.4,113762.79,666.0,,,,,,100.0
656,Meghalaya,North Garo Hills,,,,,,,0.0,60.8,,154.0,112.0,11.0,128.0,0.0,3123.0,,79.67,44834.09,35717.46,64058.0,2023.0,56754.0,46761.0,36536.0,486.0,
657,Meghalaya,East Jaintia Hills,,,,,,,0.0,74.1,,127.0,83.0,17.0,127.0,8.0,2882.0,,25.25,171165.58,43217.71,52924.0,1932.0,49556.0,24002.0,31579.0,26.0,
658,Meghalaya,South West Khasi Hills,,,,,,,0.0,72.3,,42.0,21.0,10.0,42.0,1.0,1974.0,,46.29,35357.82,16367.2,25865.0,1795.0,19560.0,14287.0,15983.0,355.0,
659,Uttar Pradesh,Sambhal,,,,,,,0.0,13.7,,3442.0,3198.0,168.0,2942.0,61.0,8416.0,,91.19,5995.1,5467.09,1262433.0,65324.0,933974.0,603249.0,681485.0,,
660,Uttar Pradesh,Shamli,,,,,,,0.0,14.8,,2150.0,1956.0,117.0,1456.0,47.0,5058.0,,66.05,6554.17,4329.02,540802.0,,450070.0,,296052.0,14.0,
661,Uttar Pradesh,Hapur,,,,,,,0.0,14.9,,1998.0,1713.0,156.0,1486.0,104.0,3554.0,,65.73,10217.05,6715.27,421421.0,23997.0,310575.0,206983.0,237052.0,107.0,
662,Punjab,Pathankot,,,,,,,0.0,27.0,,919.0,568.0,148.0,612.0,143.0,1959.0,,,,,,,,,,,
663,Meghalaya,South West Garo Hills,,,,,,,0.0,75.1,,223.0,192.0,12.0,223.0,2.0,3944.0,,72.26,42090.94,30415.86,64633.0,2034.0,60068.0,35311.0,34195.0,436.0,
664,West Bengal,Alipurduar,,,,,,,,,,1809.0,1564.0,132.0,1406.0,73.0,26031.0,,64.86,418.66,5505.51,871441.0,55621.0,824570.0,688016.0,493719.0,38500.0,90.39
665,Maharashtra,Palghar,,,,,,,0.0,18.8,,4786.0,3790.0,356.0,2705.0,1725.0,16863.0,,69.84,4975500.0,3475100.0,1007760.0,,,692000.0,,27424.0,
666,Arunachal Pradesh,Longding,,,,,,,0.0,23.8,,38.0,28.0,5.0,38.0,0.0,635.0,,61.61,24833.23,15300.62,10025.0,215.0,10026.0,7709.0,6700.0,17.0,
667,Madhya Pradesh,Agar Malwa,,,,,,,0.0,58.9,,748.0,647.0,55.0,321.0,10.0,,,235.09,183577.65,431567.27,,,,,,,
668,Gujarat,Chhotaudepur,,,,,,,,,,1062.0,883.0,97.0,889.0,28.0,,,71.93,417464.26,300285.61,461152.0,29873.0,449434.0,367512.0,,37940.0,
669,Gujarat,Mahisagar,,,,,,,0.0,46.0,,1170.0,1005.0,98.0,900.0,85.0,6390.0,,61.49,609787.72,374961.43,297804.0,16523.0,291689.0,264310.0,,71276.0,
670,Delhi,South East,,,,,,,0.0,37.7,,,,,,516.0,,,87.82,17821556.34,15650935.9,,,,,,,
671,Delhi,Shahdara,,,,,,,0.0,21.5,,553.0,143.0,157.0,3.0,215.0,,,33.57,4856923.31,1630462.95,,,,,,,
672,Gujarat,Arvalli,,,,,,,,,,,,,,96.0,,,93.14,737943.61,687298.79,382848.0,31695.0,356731.0,230890.0,,51037.0,
673,Gujarat,Morbi,,,,,,,0.0,34.4,,1565.0,1210.0,169.0,1104.0,234.0,2524.0,,179.65,1675373.28,3009773.46,233837.0,13443.0,162244.0,166983.0,,99462.0,
674,Gujarat,Devbhumi Dwarka,,,,,,,0.0,33.5,,729.0,552.0,93.0,489.0,113.0,3597.0,,56.79,876473.92,497720.6,190931.0,10934.0,156320.0,132846.0,,81370.0,
675,Gujarat,Gir Somnath,,,,,,,0.0,46.6,,949.0,680.0,121.0,636.0,125.0,5950.0,,63.66,1010083.01,643068.05,339613.0,17780.0,246292.0,256569.0,,92375.0,
676,Gujarat,Botad,,,,,,,0.0,38.0,,827.0,695.0,67.0,479.0,932.0,3988.0,,91.83,450709.67,413870.62,280741.0,12464.0,180898.0,188968.0,,61808.0,
677,Arunachal Pradesh,Kra Daadi,,,,,,,0.0,24.0,,16.0,12.0,1.0,16.0,0.0,323.0,,80.45,8395.66,6754.12,2928.0,66.0,2929.0,2954.0,1915.0,28.0,
678,Arunachal Pradesh,Namsai,,,,,,,0.0,30.9,,130.0,102.0,13.0,67.0,5.0,1038.0,,36.4,111065.21,40422.35,36256.0,2693.0,16304.0,28795.0,20675.0,167.0,
679,Arunachal Pradesh,Siang,,,,,,,0.0,26.1,,30.0,24.0,5.0,30.0,6.0,422.0,,25.62,24448.06,6264.35,4771.0,139.0,4773.0,2284.0,2237.0,1.0,
680,Telangana,Nirmal,,,,,,,0.0,49.9,,895.0,726.0,87.0,572.0,35.0,11362.0,,227.17,3701.89,8409.6,,,,,,,
681,Telangana,Jagitial,,,,,,,0.0,59.2,,1307.0,1081.0,120.0,845.0,,14173.0,,143.97,6931.24,9979.11,,,,,,,
682,Telangana,Peddapalli,,,,,,,0.0,59.1,,1025.0,798.0,107.0,563.0,58.0,9971.0,,105.57,8262.88,8723.52,,,,,,,
683,Telangana,Rajanna Sircilla,,,,,,,0.0,62.8,,557.0,444.0,60.0,383.0,32.0,9169.0,,132.49,4533.47,6006.37,,,,,,,
684,Telangana,Mancherial,,,,,,,0.0,64.4,,1070.0,829.0,120.0,438.0,48.0,9580.0,,110.47,8533.06,9426.53,,,,,,,
685,Telangana,Kamareddy,,,,,,,0.0,66.5,,1857.0,1635.0,106.0,1010.0,23.0,14138.0,,202.15,4614.32,9327.94,,,,,,,
686,Telangana,Hanumakonda,,,,,,,,,,1116.0,689.0,188.0,493.0,125.0,,,135.08,15183.97,20511.19,,,,,,,
687,Telangana,Jayashankar Bhupalapally,,,,,,,0.0,71.5,,,,,,,,,151.68,2087.55,3166.44,,,,,,,
688,Telangana,Mahabubabad,,,,,,,0.0,69.3,,873.0,752.0,68.0,543.0,9.0,13070.0,,282.31,2613.14,7377.15,,,,,,,
689,Telangana,Jangoan,,,,,,,0.0,71.7,,,,,,,,,280.44,2315.92,6494.7,,,,,,,
690,Telangana,Bhadradri Kothagudem,,,,,,,0.0,59.4,,1678.0,1349.0,169.0,704.0,48.0,,,139.25,8458.95,11778.92,,,,,,,
691,Telangana,Sangareddy,,,,,,,0.0,58.1,,1385.0,837.0,242.0,602.0,192.0,16602.0,,185.73,19876.75,36916.21,,,,,,,
692,Telangana,Siddipet,,,,,,,0.0,60.9,,1425.0,1128.0,147.0,922.0,32.0,16922.0,,190.17,6458.38,12281.6,,,,,,,
693,Telangana,Wanaparthy,,,,,,,0.0,70.1,,535.0,423.0,62.0,279.0,12.0,6901.0,,221.47,2404.32,5324.73,,,,,,,
694,Telangana,Nagarkurnool,,,,,,,0.0,68.6,,868.0,712.0,92.0,642.0,11.0,11420.0,,242.56,3367.69,8168.81,,,,,,,
695,Telangana,Jogulamba Gadwal,,,,,,,0.0,61.8,,650.0,538.0,60.0,376.0,13.0,,,234.8,2274.55,5340.69,,,,,,,
696,Telangana,Suryapet,,,,,,,0.0,63.1,,1435.0,1133.0,165.0,917.0,58.0,15962.0,,274.6,6084.17,16706.87,,,,,,,
697,Telangana,Yadadri Bhuvanagiri,,,,,,,0.0,65.3,,728.0,536.0,105.0,444.0,32.0,,,213.82,4387.34,9381.01,,,,,,,
698,Telangana,Vikarabad,,,,,,,0.0,59.6,,844.0,637.0,104.0,585.0,11.0,14098.0,,206.62,3711.23,7668.12,,,,,,,
699,Telangana,Kumuram Bheem Asifabad,,,,,,,,,,,,,,,,,105.43,2321.62,2447.63,,,,,,,
700,Telangana,Medchal Malkajgiri,,,,,,,0.0,53.8,,2937.0,729.0,792.0,244.0,1752.0,3177.0,,132.94,137428.73,182695.21,,,,,,,
701,Haryana,Charki Dadri,,,,,,,,,,427.0,320.0,64.0,257.0,31.0,,,102.05,497016.1332,507191.8313,136171.0,,97896.0,88975.0,75549.0,64435.0,
702,West Bengal,Kalimpong,,,,,,,,,,194.0,123.0,34.0,153.0,17.0,3723.0,,51.33,32.06,1135.72,59976.0,3814.0,48537.0,46100.0,33677.0,10000.0,77.02
703,West Bengal,Jhargram,,,,,,,,,,1525.0,1340.0,102.0,1337.0,58.0,22257.0,,46.56,314.55,2570.0,510395.0,27464.0,505969.0,284540.0,285321.0,55000.0,98.33
704,West Bengal,Paschim Bardhaman,,,,,,,,,,4484.0,3472.0,410.0,2342.0,,12992.0,,52.54,634.83,34580.19,1574624.0,84321.0,927356.0,828310.0,1025276.0,25000.0,94.94
705,Assam,Biswanath,,,,,,,0.0,68.4,,686.0,541.0,59.0,547.0,11.0,11261.0,,69.67,319216.85,222385.18,627619.0,108802.0,472895.0,283361.0,375035.0,9306.0,
706,Assam,Majuli,,,,,,,0.0,60.8,,253.0,223.0,17.0,253.0,0.0,3075.0,,94.32,54764.72,51654.42,129448.0,18627.0,127227.0,103193.0,77967.0,1752.0,
707,Assam,South Salmara Mancachar,,,,,,,0.0,68.2,,,,,,3.0,,,,,,,,,,,,
708,Assam,Charaideo,,,,,,,0.0,64.9,,496.0,423.0,36.0,402.0,15.0,5947.0,,67.22,154815.72,104062.83,299977.0,43526.0,309818.0,193001.0,187610.0,4658.0,
709,Assam,Hojai,,,,,,,0.0,67.4,,463.0,386.0,29.0,357.0,38.0,8283.0,,54.49,409026.66,222880.95,783192.0,91336.0,413210.0,629981.0,461223.0,5590.0,
710,Assam,West Karbi Anglong,,,,,,,0.0,63.1,,241.0,213.0,21.0,241.0,,3917.0,,111.0,38903.0,43305.0,136952.0,18627.0,136960.0,48573.0,79714.0,464.0,
711,Manipur,Kakching,,,,,,,,,,79.0,51.0,10.0,8.0,0.0,711.0,,163.68,30964.22,50682.86,79479.0,10552.0,30523.0,62617.0,47307.0,912.0,
712,Manipur,Kangpokpi,,,,,,,,,,27.0,13.0,8.0,27.0,0.0,491.0,,77.88,54091.66,42128.59,31180.0,1880.0,30220.0,22106.0,15693.0,490.0,
713,Manipur,Jiribam,,,,,,,,,,40.0,32.0,4.0,40.0,0.0,286.0,,44.37,13962.79,6194.7,16805.0,2268.0,16805.0,15602.0,10330.0,28.0,
714,Manipur,Noney,,,,,,,,,,25.0,16.0,7.0,25.0,0.0,363.0,,76.21,7458.93,5684.49,11828.0,2018.0,11860.0,10675.0,5621.0,77.0,
715,Manipur,Pherzawl,,,,,,,,,,,,,,0.0,63.0,,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
716,Manipur,Tengnoupal,,,,,,,,,,47.0,34.0,7.0,39.0,0.0,353.0,,129.67,14690.0,19048.78,15629.0,2496.0,10176.0,17578.0,8867.0,67.0,
717,Manipur,Kamjong,,,,,,,,,,8.0,4.0,3.0,8.0,,364.0,,152.41,1406.08,2142.94,2191.0,52.0,2192.0,2352.0,1093.0,0.0,
718,Arunachal Pradesh,Kamle,,,,,,,,,,13.0,11.0,1.0,13.0,0.0,284.0,,77.27,4209.38,3252.48,1284.0,17.0,1284.0,1100.0,789.0,1.0,
719,Arunachal Pradesh,Lower Siang,,,,,,,,,,16.0,11.0,3.0,16.0,0.0,290.0,,63.52,33296.75,21150.33,40175.0,9667.0,40177.0,14835.0,20233.0,10.0,
720,Telangana,Mulugu,,,,,,,,,,461.0,401.0,35.0,385.0,2.0,6232.0,,175.14,1240.2,2172.04,,,,,,,
721,Telangana,Narayanpet,,,,,,,,,,477.0,386.0,55.0,291.0,5.0,7127.0,,199.6,1955.03,3902.3,,,,,,,
722,Madhya Pradesh,Niwari,,,,,,,,,,612.0,544.0,39.0,398.0,0.0,2336.0,,34.22,212822.5,72827.74,,,,,,,
723,Arunachal Pradesh,Pakke Kessang,,,,,,,,,,3.0,0.0,2.0,3.0,0.0,,,,,,,,,,,,
724,Arunachal Pradesh,Leparada,,,,,,,,,,14.0,7.0,5.0,14.0,0.0,255.0,,37.7,42895.21,16172.64,3446.0,352.0,3025.0,1828.0,1772.0,47.0,
725,Arunachal Pradesh,Shi Yomi,,,,,,,,,,11.0,8.0,2.0,11.0,0.0,135.0,,11.99,19515.12,2340.56,1420.0,115.0,1420.0,1590.0,776.0,0.0,
726,Mizoram,Hnahthial,,,,,,,,,,30.0,24.0,4.0,30.0,0.0,648.0,,65.84,19699.38,12970.25,9525.0,1065.0,9525.0,4535.0,4581.0,119.0,
727,Mizoram,Saitual,,,,,,,,,,49.0,37.0,10.0,43.0,0.0,688.0,,60.87,31229.45,19007.89,19867.0,3582.0,13064.0,7655.0,11181.0,423.0,
728,Mizoram,Khawzawl,,,,,,,,,,64.0,52.0,8.0,50.0,0.0,348.0,,81.58,21284.59,17362.96,16812.0,3677.0,7551.0,7183.0,9796.0,245.0,
729,Tamil Nadu,Kallakurichi,,,,,,,,,,1351.0,970.0,157.0,833.0,22.0,7748.0,,323.33,5634.14,18217.05,350312.0,50693.0,255707.0,218688.0,209948.0,32380.0,
730,Tamil Nadu,Chengalpattu,,,,,,,,,,2685.0,974.0,563.0,820.0,949.0,9662.0,,86.9,69590.82,60473.65,392947.0,56169.0,199064.0,277253.0,228049.0,7984.0,
731,Tamil Nadu,Ranipet,,,,,,,,,,927.0,441.0,166.0,396.0,71.0,7114.0,,153.64,8952.64,13755.14,288656.0,29757.0,169981.0,205666.0,169146.0,2311.0,
732,Tamil Nadu,Tirupathur,,,,,,,,,,1263.0,871.0,130.0,554.0,46.0,6230.0,,,,,,,,,,,
