lgd,state,district,cdr_latest,resid
110,Rajasthan,Nagaur,135.73,48.994949382230416
111,Rajasthan,Pali,74.38,-9.735028411325956
112,Rajasthan,Rajsamand,71.01,-3.327856735403472
113,Rajasthan,Sawai Madhopur,82.35,-2.118999776151341
114,Rajasthan,Sikar,109.12,21.878196182938865
115,Rajasthan,Sirohi,55.4,-28.37156376235263
116,Rajasthan,Tonk,106.61,22.682143496002837
117,Rajasthan,Udaipur,81.75,6.260588471390406
118,Uttar Pradesh,Agra,70.0,-10.950412010703914
119,Uttar Pradesh,Aligarh,52.66,-27.96683583746878
120,Uttar Pradesh,Prayagraj,35.43,-39.850660523960066
121,Uttar Pradesh,Ambedkar Nagar,52.32,-34.70988517605267
122,Uttar Pradesh,Auraiya,38.51,-33.023438277819075
124,Uttar Pradesh,Baghpat,58.65,-25.349383824556718
125,Uttar Pradesh,Bahraich,76.18,-4.319334421692886
126,Uttar Pradesh,Ballia,29.07,-54.57002338393509
127,Uttar Pradesh,Balrampur,49.6,-33.08631147007869
128,Uttar Pradesh,Banda,46.14,-37.1018587493659
129,Uttar Pradesh,Barabanki,73.9,-11.081112829368678
130,Uttar Pradesh,Bareilly,62.43,-11.752794630346777
131,Uttar Pradesh,Basti,42.2,-48.86434575973561
132,Uttar Pradesh,Bijnor,57.3,-29.35410172355418
133,Uttar Pradesh,Budaun,69.28,-10.723518800359486
134,Uttar Pradesh,Bulandshahr,53.92,-26.941005144246745
135,Uttar Pradesh,Chandauli,46.35,-39.18757327393151
136,Uttar Pradesh,Chitrakoot,61.17,-16.542453677191688
137,Uttar Pradesh,Deoria,41.92,-51.55464101838247
138,Uttar Pradesh,Etah,77.7,-7.304199964052884
139,Uttar Pradesh,Etawah,42.61,-37.21057122232962
141,Uttar Pradesh,Farrukhabad,49.14,-32.17557695760331
142,Uttar Pradesh,Fatehpur,50.03,-26.617065351653537
143,Uttar Pradesh,Firozabad,65.5,-18.62615577017678
144,Uttar Pradesh,Gautam Buddha Nagar,58.16,5.529456862088502
145,Uttar Pradesh,Ghaziabad,47.49,-13.977585885924078
146,Uttar Pradesh,Ghazipur,34.08,-51.45313258123609
147,Uttar Pradesh,Gonda,44.19,-37.65772640931297
148,Uttar Pradesh,Gorakhpur,48.55,-29.50996006254934
149,Uttar Pradesh,Hamirpur,55.35,-26.365318438653425
150,Uttar Pradesh,Hardoi,52.59,-28.139216274785284
151,Uttar Pradesh,Jalaun,47.45,-30.630723903289805
152,Uttar Pradesh,Jaunpur,40.76,-45.72158683865059
153,Uttar Pradesh,Jhansi,45.46,-29.09402863351601
154,Uttar Pradesh,Amroha,62.08,-17.477365648305224
155,Uttar Pradesh,Kannauj,62.55,-8.902207903697388
156,Uttar Pradesh,Kanpur Dehat,64.56,-10.44982050248305
157,Uttar Pradesh,Kanpur Nagar,48.63,-9.724045434200015
158,Uttar Pradesh,Kaushambi,46.31,-31.54655998367525
159,Uttar Pradesh,Kheri,76.72,-5.437099866569838
160,Uttar Pradesh,Kushi Nagar,48.72,-38.571027364993
161,Uttar Pradesh,Lalitpur,78.09,-5.336865465567399
162,Uttar Pradesh,Lucknow,44.96,-15.011884965186546
163,Uttar Pradesh,Hathras,63.44,-19.86175278136338
164,Uttar Pradesh,Maharajganj,70.34,-22.295225032394683
166,Uttar Pradesh,Mainpuri,71.1,-11.945049446129786
167,Uttar Pradesh,Mathura,62.52,-15.351388084004618
168,Uttar Pradesh,Mau,37.91,-47.07513744937144
169,Uttar Pradesh,Meerut,54.42,-19.268189334026232
170,Uttar Pradesh,Mirzapur,46.8,-36.418902385461166
171,Uttar Pradesh,Moradabad,65.76,-13.376440579982628
172,Uttar Pradesh,Muzaffarnagar,84.16,-0.3383319365992463
173,Uttar Pradesh,Pilibhit,89.65,3.3807167767025987
174,Uttar Pradesh,Pratapgarh,32.06,-56.14207049536044
175,Uttar Pradesh,Rae Bareli,42.88,-39.23563425982099
176,Uttar Pradesh,Rampur,72.96,-7.787032338024318
177,Uttar Pradesh,Saharanpur,69.72,-13.044859753443305
178,Uttar Pradesh,Sant Kabeer Nagar,40.79,-51.71205185462019
179,Uttar Pradesh,Bhadohi,43.5,-37.32864600356439
180,Uttar Pradesh,Shahjahanpur,82.62,6.166515852904212
182,Uttar Pradesh,Siddharth Nagar,39.82,-56.311709160030354
184,Uttar Pradesh,Sonbhadra,51.93,-26.61566094443527
185,Uttar Pradesh,Sultanpur,42.1,-40.12742591188735
186,Uttar Pradesh,Unnao,30.49,-51.912541460660464
187,Uttar Pradesh,Varanasi,55.47,-18.707706368703228
188,Bihar,Araria,89.9,3.360285300467652
189,Bihar,Aurangabad,48.6,-33.38632247979903
190,Bihar,Banka,50.36,-37.20704253445534
191,Bihar,Begusarai,74.57,-0.6009407138331966
192,Bihar,Bhagalpur,52.18,-24.63259664130978
193,Bihar,Bhojpur,42.6,-37.187879620186344
194,Bihar,Buxar,44.24,-35.72298726646314
195,Bihar,Darbhanga,51.32,-31.70937231280063
196,Bihar,Gaya,55.45,-31.774546253272433
197,Bihar,Gopalganj,45.69,-45.93736669010315
198,Bihar,Jamui,46.22,-34.429921870949926
199,Bihar,Jehanabad,45.22,-35.806707683507824
200,Bihar,Kaimur (bhabua),60.07,-24.43287933047383
201,Bihar,Katihar,77.39,-7.381454739393575
202,Bihar,Khagaria,61.23,-24.59110269378568
203,Bihar,Kishanganj,80.21,-10.113978684107067
204,Bihar,Lakhisarai,44.26,-36.95576528879217
205,Bihar,Madhepura,74.39,-6.0575355508778586
206,Bihar,Madhubani,52.85,-37.79673401707634
207,Bihar,Munger,33.37,-48.86869751340375
208,Bihar,Muzaffarpur,71.02,-7.2032800418955105
209,Bihar,Nalanda,42.54,-40.37674067155026
210,Bihar,Nawada,53.07,-31.255070520613778
211,Bihar,Pashchim Champaran,83.44,-8.040321470012572
212,Bihar,Patna,50.04,-20.151628942465543
213,Bihar,Purbi Champaran,79.19,-6.998229837370573
214,Bihar,Purnia,97.49,17.928929668661723
215,Bihar,Rohtas,51.32,-31.83302925198415
216,Bihar,Saharsa,67.57,-10.98892751975346
217,Bihar,Samastipur,61.9,-25.826181518718137
218,Bihar,Saran,44.07,-47.07119630541148
219,Bihar,Sheikhpura,50.47,-27.472865024933995
220,Bihar,Sheohar,74.52,-3.9911700038398124
221,Bihar,Sitamarhi,59.36,-24.74970462171835
222,Bihar,Siwan,45.3,-49.85482692418431
223,Bihar,Supaul,68.55,-14.684049351020377
224,Bihar,Vaishali,69.63,-16.911490302686204
229,Arunachal Pradesh,Changlang,38.9,-32.050766827588795
232,Arunachal Pradesh,East Siang,42.8,-37.49301438717785
233,Arunachal Pradesh,Kurung Kumey,61.68,-0.8955297535455884
236,Arunachal Pradesh,Lower Subansiri,43.6,-33.08457877066005
237,Arunachal Pradesh,Papum Pare,45.43,-30.30241313280731
238,Arunachal Pradesh,Tawang,13.97,-41.491768005152096
242,Arunachal Pradesh,West Kameng,47.41,-28.41621612073392
243,Arunachal Pradesh,West Siang,40.27,-26.4557512639171
244,Nagaland,Dimapur,66.41,-9.63610761407989
245,Nagaland,Kohima,35.24,-41.158848955802135
250,Nagaland,Wokha,97.27,16.28889845482182
251,Nagaland,Zunheboto,146.02,76.2157459322725
252,Manipur,Bishnupur,146.52,66.6965408001689
255,Manipur,Imphal East,95.94,22.20170870821974
256,Manipur,Imphal West,81.18,8.471009107218634
259,Manipur,Thoubal,184.42,105.01196925658832
269,Tripura,Dhalai,91.0,6.1787084939158206
270,Tripura,North Tripura,71.0,-19.025447187685245
271,Tripura,South Tripura,63.0,-21.84051233600617
272,Tripura,West Tripura,40.0,-42.538547947851086
280,Assam,Barpeta,93.01,-0.9685460796978305
281,Assam,Bongaigaon,74.54,-11.417157748863588
282,Assam,Cachar,50.66,-38.0344749592858
283,Assam,Darrang,83.51,-5.135543344463073
284,Assam,Dhemaji,99.35,13.774544463139108
285,Assam,Dhubri,70.69,-19.27819453225227
286,Assam,Dibrugarh,62.54,-11.53237185376664
287,Assam,Goalpara,70.94,-14.892122756729606
288,Assam,Golaghat,96.23,22.13227334444788
289,Assam,Hailakandi,44.54,-44.897059272496655
290,Assam,Jorhat,72.64,-16.628025279051244
291,Assam,Kamrup,72.37,-15.716437451522893
292,Assam,Karbi Anglong,84.18,4.914238696809235
293,Assam,Karimganj,40.31,-49.411780679146815
294,Assam,Kokrajhar,64.88,-22.215163303061402
295,Assam,Lakhimpur,102.65,18.238497993419927
297,Assam,Nagaon,87.44,-2.973000697082469
298,Assam,Nalbari,71.15,-21.80195763307394
299,Assam,Dima Hasao,48.88,-31.649448663909332
300,Assam,Sivasagar,69.32,-12.866583179094292
301,Assam,Sonitpur,77.23,-8.692363155495798
302,Assam,Tinsukia,62.8,-9.684540865418555
304,West Bengal,24 Paraganas South,45.54,-43.83842707087596
305,West Bengal,Bankura,56.91,-33.58580772648881
306,West Bengal,Purba Bardhaman,56.61,-26.253774703743858
307,West Bengal,Birbhum,46.68,-43.52001250572267
308,West Bengal,Coochbehar,81.44,-10.388460404982041
309,West Bengal,Darjeeling,69.13,-17.141329268740265
312,West Bengal,Hooghly,47.18,-45.93962667630104
313,West Bengal,Howrah,50.99,-26.897889863363453
314,West Bengal,Jalpaiguri,77.37,-13.221880215629
319,West Bengal,Murshidabad,60.42,-35.18853513423697
320,West Bengal,Nadia,51.53,-39.47074250499395
321,West Bengal,Purulia,49.24,-37.863320694656345
322,Jharkhand,Bokaro,36.87,-31.611507765709966
323,Jharkhand,Chatra,32.14,-42.903550845577016
324,Jharkhand,Deoghar,40.28,-33.44884464439325
325,Jharkhand,Dhanbad,38.4,-30.484716687339805
326,Jharkhand,Dumka,35.78,-48.1419549326027
327,Jharkhand,East Singhbum,52.03,-18.198220503107763
328,Jharkhand,Garhwa,44.08,-37.23844031731541
329,Jharkhand,Giridih,45.08,-33.897440484389605
330,Jharkhand,Godda,36.84,-39.04010676360787
331,Jharkhand,Gumla,32.96,-40.84498032600262
332,Jharkhand,Hazaribagh,45.55,-26.036489250834023
333,Jharkhand,Jamtara,29.52,-50.060508055252754
334,Jharkhand,Koderma,44.57,-32.75449917968778
335,Jharkhand,Latehar,43.43,-32.28618012810812
336,Jharkhand,Lohardaga,44.3,-28.43453959678648
337,Jharkhand,Pakur,44.27,-37.36358813406806
338,Jharkhand,Palamu,37.22,-38.89703357798405
339,Jharkhand,Ranchi,48.01,-14.731138936533178
340,Jharkhand,Sahebganj,37.51,-44.561529552883265
342,Jharkhand,Simdega,30.55,-46.59147459270601
343,Jharkhand,West Singhbhum,21.56,-62.00301639025078
345,Odisha,Balangir,81.37,5.196803883866153
346,Odisha,Baleshwar,66.04,-13.80658623870437
347,Odisha,Bargarh,82.68,0.36544344446708976
348,Odisha,Bhadrak,68.49,-17.79481399314264
349,Odisha,Boudh,86.54,2.536968081320424
350,Odisha,Cuttack,61.87,-19.708744682192467
351,Odisha,Deogarh,68.53,-11.81313342543288
352,Odisha,Dhenkanal,80.28,4.758258278982353
353,Odisha,Gajapati,66.91,-13.708591696207293
354,Odisha,Ganjam,66.96,-21.24153840878749
355,Odisha,Jagatsinghapur,63.85,-11.50138433858259
357,Odisha,Jharsuguda,184.5,107.0566892788066
358,Odisha,Kalahandi,88.21,9.795364593699233
359,Odisha,Kandhamal,76.93,1.3949585609020687
360,Odisha,Kendrapara,78.91,-13.608718357745715
362,Odisha,Khordha,70.73,-2.1146824658200813
363,Odisha,Koraput,64.74,-7.183067977851692
364,Odisha,Malkangiri,77.82,-5.777903413558988
365,Odisha,Mayurbhanj,61.11,-23.569840720316833
366,Odisha,Nabarangpur,84.56,13.383907799369211
367,Odisha,Nayagarh,77.34,-7.1865325456694364
368,Odisha,Nuapada,69.42,-11.001496812590489
369,Odisha,Puri,64.07,-20.064410035096216
370,Odisha,Rayagada,130.97,53.375391053548455
371,Odisha,Sambalpur,88.38,12.949747740436933
372,Odisha,Sonepur,81.17,-1.8766290643559103
373,Odisha,Sundargarh,69.15,0.3489676305580929
374,Chhattisgarh,Bastar,65.296,-6.985482202651156
375,Chhattisgarh,Bilaspur,58.9873,-14.335377467027492
376,Chhattisgarh,Dantewada,109.367,33.64591371397796
377,Chhattisgarh,Dhamtari,66.4998,-22.054121309919736
378,Chhattisgarh,Durg,57.5266,-17.12212488704364
379,Chhattisgarh,Janjgir-champa,58.6574,-18.99700186315699
380,Chhattisgarh,Jashpur,50.6686,-21.556639621603097
381,Chhattisgarh,Kanker,68.314,-9.659065779897901
382,Chhattisgarh,Kabirdham,86.2443,6.748366072449116
384,Chhattisgarh,Korea,38.0816,-35.81431993482618
385,Chhattisgarh,Mahasamund,88.4504,10.200363652281865
386,Chhattisgarh,Raigarh,89.6483,20.417405965283322
387,Chhattisgarh,Raipur,129.0843,52.3813206054496
388,Chhattisgarh,Rajnandgaon,64.158,-15.462299157244729
389,Chhattisgarh,Surguja,52.5357,-19.667540232734105
390,Madhya Pradesh,Anuppur,32.48,-37.177517770620405
391,Madhya Pradesh,Ashoknagar,128.11,53.87855927534439
392,Madhya Pradesh,Balaghat,70.91,-14.742621830484183
393,Madhya Pradesh,Barwani,118.86,39.78485278893746
394,Madhya Pradesh,Betul,69.11,-8.139950790937533
395,Madhya Pradesh,Bhind,60.78,-14.424959118960842
396,Madhya Pradesh,Bhopal,77.64,16.377701341203505
397,Madhya Pradesh,Burhanpur,88.02,6.9232817652217165
398,Madhya Pradesh,Chhatarpur,50.97,-23.65514448851583
399,Madhya Pradesh,Chhindwara,84.79,9.595314773076367
400,Madhya Pradesh,Damoh,67.4,-12.630764738642327
401,Madhya Pradesh,Datia,77.11,-1.4681802243144233
402,Madhya Pradesh,Dewas,134.9,57.01595658922892
403,Madhya Pradesh,Dhar,122.31,45.06713290572782
404,Madhya Pradesh,Dindori,50.73,-18.726867774289765
405,Madhya Pradesh,East Nimar,114.84,32.35187098312876
406,Madhya Pradesh,Guna,120.56,49.478022959947296
407,Madhya Pradesh,Gwalior,67.65,-5.003058957769525
408,Madhya Pradesh,Harda,133.54,44.09476717091823
409,Madhya Pradesh,Narmadapuram,97.07,4.025587626316579
410,Madhya Pradesh,Indore,103.57,42.1612284542137
411,Madhya Pradesh,Jabalpur,69.63,-0.7718181246417544
412,Madhya Pradesh,Jhabua,121.59,44.816924211984244
413,Madhya Pradesh,Katni,67.82,-6.79003355651335
414,Madhya Pradesh,Khargone,133.46,53.70744468201191
415,Madhya Pradesh,Mandla,51.18,-23.369770166841924
416,Madhya Pradesh,Mandsaur,130.43,53.428555614141644
417,Madhya Pradesh,Morena,84.96,2.030171917120967
418,Madhya Pradesh,Narsinghpur,102.69,23.406053804799953
419,Madhya Pradesh,Neemuch,106.36,28.016754800569245
420,Madhya Pradesh,Panna,43.06,-33.78073459695081
421,Madhya Pradesh,Raisen,144.83,64.89431996305682
422,Madhya Pradesh,Rajgarh,170.38,96.33256357167897
423,Madhya Pradesh,Ratlam,137.8,63.1739454630044
424,Madhya Pradesh,Rewa,50.79,-21.048157519235694
425,Madhya Pradesh,Sagar,64.59,-14.430640334869906
426,Madhya Pradesh,Satna,50.83,-21.49743944430425
427,Madhya Pradesh,Sehore,125.11,44.5341904320441
428,Madhya Pradesh,Seoni,85.53,6.132888906886549
429,Madhya Pradesh,Shahdol,45.48,-29.185428278903025
430,Madhya Pradesh,Shajapur,181.46,104.88750775472651
431,Madhya Pradesh,Sheopur,107.19,22.216867189516748
432,Madhya Pradesh,Shivpuri,75.59,-2.5633944604206533
433,Madhya Pradesh,Sidhi,40.75,-32.849812732979316
434,Madhya Pradesh,Tikamgarh,50.15,-27.54528601608903
435,Madhya Pradesh,Ujjain,113.51,39.48441256539415
436,Madhya Pradesh,Umaria,35.29,-42.54947489750861
437,Madhya Pradesh,Vidisha,122.84,47.37608454654951
438,Gujarat,Ahmadabad,115.09,53.40004096502835
439,Gujarat,Amreli,77.86,-7.758703615200545
440,Gujarat,Anand,41.79,-52.03599419477566
441,Gujarat,Banas Kantha,130.09,40.17428230921318
442,Gujarat,Bharuch,76.65,13.937123927491683
443,Gujarat,Bhavnagar,82.17,-4.2011119541513295
444,Gujarat,Dang,23.38,-62.501958899371274
445,Gujarat,Dohad,50.55,-30.80582553222925
446,Gujarat,Gandhinagar,47.13,-24.686791337601314
447,Gujarat,Jamnagar,78.49,4.754688771042666
448,Gujarat,Junagadh,68.18,-20.8702404313711
449,Gujarat,Kachchh,55.77,-26.843978183992185
450,Gujarat,Kheda,53.74,-27.80464697997059
451,Gujarat,Mahesana,91.63,10.561260385054638
452,Gujarat,Narmada,66.13,-14.961314074060155
453,Gujarat,Navsari,38.89,-57.4162100727481
454,Gujarat,Panch Mahals,85.09,5.723496094368173
455,Gujarat,Patan,90.04,7.211163973784906
456,Gujarat,Porbandar,37.88,-44.5588177964514
457,Gujarat,Rajkot,101.21,26.159950071919482
458,Gujarat,Sabar Kantha,109.72,22.38952489964251
459,Gujarat,Surat,126.24,56.75347950205476
460,Gujarat,Surendranagar,88.43,10.19315354904397
461,Gujarat,Vadodara,73.33,3.8184717981769865
462,Gujarat,Valsad,79.93,-1.7279370633391409
466,Maharashtra,Ahmednagar,87.64,11.743826605265724
467,Maharashtra,Akola,75.29,-11.508114645569023
468,Maharashtra,Amravati,81.42,-4.498499097112983
469,Maharashtra,Aurangabad,90.25,11.766750565023813
470,Maharashtra,Beed,87.38,6.676348564064284
471,Maharashtra,Bhandara,47.24,-39.44299198498788
472,Maharashtra,Buldhana,90.31,2.903917356949435
473,Maharashtra,Chandrapur,48.32,-36.61138482659731
474,Maharashtra,Dhule,85.59,-4.541713244273822
475,Maharashtra,Gadchiroli,37.17,-47.513783999359035
476,Maharashtra,Gondia,66.42,-22.987442372659103
477,Maharashtra,Hingoli,95.57,13.567114297604093
478,Maharashtra,Jalgaon,78.37,-11.551377886759525
479,Maharashtra,Jalna,126.96,44.229511375871795
480,Maharashtra,Kolhapur,91.2,0.2276550612573942
481,Maharashtra,Latur,106.49,21.94268753659452
484,Maharashtra,Nagpur,65.61,-11.67991197509123
485,Maharashtra,Nanded,100.57,16.424285205490847
486,Maharashtra,Nandurbar,79.93,-11.87834251334084
487,Maharashtra,Nashik,87.55,8.248532950874392
488,Maharashtra,Osmanabad,83.73,1.8532829566565
489,Maharashtra,Parbhani,114.21,28.82535826990943
490,Maharashtra,Pune,87.19,19.61201805811156
491,Maharashtra,Raigad,87.69,6.4455869038336004
492,Maharashtra,Ratnagiri,59.57,-40.52969211223019
493,Maharashtra,Sangli,86.66,1.4825788703735299
494,Maharashtra,Satara,73.38,-11.942268938973143
495,Maharashtra,Sindhudurg,57.75,-44.650327833892476
496,Maharashtra,Solapur,94.04,17.26975629991928
497,Maharashtra,Thane,69.94,-7.211345388624949
498,Maharashtra,Wardha,80.85,-7.9364606150165855
499,Maharashtra,Washim,107.3,22.629596790992252
500,Maharashtra,Yavatmal,78.43,-7.642853584184934
502,Andhra Pradesh,Anantapur,166.0,89.42434652879778
503,Andhra Pradesh,Chittoor,139.0,61.29759085941197
504,Andhra Pradesh,Y.s.r.,169.0,83.64529845327206
505,Andhra Pradesh,East Godavari,184.0,93.97162266105792
506,Andhra Pradesh,Guntur,140.0,53.01003640447864
510,Andhra Pradesh,Krishna,183.0,93.92852109806773
511,Andhra Pradesh,Kurnool,157.0,76.44651451140976
515,Andhra Pradesh,Spsr Nellore,180.0,91.92134561899309
517,Andhra Pradesh,Prakasam,202.0,118.48962216391445
519,Andhra Pradesh,Srikakulam,77.07,-12.75925804257679
520,Andhra Pradesh,Visakhapatanam,121.0,47.63438529002396
521,Andhra Pradesh,Vizianagaram,166.0,77.60340361517157
523,Andhra Pradesh,West Godavari,217.0,120.64922671701493
524,Karnataka,Bagalkote,101.92,18.273903337826425
525,Karnataka,Bengaluru Urban,70.11,25.96888626688542
526,Karnataka,Bengaluru Rural,107.37,41.59147367858874
528,Karnataka,Ballari,88.36,16.509675513000914
529,Karnataka,Bidar,99.66,24.202592111496415
530,Karnataka,Vijayapura,96.05,20.301313058196598
531,Karnataka,Chamarajanagara,141.54,53.088179228893296
532,Karnataka,Chikkamagaluru,90.61,8.21524149580246
533,Karnataka,Chitradurga,118.15,46.60236260921843
534,Karnataka,Dakshina Kannada,69.4,-23.63168756990447
535,Karnataka,Davangere,144.83,66.06201381283819
536,Karnataka,Dharwad,82.72,6.48631597616334
537,Karnataka,Gadag,98.07,21.99496945903975
538,Karnataka,Kalaburagi,74.33,-0.9672345025713582
539,Karnataka,Hassan,119.42,43.81451680849179
540,Karnataka,Haveri,153.77,75.14957522400485
541,Karnataka,Kodagu,73.84,-13.691170670879558
542,Karnataka,Kolar,120.05,41.58052125724795
543,Karnataka,Koppal,103.22,27.01860931023397
544,Karnataka,Mandya,143.85,60.65569923541989
545,Karnataka,Mysuru,84.93,6.917327368075348
546,Karnataka,Raichur,121.84,42.497623048425
547,Karnataka,Shivamogga,96.13,7.70076035284022
548,Karnataka,Tumakuru,106.69,28.551885105482384
549,Karnataka,Udupi,48.99,-51.35703117757594
550,Karnataka,Uttara Kannada,46.29,-37.79221024975404
554,Kerala,Alappuzha,63.61,-53.764854021602346
555,Kerala,Ernakulam,100.29,0.766677332715318
556,Kerala,Idukki,142.4,46.19071362545354
557,Kerala,Kannur,68.6,-45.59484998388258
558,Kerala,Kasaragod,95.88,-21.457235619714837
559,Kerala,Kollam,76.04,-27.844118678381946
560,Kerala,Kottayam,67.17,-48.95671846691849
561,Kerala,Kozhikode,76.47,-40.93408631405576
562,Kerala,Malappuram,74.02,-45.47245367143415
563,Kerala,Palakkad,80.92,-26.351992597273338
564,Kerala,Pathanamthitta,61.42,-46.30242320503832
565,Kerala,Thiruvananthapuram,72.21,-29.674186571220062
566,Kerala,Thrissur,70.15,-47.080150593199676
567,Kerala,Wayanad,131.27,29.200532735922167
569,Tamil Nadu,Coimbatore,117.84,29.5845732699606
570,Tamil Nadu,Cuddalore,161.37,73.7921407954151
571,Tamil Nadu,Dharmapuri,260.31,173.94299984449276
572,Tamil Nadu,Dindigul,176.99,83.78305887194577
573,Tamil Nadu,Erode,146.2,46.79918161673773
574,Tamil Nadu,Kanchipuram,105.94,21.69248610377167
575,Tamil Nadu,Kanniyakumari,179.79,77.23669955226508
576,Tamil Nadu,Karur,184.07,84.91745769808894
577,Tamil Nadu,Krishnagiri,235.17,157.81825456820886
578,Tamil Nadu,Madurai,143.38,54.63072016062091
579,Tamil Nadu,Nagapattinam,175.38,80.3944105377622
580,Tamil Nadu,Namakkal,152.81,60.32366572110445
581,Tamil Nadu,Perambalur,238.7,152.78266565122686
582,Tamil Nadu,Pudukkottai,211.36,111.58150419828094
583,Tamil Nadu,Ramanathapuram,223.48,131.9826725787065
584,Tamil Nadu,Salem,124.05,40.472281836873464
585,Tamil Nadu,Sivaganga,170.09,70.19628494323749
