lgd,quarter,state,district,deposit,advance,cdr
62,2023-03,haryana,Gurugram,25257899.6236,20962499.6248,82.99
63,2023-03,haryana,Hisar,1998035.7049,2197687.8203,109.99
64,2023-03,haryana,Jhajjar,1569300.0,1534400.0,97.78
65,2023-03,haryana,Jind,930883.6665,888577.3699,95.46
66,2023-03,haryana,Kaithal,803643.0856,863043.1362,107.39
67,2023-03,haryana,Karnal,2248609.0149,2499904.4548,111.18
68,2023-03,haryana,Kurukshetra,1577604.8896,959420.6715,60.82
69,2023-03,haryana,Mahendragarh,747784.2953,394464.3948,52.75
604,2023-03,haryana,Nuh,285600.0,157200.0,55.04
619,2023-03,haryana,Palwal,586705.6347,385662.5098,65.73
70,2023-03,haryana,Panchkula,5720600.0,3702800.0,64.73
71,2023-03,haryana,Panipat,1637782.5549,2236025.7071,136.53
72,2023-03,haryana,Rewari,1335592.2534,742822.4679,55.62
73,2023-03,haryana,Rohtak,2173987.4388,1303998.4388,59.98
74,2023-03,haryana,Sirsa,1012972.0213,1118476.7467,110.42
75,2023-03,haryana,Sonipat,2516000.0,1591200.0,63.24
76,2023-03,haryana,Yamunanagar,1658522.6844,1119576.3228,67.5
667,2023-03,madhya-pradesh,Agar Malwa,149801.0,306068.0,204.32
639,2023-03,madhya-pradesh,Alirajpur,161140.0,102555.0,63.64
390,2023-03,madhya-pradesh,Anuppur,472984.0,127589.0,26.98
391,2023-03,madhya-pradesh,Ashoknagar,245286.0,300074.0,122.34
392,2023-03,madhya-pradesh,Balaghat,622692.0,391873.0,62.93
393,2023-03,madhya-pradesh,Barwani,423384.0,496830.0,117.35
394,2023-03,madhya-pradesh,Betul,871950.0,512790.0,58.81
395,2023-03,madhya-pradesh,Bhind,500425.0,257775.0,51.51
396,2023-03,madhya-pradesh,Bhopal,12792039.0,8903793.0,69.6
397,2023-03,madhya-pradesh,Burhanpur,370004.0,314662.0,85.04
398,2023-03,madhya-pradesh,Chhatarpur,796203.0,407990.0,51.24
399,2023-03,madhya-pradesh,Chhindwara,1186748.0,872833.0,73.55
400,2023-03,madhya-pradesh,Damoh,448638.0,293768.0,65.48
401,2023-03,madhya-pradesh,Datia,303875.0,226028.0,74.38
402,2023-03,madhya-pradesh,Dewas,800811.0,963274.0,120.29
403,2023-03,madhya-pradesh,Dhar,1042672.0,1109013.0,106.36
404,2023-03,madhya-pradesh,Dindori,173296.0,81882.0,47.25
405,2023-03,madhya-pradesh,East Nimar,575326.0,624630.0,108.57
406,2023-03,madhya-pradesh,Guna,482638.0,513986.0,106.5
407,2023-03,madhya-pradesh,Gwalior,3001009.0,1688442.0,56.26
408,2023-03,madhya-pradesh,Harda,300752.0,408546.0,135.84
410,2023-03,madhya-pradesh,Indore,9219924.0,8176762.0,88.69
411,2023-03,madhya-pradesh,Jabalpur,3965187.0,2738419.0,69.06
412,2023-03,madhya-pradesh,Jhabua,260891.0,283919.0,108.83
413,2023-03,madhya-pradesh,Katni,715996.0,451389.0,63.04
414,2023-03,madhya-pradesh,Khargone,875808.0,1086086.0,124.01
415,2023-03,madhya-pradesh,Mandla,432235.0,197997.0,45.81
416,2023-03,madhya-pradesh,Mandsaur,637326.0,753353.0,118.21
417,2023-03,madhya-pradesh,Morena,570101.0,446440.0,78.31
409,2023-03,madhya-pradesh,Narmadapuram,983502.0,926988.0,94.25
418,2023-03,madhya-pradesh,Narsinghpur,563534.0,559041.0,99.2
419,2023-03,madhya-pradesh,Neemuch,465617.0,452067.0,97.09
722,2023-03,madhya-pradesh,Niwari,123524.0,40768.0,33.0
420,2023-03,madhya-pradesh,Panna,334712.0,162194.0,48.46
421,2023-03,madhya-pradesh,Raisen,510256.0,806155.0,157.99
422,2023-03,madhya-pradesh,Rajgarh,420668.0,703020.0,167.12
423,2023-03,madhya-pradesh,Ratlam,807534.0,999046.0,123.72
424,2023-03,madhya-pradesh,Rewa,1458512.0,577604.0,39.6
425,2023-03,madhya-pradesh,Sagar,1408420.0,824889.0,58.57
426,2023-03,madhya-pradesh,Satna,1349189.0,661458.0,49.03
427,2023-03,madhya-pradesh,Sehore,612288.0,794071.0,129.69
428,2023-03,madhya-pradesh,Seoni,534147.0,385542.0,72.18
429,2023-03,madhya-pradesh,Shahdol,557907.0,219805.0,39.4
430,2023-03,madhya-pradesh,Shajapur,331346.0,606243.0,182.96
431,2023-03,madhya-pradesh,Sheopur,157577.0,149248.0,94.71
432,2023-03,madhya-pradesh,Shivpuri,554585.0,379777.0,68.48
433,2023-03,madhya-pradesh,Sidhi,441758.0,156895.0,35.52
638,2023-03,madhya-pradesh,Singrauli,1359062.0,248875.0,18.31
434,2023-03,madhya-pradesh,Tikamgarh,393874.0,187873.0,47.7
435,2023-03,madhya-pradesh,Ujjain,1693012.0,1784956.0,105.43
436,2023-03,madhya-pradesh,Umaria,302421.0,92360.0,30.54
437,2023-03,madhya-pradesh,Vidisha,648486.0,761922.0,117.49
252,2023-03,manipur,Bishnupur,37660.54,66189.31,175.75
253,2023-03,manipur,Chandel,12492.27,18545.39,148.45
254,2023-03,manipur,Churachandpur,100917.36,103455.95,102.52
255,2023-03,manipur,Imphal East,181180.86,143382.13,79.14
256,2023-03,manipur,Imphal West,1002519.66,610585.07,60.91
713,2023-03,manipur,Jiribam,12887.48,5006.15,38.85
711,2023-03,manipur,Kakching,21332.45,36730.36,172.18
717,2023-03,manipur,Kamjong,913.75,1836.72,201.01
712,2023-03,manipur,Kangpokpi,25907.5,31601.11,121.98
714,2023-03,manipur,Noney,5762.43,4187.11,72.66
715,2023-03,manipur,Pherzawl,123.28,1226.86,995.18
257,2023-03,manipur,Senapati,50523.64,46664.58,92.36
258,2023-03,manipur,Tamenglong,14191.86,7264.76,51.19
716,2023-03,manipur,Tengnoupal,13422.0,18574.61,138.39
259,2023-03,manipur,Thoubal,48504.64,83978.99,173.14
260,2023-03,manipur,Ukhrul,27846.97,19385.41,69.61
273,2023-03,meghalaya,East Garo Hills,48547.24,30871.5,63.59
657,2023-03,meghalaya,East Jaintia Hills,163796.21,27510.98,16.8
274,2023-03,meghalaya,East Khasi Hills,2368898.51,965213.59,40.75
740,2023-03,meghalaya,Eastern West Khasi Hills,42966.39,15799.98,36.77
656,2023-03,meghalaya,North Garo Hills,37773.61,22189.3,58.74
276,2023-03,meghalaya,Ri Bhoi,230755.59,206221.94,89.37
277,2023-03,meghalaya,South Garo Hills,30182.97,16228.72,53.77
663,2023-03,meghalaya,South West Garo Hills,36845.75,23233.36,63.06
658,2023-03,meghalaya,South West Khasi Hills,31767.61,11161.64,35.14
278,2023-03,meghalaya,West Garo Hills,241097.45,127235.23,52.77
275,2023-03,meghalaya,West Jaintia Hills,276109.21,73327.15,26.56
279,2023-03,meghalaya,West Khasi Hills,64197.58,24315.48,37.88
261,2023-03,mizoram,Aizawl,1182842.06,493608.95,41.73
262,2023-03,mizoram,Champhai,52399.23,34942.4,66.68
726,2023-03,mizoram,Hnahthial,17959.95,9934.22,55.31
728,2023-03,mizoram,Khawzawl,18688.9,11898.7,63.67
263,2023-03,mizoram,Kolasib,63258.67,39592.13,62.59
264,2023-03,mizoram,Lawngtlai,46985.04,52740.07,112.25
265,2023-03,mizoram,Lunglei,114720.36,71878.22,62.66
266,2023-03,mizoram,Mamit,30578.23,22150.85,72.44
267,2023-03,mizoram,Saiha,38707.62,33366.18,86.2
727,2023-03,mizoram,Saitual,26391.31,12970.86,49.15
268,2023-03,mizoram,Serchhip,48669.29,32287.16,66.34
758,2023-03,nagaland,Chumoukedima,109661.14,82948.37,75.64
244,2023-03,nagaland,Dimapur,570351.59,319443.91,56.01
614,2023-03,nagaland,Kiphire,13466.71,15573.45,115.64
245,2023-03,nagaland,Kohima,679185.81,177718.5,26.17
615,2023-03,nagaland,Longleng,7662.45,10661.03,139.13
246,2023-03,nagaland,Mokokchung,93929.93,74694.92,79.52
247,2023-03,nagaland,Mon,37496.8,31030.53,82.76
764,2023-03,nagaland,Niuland,9707.08,13741.36,141.56
736,2023-03,nagaland,Noklak,3607.97,2684.5,74.4
613,2023-03,nagaland,Peren,17854.91,19716.05,110.42
248,2023-03,nagaland,Phek,34699.66,28623.03,82.49
765,2023-03,nagaland,Shamator,1868.33,2380.17,127.4
757,2023-03,nagaland,Tseminyu,10382.5,7588.01,73.08
249,2023-03,nagaland,Tuensang,24164.95,31815.3,131.66
250,2023-03,nagaland,Wokha,43665.97,29998.05,68.7
251,2023-03,nagaland,Zunheboto,32253.23,34635.1,107.38
501,2023-03,telangana,Adilabad,3955.19,9146.13,231.24
690,2023-03,telangana,Bhadradri Kothagudem,7394.72,7623.12,103.09
686,2023-03,telangana,Hanumakonda,11386.71,13714.68,120.44
507,2023-03,telangana,Hyderabad,355117.51,447653.42,126.06
681,2023-03,telangana,Jagitial,4691.26,5922.1,126.24
689,2023-03,telangana,Jangoan,1613.14,3806.16,235.95
687,2023-03,telangana,Jayashankar Bhupalapally,1471.17,1883.24,128.01
695,2023-03,telangana,Jogulamba Gadwal,1670.4,3257.58,195.02
685,2023-03,telangana,Kamareddy,3257.46,6137.56,188.42
508,2023-03,telangana,Karimnagar,11886.13,13032.93,109.65
509,2023-03,telangana,Khammam,9101.36,16188.92,177.87
699,2023-03,telangana,Kumuram Bheem Asifabad,1782.41,1669.57,93.67
688,2023-03,telangana,Mahabubabad,1791.93,4154.0,231.82
512,2023-03,telangana,Mahabubnagar,4979.28,8279.47,166.28
684,2023-03,telangana,Mancherial,7149.29,6213.46,86.91
513,2023-03,telangana,Medak,2264.18,5502.49,243.02
700,2023-03,telangana,Medchal Malkajgiri,90766.48,55719.15,61.39
720,2023-03,telangana,Mulugu,998.52,1399.52,140.16
694,2023-03,telangana,Nagarkurnool,2317.33,5118.85,220.89
514,2023-03,telangana,Nalgonda,7995.03,15881.42,198.64
721,2023-03,telangana,Narayanpet,1194.3,2494.36,208.86
680,2023-03,telangana,Nirmal,2702.61,5375.22,198.89
516,2023-03,telangana,Nizamabad,8763.14,15125.9,172.61
682,2023-03,telangana,Peddapalli,6587.07,5507.66,83.61
683,2023-03,telangana,Rajanna Sircilla,3326.58,3707.45,111.45
518,2023-03,telangana,Ranga Reddy,88079.91,91263.61,103.61
691,2023-03,telangana,Sangareddy,17057.87,18127.24,106.27
692,2023-03,telangana,Siddipet,4566.55,6949.46,152.18
696,2023-03,telangana,Suryapet,4084.45,10045.5,245.94
698,2023-03,telangana,Vikarabad,2783.88,4553.44,163.56
693,2023-03,telangana,Wanaparthy,1657.67,3206.17,193.41
522,2023-03,telangana,Warangal,7270.85,9762.61,134.27
697,2023-03,telangana,Yadadri Bhuvanagiri,3341.68,5473.91,163.81
269,2023-03,tripura,Dhalai,138560.51,132851.46,96.0
654,2023-03,tripura,Gomati,244829.26,157289.17,64.0
652,2023-03,tripura,Khowai,165546.66,104405.53,63.0
270,2023-03,tripura,North Tripura,209119.09,123971.22,59.0
653,2023-03,tripura,Sepahijala,217579.99,146332.67,67.0
271,2023-03,tripura,South Tripura,241663.75,152828.71,63.0
655,2023-03,tripura,Unakoti,131624.03,87508.25,66.0
272,2023-03,tripura,West Tripura,2335054.72,1094473.84,47.0
45,2023-03,uttarakhand,Almora,761200.0,201700.0,26.0
46,2023-03,uttarakhand,Bageshwar,231800.0,54500.0,24.0
47,2023-03,uttarakhand,Chamoli,455200.0,289900.0,64.0
48,2023-03,uttarakhand,Champawat,279300.0,98400.0,35.0
49,2023-03,uttarakhand,Dehradun,8043400.0,2962400.0,37.0
50,2023-03,uttarakhand,Haridwar,2663000.0,1818900.0,68.0
51,2023-03,uttarakhand,Nainital,2240300.0,1149200.0,51.0
52,2023-03,uttarakhand,Pauri Garhwal,1068400.0,289100.0,27.0
53,2023-03,uttarakhand,Pithoragarh,538800.0,233900.0,43.0
54,2023-03,uttarakhand,Rudra Prayag,257800.0,75900.0,29.0
55,2023-03,uttarakhand,Tehri Garhwal,662400.0,235400.0,36.0
56,2023-03,uttarakhand,Udam Singh Nagar,1927600.0,1998000.0,104.0
57,2023-03,uttarakhand,Uttar Kashi,272300.0,135800.0,50.0
304,2023-03,west-bengal,24 Paraganas South,,17412.56,46.26
664,2023-03,west-bengal,Alipurduar,86.41,4458.02,63.23
305,2023-03,west-bengal,Bankura,1097.69,9779.5,52.4
307,2023-03,west-bengal,Birbhum,861.27,9417.58,47.59
308,2023-03,west-bengal,Coochbehar,,10653.24,79.37
309,2023-03,west-bengal,Darjeeling,,15908.32,65.19
312,2023-03,west-bengal,Hooghly,,22888.71,41.9
313,2023-03,west-bengal,Howrah,,25531.64,49.33
314,2023-03,west-bengal,Jalpaiguri,669.12,6872.69,68.7
703,2023-03,west-bengal,Jhargram,,1938.4,42.19
702,2023-03,west-bengal,Kalimpong,,979.0,50.54
315,2023-03,west-bengal,Kolkata,357.73,263977.2,64.15
319,2023-03,west-bengal,Murshidabad,1403.56,16676.14,52.27
320,2023-03,west-bengal,Nadia,1141.78,15260.25,50.02
704,2023-03,west-bengal,Paschim Bardhaman,,21397.75,46.31
306,2023-03,west-bengal,Purba Bardhaman,1278.5,17060.94,51.89
321,2023-03,west-bengal,Purulia,,5225.46,48.84
745,2023-06,andhra-pradesh,Alluri Sitharama Raju,,,117.0
744,2023-06,andhra-pradesh,Anakapalli,,,156.0
502,2023-06,andhra-pradesh,Anantapur,,,149.0
753,2023-06,andhra-pradesh,Annamayya,,,139.0
750,2023-06,andhra-pradesh,Bapatla,,,181.0
503,2023-06,andhra-pradesh,Chittoor,,,112.0
505,2023-06,andhra-pradesh,East Godavari,,,164.0
748,2023-06,andhra-pradesh,Eluru,,,175.0
506,2023-06,andhra-pradesh,Guntur,,,125.0
746,2023-06,andhra-pradesh,Kakinada,,,140.0
747,2023-06,andhra-pradesh,Konaseema,,,181.0
510,2023-06,andhra-pradesh,Krishna,,,179.0
511,2023-06,andhra-pradesh,Kurnool,,,145.0
755,2023-06,andhra-pradesh,Nandyal,,,172.0
749,2023-06,andhra-pradesh,Ntr,,,170.0
751,2023-06,andhra-pradesh,Palnadu,,,218.0
743,2023-06,andhra-pradesh,Parvathipuram Manyam,,,154.0
517,2023-06,andhra-pradesh,Prakasam,,,184.0
515,2023-06,andhra-pradesh,Spsr Nellore,,,163.0
754,2023-06,andhra-pradesh,Sri Sathya Sai,,,159.0
519,2023-06,andhra-pradesh,Srikakulam,,,136.0
752,2023-06,andhra-pradesh,Tirupati,,,80.0
520,2023-06,andhra-pradesh,Visakhapatanam,,,122.0
521,2023-06,andhra-pradesh,Vizianagaram,,,144.0
523,2023-06,andhra-pradesh,West Godavari,,,191.0
504,2023-06,andhra-pradesh,Y.s.r.,,,148.0
628,2023-06,arunachal-pradesh,Anjaw,10980.96,3490.04,31.78
229,2023-06,arunachal-pradesh,Changlang,82660.06,22508.27,27.23
230,2023-06,arunachal-pradesh,Dibang Valley,25504.76,3119.54,12.23
231,2023-06,arunachal-pradesh,East Kameng,27831.91,17760.63,63.81
232,2023-06,arunachal-pradesh,East Siang,166239.54,60495.34,36.39
718,2023-06,arunachal-pradesh,Kamle,3082.32,1488.98,48.31
677,2023-06,arunachal-pradesh,Kra Daadi,7196.29,4001.88,55.61
233,2023-06,arunachal-pradesh,Kurung Kumey,14317.29,6305.11,44.04
724,2023-06,arunachal-pradesh,Leparada,30358.23,10738.58,35.37
234,2023-06,arunachal-pradesh,Lohit,49860.71,20711.57,41.54
666,2023-06,arunachal-pradesh,Longding,16827.78,11920.5,70.84
235,2023-06,arunachal-pradesh,Lower Dibang Valley,72619.04,18769.98,25.85
719,2023-06,arunachal-pradesh,Lower Siang,25384.24,12464.55,49.1
236,2023-06,arunachal-pradesh,Lower Subansiri,81404.79,32715.13,40.19
678,2023-06,arunachal-pradesh,Namsai,63390.82,26439.66,41.71
237,2023-06,arunachal-pradesh,Papum Pare,1278605.85,417873.45,32.68
725,2023-06,arunachal-pradesh,Shi Yomi,9269.7,1263.48,13.63
679,2023-06,arunachal-pradesh,Siang,17991.34,3823.97,21.25
238,2023-06,arunachal-pradesh,Tawang,178763.34,19320.34,10.81
239,2023-06,arunachal-pradesh,Tirap,39982.44,17730.32,44.35
240,2023-06,arunachal-pradesh,Upper Siang,41571.1,7592.39,18.26
241,2023-06,arunachal-pradesh,Upper Subansiri,48673.93,28200.89,57.94
242,2023-06,arunachal-pradesh,West Kameng,125051.71,44522.44,35.6
243,2023-06,arunachal-pradesh,West Siang,82901.85,33951.13,40.95
616,2023-06,assam,Baksa,140275.74,100186.32,71.42
280,2023-06,assam,Barpeta,573630.56,383918.62,66.93
705,2023-06,assam,Biswanath,208150.07,124946.73,60.03
281,2023-06,assam,Bongaigaon,369513.85,240347.8,65.04
282,2023-06,assam,Cachar,1071294.63,495954.47,46.29
708,2023-06,assam,Charaideo,140799.17,65448.78,46.48
612,2023-06,assam,Chirang,170184.25,87137.94,51.2
283,2023-06,assam,Darrang,299708.81,203192.03,67.8
284,2023-06,assam,Dhemaji,192069.32,166287.62,86.58
285,2023-06,assam,Dhubri,382932.29,223150.72,58.27
286,2023-06,assam,Dibrugarh,1287824.27,684628.21,53.16
299,2023-06,assam,Dima Hasao,166199.11,57164.54,34.4
287,2023-06,assam,Goalpara,279400.51,174621.17,62.5
288,2023-06,assam,Golaghat,440681.97,346816.21,78.7
289,2023-06,assam,Hailakandi,208467.22,111053.23,53.27
709,2023-06,assam,Hojai,327458.84,146276.98,44.67
290,2023-06,assam,Jorhat,844673.18,532149.61,63.0
291,2023-06,assam,Kamrup,787365.07,623768.03,79.22
618,2023-06,assam,Kamrup Metro,8138059.33,3884952.83,47.74
292,2023-06,assam,Karbi Anglong,217976.25,175633.51,80.57
293,2023-06,assam,Karimganj,472911.35,161215.42,34.09
294,2023-06,assam,Kokrajhar,387815.11,179217.31,46.21
295,2023-06,assam,Lakhimpur,349363.47,310699.43,88.93
706,2023-06,assam,Majuli,55553.75,35919.0,64.66
297,2023-06,assam,Nagaon,696586.53,493327.84,70.82
298,2023-06,assam,Nalbari,378079.57,250413.07,66.23
300,2023-06,assam,Sivasagar,571726.72,357471.23,62.52
301,2023-06,assam,Sonitpur,691269.23,441265.25,63.83
302,2023-06,assam,Tinsukia,863693.12,473970.29,54.88
617,2023-06,assam,Udalguri,183058.48,132211.29,72.22
710,2023-06,assam,West Karbi Anglong,36527.0,32007.0,88.0
646,2023-06,chhattisgarh,Balod,4607.69,2000.1,43.4079
644,2023-06,chhattisgarh,Baloda Bazar,5019.0,3310.41,65.9576
649,2023-06,chhattisgarh,Balrampur,2292.11,1013.55,44.2191
374,2023-06,chhattisgarh,Bastar,5359.96,3527.04,65.8035
650,2023-06,chhattisgarh,Bemetara,3235.86,1968.71,60.8404
636,2023-06,chhattisgarh,Bijapur,959.57,529.65,55.1966
375,2023-06,chhattisgarh,Bilaspur,26803.95,14219.44,53.0498
376,2023-06,chhattisgarh,Dantewada,2244.7,3379.39,150.5497
377,2023-06,chhattisgarh,Dhamtari,4671.02,3095.9,66.2789
378,2023-06,chhattisgarh,Durg,30410.09,16728.77,55.0106
734,2023-06,chhattisgarh,Gaurella Pendra Marwahi,1217.36,579.46,47.5997
408,2023-06,chhattisgarh,Harda,1859.31,1126.13,60.5671
379,2023-06,chhattisgarh,Janjgir-champa,5760.24,3050.34,52.9551
380,2023-06,chhattisgarh,Jashpur,3422.36,1624.28,47.4608
382,2023-06,chhattisgarh,Kabirdham,2729.17,2270.69,83.2008
381,2023-06,chhattisgarh,Kanker,3618.76,2123.65,58.6845
759,2023-06,chhattisgarh,Khairgarh Chhuikhadan Gandai,1264.39,845.45,66.8662
643,2023-06,chhattisgarh,Kondagaon,2011.08,1338.0,66.5314
383,2023-06,chhattisgarh,Korba,10703.47,6545.75,61.1554
384,2023-06,chhattisgarh,Korea,1954.19,640.94,32.7982
385,2023-06,chhattisgarh,Mahasamund,4214.85,3539.95,83.9876
760,2023-06,chhattisgarh,Manendragarh Chirimiri Bharatpur,3544.36,2174.51,61.3513
761,2023-06,chhattisgarh,Mohla Manpur Ambagarh Chouki,923.74,330.52,35.7806
647,2023-06,chhattisgarh,Mungeli,1903.21,1270.3,66.7451
637,2023-06,chhattisgarh,Narayanpur,735.28,330.74,44.9815
386,2023-06,chhattisgarh,Raigarh,9200.82,6805.91,73.9707
387,2023-06,chhattisgarh,Raipur,73018.2,81738.21,111.9422
388,2023-06,chhattisgarh,Rajnandgaon,6915.0,4211.22,60.8998
762,2023-06,chhattisgarh,Sakti,2432.68,1235.39,50.7831
763,2023-06,chhattisgarh,Sarangarh Bilaigarh,1825.89,1033.21,56.5867
642,2023-06,chhattisgarh,Sukma,989.7,430.73,43.5213
648,2023-06,chhattisgarh,Surajpur,4166.45,1616.57,38.7997
389,2023-06,chhattisgarh,Surguja,6779.6,3572.74,52.6984
77,2023-06,delhi,Central,21531127.89,19369015.53,89.96
78,2023-06,delhi,East,7372668.34,2583783.93,35.05
79,2023-06,delhi,New Delhi,45696092.11,103136613.6,225.7
80,2023-06,delhi,North,5966130.52,2503899.05,41.97
81,2023-06,delhi,North East,1215370.49,826909.4,68.04
82,2023-06,delhi,North West,8380947.62,3626838.93,43.27
671,2023-06,delhi,Shahdara,3992088.55,1377586.03,34.51
83,2023-06,delhi,South,19565447.34,5981527.0,30.57
670,2023-06,delhi,South East,12717117.51,10524851.7,82.76
84,2023-06,delhi,South West,10570278.36,3389076.09,32.06
85,2023-06,delhi,West,11783779.71,4297313.18,36.47
438,2023-06,gujarat,Ahmadabad,31915259.82,29945755.57,93.83
439,2023-06,gujarat,Amreli,1093653.34,831338.81,76.01
440,2023-06,gujarat,Anand,3999156.35,1366167.04,34.16
672,2023-06,gujarat,Arvalli,575552.57,464853.93,80.77
441,2023-06,gujarat,Banas Kantha,1486677.53,1651033.25,111.06
442,2023-06,gujarat,Bharuch,2906489.79,1732597.31,59.61
443,2023-06,gujarat,Bhavnagar,2324917.85,1548968.18,66.62
676,2023-06,gujarat,Botad,339185.42,283987.85,83.73
668,2023-06,gujarat,Chhotaudepur,339948.27,225254.73,66.26
444,2023-06,gujarat,Dang,89944.18,17081.65,18.99
674,2023-06,gujarat,Devbhumi Dwarka,627873.27,341196.85,54.34
446,2023-06,gujarat,Gandhinagar,5565911.67,2538294.03,45.6
675,2023-06,gujarat,Gir Somnath,766110.83,443276.82,57.86
447,2023-06,gujarat,Jamnagar,2444379.2,1550460.74,63.43
448,2023-06,gujarat,Junagadh,1757714.79,1018919.71,57.97
449,2023-06,gujarat,Kachchh,5118092.12,2422130.65,47.32
450,2023-06,gujarat,Kheda,1962486.44,897008.95,45.71
451,2023-06,gujarat,Mahesana,2300475.74,2032287.0,88.34
669,2023-06,gujarat,Mahisagar,482688.1,234475.83,48.58
673,2023-06,gujarat,Morbi,1351845.28,2368777.76,175.23
452,2023-06,gujarat,Narmada,270233.27,152251.69,56.34
453,2023-06,gujarat,Navsari,2680666.24,893735.94,33.34
454,2023-06,gujarat,Panch Mahals,866002.11,568756.94,65.68
455,2023-06,gujarat,Patan,756627.59,609633.3,80.57
456,2023-06,gujarat,Porbandar,1077484.64,373534.02,34.67
457,2023-06,gujarat,Rajkot,7179458.99,6391768.62,89.03
458,2023-06,gujarat,Sabar Kantha,1159744.65,1078440.33,92.99
459,2023-06,gujarat,Surat,10971961.78,12226150.39,111.43
460,2023-06,gujarat,Surendranagar,1135794.88,939603.91,82.73
641,2023-06,gujarat,Tapi,469408.13,236261.8,50.33
461,2023-06,gujarat,Vadodara,13573095.51,8248459.8,60.77
462,2023-06,gujarat,Valsad,2526532.89,1799941.21,71.24
58,2023-06,haryana,Ambala,2991700.0,1912300.0,63.92
59,2023-06,haryana,Bhiwani,995949.7281,839039.4518,84.25
701,2023-06,haryana,Charki Dadri,629200.0,385800.0,61.32
60,2023-06,haryana,Faridabad,7421700.0,4999800.0,67.37
61,2023-06,haryana,Fatehabad,675172.7679,782086.2742,115.83
62,2023-06,haryana,Gurugram,24590700.0,18408100.0,74.86
63,2023-06,haryana,Hisar,2118345.2095,2348723.8199,110.88
64,2023-06,haryana,Jhajjar,1391748.9177,1324200.0,95.15
65,2023-06,haryana,Jind,988100.0,925514.0969,93.67
66,2023-06,haryana,Kaithal,853000.0,910621.7746,106.76
67,2023-06,haryana,Karnal,2695000.0,2936600.0,108.96
68,2023-06,haryana,Kurukshetra,1717200.0,1104100.0,64.3
69,2023-06,haryana,Mahendragarh,939100.0,576000.0,61.34
604,2023-06,haryana,Nuh,301926.0695,188200.0,62.33
619,2023-06,haryana,Palwal,691363.5226,481700.0,69.67
70,2023-06,haryana,Panchkula,5599500.0,3809000.0,68.02
71,2023-06,haryana,Panipat,1689600.0,2293813.5766,135.76
72,2023-06,haryana,Rewari,1619800.0,980000.0,60.5
73,2023-06,haryana,Rohtak,2427100.0,1504600.0,61.99
74,2023-06,haryana,Sirsa,1279800.0,1407200.0,109.95
75,2023-06,haryana,Sonipat,2537300.0,1690300.0,66.62
76,2023-06,haryana,Yamunanagar,1754200.0,1195000.0,68.12
322,2023-06,jharkhand,Bokaro,2182610.41,790843.39,36.23
323,2023-06,jharkhand,Chatra,411345.24,120692.59,29.34
324,2023-06,jharkhand,Deoghar,957344.99,330976.42,34.57
325,2023-06,jharkhand,Dhanbad,3713912.46,1267175.17,34.12
326,2023-06,jharkhand,Dumka,492852.38,184984.94,37.53
327,2023-06,jharkhand,East Singhbum,3753810.25,1883969.04,50.19
328,2023-06,jharkhand,Garhwa,351214.1,143156.22,40.76
329,2023-06,jharkhand,Giridih,946765.53,369420.4,39.02
330,2023-06,jharkhand,Godda,444960.05,169863.76,38.18
331,2023-06,jharkhand,Gumla,362710.77,108359.42,29.87
332,2023-06,jharkhand,Hazaribagh,1203409.28,514785.85,42.78
333,2023-06,jharkhand,Jamtara,282634.68,84720.28,29.98
606,2023-06,jharkhand,Khunti,212365.3,85116.32,40.08
334,2023-06,jharkhand,Koderma,443678.85,165127.5,37.22
335,2023-06,jharkhand,Latehar,230234.73,94928.31,41.23
336,2023-06,jharkhand,Lohardaga,207750.68,86967.56,41.86
337,2023-06,jharkhand,Pakur,223691.78,117722.28,52.63
338,2023-06,jharkhand,Palamu,685324.67,304611.53,44.45
607,2023-06,jharkhand,Ramgarh,889937.77,344095.04,38.67
339,2023-06,jharkhand,Ranchi,8236151.42,3410088.25,41.4
340,2023-06,jharkhand,Sahebganj,401783.49,128379.03,31.95
342,2023-06,jharkhand,Simdega,195177.12,53927.49,27.63
343,2023-06,jharkhand,West Singhbhum,3322007.62,332311.41,10.0
252,2023-06,manipur,Bishnupur,39599.87,64737.83,163.48
253,2023-06,manipur,Chandel,12131.19,17921.73,147.73
254,2023-06,manipur,Churachandpur,104871.61,104414.65,99.56
255,2023-06,manipur,Imphal East,176079.82,143738.56,81.63
256,2023-06,manipur,Imphal West,947672.74,605916.64,63.94
713,2023-06,manipur,Jiribam,11535.91,4733.23,41.03
711,2023-06,manipur,Kakching,23654.38,36549.19,154.51
717,2023-06,manipur,Kamjong,1088.91,1808.0,166.04
712,2023-06,manipur,Kangpokpi,29980.64,31066.85,103.62
714,2023-06,manipur,Noney,5599.37,4032.87,72.02
715,2023-06,manipur,Pherzawl,2.47,0.0,0.0
257,2023-06,manipur,Senapati,49800.49,47673.96,95.73
258,2023-06,manipur,Tamenglong,13351.3,7444.65,55.76
716,2023-06,manipur,Tengnoupal,14003.33,18511.85,132.2
259,2023-06,manipur,Thoubal,50670.74,84845.5,167.44
260,2023-06,manipur,Ukhrul,26167.77,19242.28,73.53
273,2023-06,meghalaya,East Garo Hills,45491.37,31878.74,70.08
657,2023-06,meghalaya,East Jaintia Hills,169067.39,28900.12,17.09
274,2023-06,meghalaya,East Khasi Hills,2282467.98,1015605.2,44.5
740,2023-06,meghalaya,Eastern West Khasi Hills,43232.76,16175.92,37.42
