lgd,quarter,state,district,deposit,advance,cdr
562,2011-03,kerala,Malappuram,849184.0,699260.0,82.34
563,2011-03,kerala,Palakkad,1227873.0,969690.0,78.97
564,2011-03,kerala,Pathanamthitta,1516283.0,646660.0,42.65
565,2011-03,kerala,Thiruvananthapuram,3093944.0,2319458.0,74.97
566,2011-03,kerala,Thrissur,2318244.0,1506329.0,64.98
567,2011-03,kerala,Wayanad,164530.0,210642.0,128.02
554,2011-09,kerala,Alappuzha,1127541.0,708813.0,62.86
555,2011-09,kerala,Ernakulam,3721786.0,4888313.0,131.34
556,2011-09,kerala,Idukki,255392.0,337161.0,132.02
557,2011-09,kerala,Kannur,1004802.0,804595.0,80.07
558,2011-09,kerala,Kasaragod,435601.0,422178.0,96.92
559,2011-09,kerala,Kollam,1050927.0,750585.0,71.42
560,2011-09,kerala,Kottayam,1461360.0,916747.0,62.73
562,2011-09,kerala,Malappuram,829694.0,1409526.0,169.89
563,2011-09,kerala,Palakkad,1233761.0,970322.0,78.65
564,2011-09,kerala,Pathanamthitta,1541647.0,660574.0,42.85
565,2011-09,kerala,Thiruvananthapuram,3232744.0,2670360.0,82.6
566,2011-09,kerala,Thrissur,2411465.0,1574916.0,65.31
567,2011-09,kerala,Wayanad,164530.0,212302.0,129.04
554,2012-04,kerala,Alappuzha,1316466.0,824620.0,62.64
555,2012-04,kerala,Ernakulam,4014432.0,4674966.0,116.45
556,2012-04,kerala,Idukki,324441.0,433035.0,133.47
557,2012-04,kerala,Kannur,1198669.0,839819.0,70.06
558,2012-04,kerala,Kasaragod,509357.0,495096.0,97.2
559,2012-04,kerala,Kollam,1274087.0,916749.0,71.95
560,2012-04,kerala,Kottayam,1754112.0,1148265.0,65.46
562,2012-04,kerala,Malappuram,1021853.0,717300.0,70.2
563,2012-04,kerala,Palakkad,1375591.0,1098162.0,79.83
564,2012-04,kerala,Pathanamthitta,1796162.0,801090.0,44.6
565,2012-04,kerala,Thiruvananthapuram,3843843.0,2550530.0,66.35
566,2012-04,kerala,Thrissur,2783047.0,1913459.0,68.75
567,2012-04,kerala,Wayanad,193576.0,244080.0,126.09
554,2012-09,kerala,Alappuzha,1393032.0,827769.0,59.42
555,2012-09,kerala,Ernakulam,4391185.0,4569543.0,104.16
556,2012-09,kerala,Idukki,324722.0,435063.0,133.98
557,2012-09,kerala,Kannur,1247524.0,853944.0,68.45
558,2012-09,kerala,Kasaragod,549916.0,522929.0,95.09
559,2012-09,kerala,Kollam,1280845.0,981708.0,76.65
560,2012-09,kerala,Kottayam,1788963.0,1116599.0,62.42
562,2012-09,kerala,Malappuram,1130493.0,742527.0,65.68
563,2012-09,kerala,Palakkad,1488867.0,1166170.0,78.33
564,2012-09,kerala,Pathanamthitta,2167517.0,958824.0,44.24
565,2012-09,kerala,Thiruvananthapuram,3974087.0,2798781.0,70.43
566,2012-09,kerala,Thrissur,2916182.0,1935621.0,66.38
567,2012-09,kerala,Wayanad,191196.0,249659.0,130.58
554,2013-01,kerala,Alappuzha,1413785.0,880339.0,62.27
555,2013-01,kerala,Ernakulam,4490758.0,4637468.0,103.27
556,2013-01,kerala,Idukki,328871.0,476947.0,145.03
557,2013-01,kerala,Kannur,1290467.0,982664.0,76.15
558,2013-01,kerala,Kasaragod,561693.0,538537.0,95.88
559,2013-01,kerala,Kollam,13553313.0,1006056.0,74.34
560,2013-01,kerala,Kottayam,1829987.0,1188252.0,64.93
562,2013-01,kerala,Malappuram,1155174.0,770634.0,66.71
563,2013-01,kerala,Palakkad,1532185.0,1212045.0,79.11
564,2013-01,kerala,Pathanamthitta,1968915.0,887799.0,45.09
565,2013-01,kerala,Thiruvananthapuram,9892982.0,2760849.0,70.92
566,2013-01,kerala,Thrissur,3199474.0,2123687.0,66.38
567,2013-01,kerala,Wayanad,211533.0,282558.0,133.58
554,2013-03,kerala,Alappuzha,1461989.0,928996.0,63.54
555,2013-03,kerala,Ernakulam,4650534.0,4867374.0,104.66
556,2013-03,kerala,Idukki,329779.0,493292.0,149.58
559,2013-03,kerala,Kollam,1381518.0,1004511.0,72.71
560,2013-03,kerala,Kottayam,1837872.0,1249310.0,67.98
564,2013-03,kerala,Pathanamthitta,2035326.0,929972.0,45.69
565,2013-03,kerala,Thiruvananthapuram,3959710.0,2836870.0,71.64
554,2013-09,kerala,Alappuzha,1604830.0,1020850.0,63.61
555,2013-09,kerala,Ernakulam,5159758.0,5174894.0,100.29
556,2013-09,kerala,Idukki,364790.0,519447.0,142.4
557,2013-09,kerala,Kannur,1465499.0,1005292.0,68.6
559,2013-09,kerala,Kollam,1487284.0,1130996.0,76.04
560,2013-09,kerala,Kottayam,1984730.0,1333207.0,67.17
561,2013-09,kerala,Kozhikode,1901552.0,1454119.0,76.47
562,2013-09,kerala,Malappuram,1221951.0,904454.0,74.02
563,2013-09,kerala,Palakkad,1675591.0,1355895.0,80.92
564,2013-09,kerala,Pathanamthitta,291990.0,179330.0,61.42
565,2013-09,kerala,Thiruvananthapuram,4146696.0,2994160.0,72.21
566,2013-09,kerala,Thrissur,3575281.0,2508211.0,70.15
567,2013-09,kerala,Wayanad,240067.0,315136.0,131.27
58,2014-12,haryana,Ambala,1035022.0,513069.0,49.57
59,2014-12,haryana,Bhiwani,578710.0,470320.0,71.9
60,2014-12,haryana,Faridabad,2280041.0,1688743.0,74.07
61,2014-12,haryana,Fatehabad,234729.0,341850.0,145.64
62,2014-12,haryana,Gurugram,5808187.0,3603650.0,62.04
63,2014-12,haryana,Hisar,865871.0,1315561.0,151.93
64,2014-12,haryana,Jhajjar,556952.0,471234.0,84.61
65,2014-12,haryana,Jind,335949.0,465357.0,138.52
66,2014-12,haryana,Kaithal,287948.0,500670.0,173.88
67,2014-12,haryana,Karnal,878716.0,1532677.0,174.42
68,2014-12,haryana,Kurukshetra,578706.0,491271.0,84.89
69,2014-12,haryana,Mahendragarh,303920.0,162100.0,53.34
604,2014-12,haryana,Nuh,131285.0,117131.0,89.22
619,2014-12,haryana,Palwal,268672.0,211145.0,78.59
70,2014-12,haryana,Panchkula,1680676.0,1619302.0,96.35
71,2014-12,haryana,Panipat,696334.0,920717.0,132.22
72,2014-12,haryana,Rewari,583716.0,280656.0,48.08
73,2014-12,haryana,Rohtak,1004110.0,523073.0,52.09
74,2014-12,haryana,Sirsa,651926.0,660952.0,101.38
75,2014-12,haryana,Sonipat,945621.0,588819.0,62.27
76,2014-12,haryana,Yamunanagar,747190.0,490627.0,65.66
58,2015-03,haryana,Ambala,1054455.0,568608.0,53.92
59,2015-03,haryana,Bhiwani,567157.0,668680.0,111.7
60,2015-03,haryana,Faridabad,2516522.0,1766264.0,70.19
61,2015-03,haryana,Fatehabad,269004.0,367213.0,136.51
62,2015-03,haryana,Gurugram,6124639.0,3746122.0,61.16
63,2015-03,haryana,Hisar,870937.0,1361928.0,156.38
64,2015-03,haryana,Jhajjar,591201.0,473126.0,80.03
65,2015-03,haryana,Jind,349616.0,459225.0,131.35
66,2015-03,haryana,Kaithal,311811.0,527304.0,169.11
67,2015-03,haryana,Karnal,947686.0,1638142.0,172.86
68,2015-03,haryana,Kurukshetra,598047.0,533609.0,89.23
69,2015-03,haryana,Mahendragarh,313513.0,186830.0,59.59
604,2015-03,haryana,Nuh,139308.0,121405.0,87.15
619,2015-03,haryana,Palwal,268672.0,211145.0,78.59
70,2015-03,haryana,Panchkula,1683677.0,1685664.0,100.12
71,2015-03,haryana,Panipat,718844.0,942227.0,131.08
72,2015-03,haryana,Rewari,607021.0,284958.0,46.94
73,2015-03,haryana,Rohtak,1022139.0,560289.0,54.82
74,2015-03,haryana,Sirsa,463946.0,522426.0,112.6
75,2015-03,haryana,Sonipat,999544.0,607007.0,60.73
76,2015-03,haryana,Yamunanagar,779439.0,508805.0,65.28
58,2015-06,haryana,Ambala,1054455.0,568608.0,53.92
59,2015-06,haryana,Bhiwani,567157.0,668680.0,111.7
60,2015-06,haryana,Faridabad,2516522.0,1766264.0,70.19
61,2015-06,haryana,Fatehabad,269004.0,367213.0,136.51
62,2015-06,haryana,Gurugram,6124639.0,3746122.0,61.16
63,2015-06,haryana,Hisar,870937.0,1361928.0,156.38
64,2015-06,haryana,Jhajjar,591201.0,473126.0,80.03
65,2015-06,haryana,Jind,349616.0,459225.0,131.35
66,2015-06,haryana,Kaithal,311811.0,527304.0,169.11
67,2015-06,haryana,Karnal,947686.0,1638142.0,172.86
68,2015-06,haryana,Kurukshetra,598047.0,533609.0,89.23
69,2015-06,haryana,Mahendragarh,313513.0,186830.0,59.59
604,2015-06,haryana,Nuh,139308.0,121405.0,87.15
619,2015-06,haryana,Palwal,268672.0,211145.0,78.59
70,2015-06,haryana,Panchkula,1683677.0,1685664.0,100.12
71,2015-06,haryana,Panipat,718844.0,942227.0,131.08
72,2015-06,haryana,Rewari,607021.0,284958.0,46.94
73,2015-06,haryana,Rohtak,1022139.0,560289.0,54.82
74,2015-06,haryana,Sirsa,463946.0,522426.0,112.6
75,2015-06,haryana,Sonipat,999544.0,607007.0,60.73
76,2015-06,haryana,Yamunanagar,779439.0,508805.0,65.28
252,2015-06,manipur,Bishnupur,11134.66,10041.94,90.18631911526711
253,2015-06,manipur,Chandel,11117.95,7274.31,65.42851874671139
254,2015-06,manipur,Churachandpur,32542.74,14680.52,45.11150566916
255,2015-06,manipur,Imphal East,45325.83,20905.94,46.12367826468925
256,2015-06,manipur,Imphal West,358744.8,145432.65,40.53930537808492
257,2015-06,manipur,Senapati,21842.45,17737.77,81.20778575663444
258,2015-06,manipur,Tamenglong,7698.43,2072.31,26.918605481896957
259,2015-06,manipur,Thoubal,25298.98,15288.2,60.430104296694964
260,2015-06,manipur,Ukhrul,12576.95,3615.35,28.745840605234175
252,2015-09,manipur,Bishnupur,12477.04,10516.85,84.28962317985676
253,2015-09,manipur,Chandel,10463.69,7663.28,73.2368791506629
254,2015-09,manipur,Churachandpur,35333.13,15493.47,43.8496957388151
255,2015-09,manipur,Imphal East,47064.3,23706.91,50.37132178742698
256,2015-09,manipur,Imphal West,377511.17,151098.27,40.024847476698504
257,2015-09,manipur,Senapati,25361.04,18817.24,74.19743038929003
258,2015-09,manipur,Tamenglong,7478.67,2071.14,27.69396162686681
259,2015-09,manipur,Thoubal,26163.06,16059.87,61.38376015649546
260,2015-09,manipur,Ukhrul,12874.03,3804.74,29.553605203654175
58,2015-12,haryana,Ambala,1144200.96,595767.48,52.07
59,2015-12,haryana,Bhiwani,606364.0,488262.0,72.97
60,2015-12,haryana,Faridabad,2823417.0,1870595.0,66.25
61,2015-12,haryana,Fatehabad,409332.0,497495.0,121.54
62,2015-12,haryana,Gurugram,6653745.0,4146956.0,62.33
63,2015-12,haryana,Hisar,927659.0,1360029.0,146.61
64,2015-12,haryana,Jhajjar,640968.0,438203.5,68.37
65,2015-12,haryana,Jind,364821.0,487526.0,133.63
66,2015-12,haryana,Kaithal,316706.0,508228.0,160.47
67,2015-12,haryana,Karnal,1103543.0,1498191.0,135.76
68,2015-12,haryana,Kurukshetra,643806.0,541263.0,84.07
69,2015-12,haryana,Mahendragarh,356100.0,184913.0,51.93
604,2015-12,haryana,Nuh,144641.0,116865.0,80.8
619,2015-12,haryana,Palwal,296752.0,232662.0,78.4
70,2015-12,haryana,Panchkula,1500504.0,1625112.0,108.3
71,2015-12,haryana,Panipat,758692.47,810502.98,106.83
72,2015-12,haryana,Rewari,646424.0,289715.0,44.82
73,2015-12,haryana,Rohtak,1128367.0,530796.0,47.04
74,2015-12,haryana,Sirsa,443581.0,558896.3,126.0
75,2015-12,haryana,Sonipat,1058078.3,638137.54,60.31
76,2015-12,haryana,Yamunanagar,807949.0,528821.0,65.45
664,2015-12,west-bengal,Alipurduar,,,30.0
305,2015-12,west-bengal,Bankura,,,27.0
307,2015-12,west-bengal,Birbhum,,,35.0
308,2015-12,west-bengal,Coochbehar,,,55.0
309,2015-12,west-bengal,Darjeeling,,,55.0
312,2015-12,west-bengal,Hooghly,,,21.0
313,2015-12,west-bengal,Howrah,,,68.0
314,2015-12,west-bengal,Jalpaiguri,,,40.0
315,2015-12,west-bengal,Kolkata,,,91.0
319,2015-12,west-bengal,Murshidabad,,,47.0
320,2015-12,west-bengal,Nadia,,,52.0
306,2015-12,west-bengal,Purba Bardhaman,,,37.0
321,2015-12,west-bengal,Purulia,,,43.0
188,2016-03,bihar,Araria,245384.0,141728.0,57.76
611,2016-03,bihar,Arwal,107304.0,42036.0,39.17
189,2016-03,bihar,Aurangabad,455286.0,179176.0,39.35
190,2016-03,bihar,Banka,244349.0,107033.0,43.8
191,2016-03,bihar,Begusarai,593130.0,295641.0,49.84
192,2016-03,bihar,Bhagalpur,641639.0,286786.0,44.7
193,2016-03,bihar,Bhojpur,845087.0,243249.0,28.78
194,2016-03,bihar,Buxar,450022.0,153917.0,34.2
195,2016-03,bihar,Darbhanga,608722.0,232776.0,38.24
196,2016-03,bihar,Gaya,949468.0,344817.0,36.32
197,2016-03,bihar,Gopalganj,551893.0,176097.0,31.91
198,2016-03,bihar,Jamui,319300.0,105535.0,33.05
199,2016-03,bihar,Jehanabad,248269.0,84765.0,34.14
,2016-03,bihar,Kaimur,254990.0,117976.0,46.27
201,2016-03,bihar,Katihar,366470.0,178315.0,48.66
202,2016-03,bihar,Khagaria,204693.0,123831.0,60.5
203,2016-03,bihar,Kishanganj,162131.0,112741.0,69.54
204,2016-03,bihar,Lakhisarai,200084.0,75400.0,37.68
205,2016-03,bihar,Madhepura,226325.0,91116.0,40.26
206,2016-03,bihar,Madhubani,535768.0,176438.0,32.93
207,2016-03,bihar,Munger,445094.0,122398.0,27.5
208,2016-03,bihar,Muzaffarpur,1101359.0,455471.0,41.36
209,2016-03,bihar,Nalanda,605231.0,205079.0,33.88
210,2016-03,bihar,Nawada,303981.0,118561.0,39.0
,2016-03,bihar,Pashchimi Champaran,406853.0,211141.0,51.9
212,2016-03,bihar,Patna,7427414.0,2745729.0,36.97
213,2016-03,bihar,Purbi Champaran,634380.0,275650.0,43.45
214,2016-03,bihar,Purnia,406624.0,252685.0,62.14
215,2016-03,bihar,Rohtas,630128.0,284662.0,45.18
216,2016-03,bihar,Saharsa,292200.0,130848.0,44.78
217,2016-03,bihar,Samastipur,633528.0,290719.0,45.89
218,2016-03,bihar,Saran,734546.0,223789.0,30.47
219,2016-03,bihar,Sheikhpura,136839.0,48578.0,35.5
220,2016-03,bihar,Sheohar,61344.0,30778.0,50.17
221,2016-03,bihar,Sitamarhi,398639.0,157101.0,39.41
222,2016-03,bihar,Siwan,741677.0,197194.0,26.59
223,2016-03,bihar,Supaul,226580.0,87464.0,38.6
224,2016-03,bihar,Vaishali,632032.0,223566.0,35.37
664,2016-03,west-bengal,Alipurduar,,,30.0
305,2016-03,west-bengal,Bankura,,,27.0
307,2016-03,west-bengal,Birbhum,,,35.0
308,2016-03,west-bengal,Coochbehar,,,55.0
309,2016-03,west-bengal,Darjeeling,,,55.0
312,2016-03,west-bengal,Hooghly,,,21.0
313,2016-03,west-bengal,Howrah,,,68.0
314,2016-03,west-bengal,Jalpaiguri,,,40.0
315,2016-03,west-bengal,Kolkata,,,91.0
319,2016-03,west-bengal,Murshidabad,,,47.0
320,2016-03,west-bengal,Nadia,,,52.0
306,2016-03,west-bengal,Purba Bardhaman,,,37.0
321,2016-03,west-bengal,Purulia,,,43.0
58,2016-06,haryana,Ambala,1239900.0,613000.0,49.44
59,2016-06,haryana,Bhiwani,656400.0,543800.0,76.18
60,2016-06,haryana,Faridabad,3165800.0,1998300.0,63.12
61,2016-06,haryana,Fatehabad,318300.0,402200.0,126.36
62,2016-06,haryana,Gurugram,9449984.0,4989461.0,52.8
63,2016-06,haryana,Hisar,1046800.0,1159600.0,110.78
64,2016-06,haryana,Jhajjar,682800.0,508200.0,74.43
65,2016-06,haryana,Jind,420300.0,513200.0,122.1
66,2016-06,haryana,Kaithal,347300.0,548000.0,157.79
67,2016-06,haryana,Karnal,1080000.0,1655100.0,153.25
68,2016-06,haryana,Kurukshetra,699800.0,576100.0,82.32
69,2016-06,haryana,Mahendragarh,377400.0,220600.0,58.45
604,2016-06,haryana,Nuh,155400.0,115800.0,74.52
619,2016-06,haryana,Palwal,339000.0,271000.0,79.94
70,2016-06,haryana,Panchkula,1804200.0,1166600.0,64.66
71,2016-06,haryana,Panipat,775800.0,987900.0,127.34
72,2016-06,haryana,Rewari,695500.0,320500.0,46.08
73,2016-06,haryana,Rohtak,1235200.0,559400.0,45.29
74,2016-06,haryana,Sirsa,478600.0,607500.0,126.93
75,2016-06,haryana,Sonipat,1160200.0,653900.0,56.36
76,2016-06,haryana,Yamunanagar,848800.0,579500.0,68.27
664,2016-06,west-bengal,Alipurduar,,,30.0
305,2016-06,west-bengal,Bankura,,,27.0
307,2016-06,west-bengal,Birbhum,,,35.0
308,2016-06,west-bengal,Coochbehar,,,55.0
309,2016-06,west-bengal,Darjeeling,,,55.0
312,2016-06,west-bengal,Hooghly,,,21.0
313,2016-06,west-bengal,Howrah,,,68.0
314,2016-06,west-bengal,Jalpaiguri,,,40.0
315,2016-06,west-bengal,Kolkata,,,91.0
319,2016-06,west-bengal,Murshidabad,,,47.0
320,2016-06,west-bengal,Nadia,,,52.0
306,2016-06,west-bengal,Purba Bardhaman,,,37.0
321,2016-06,west-bengal,Purulia,,,43.0
58,2016-09,haryana,Ambala,1259431.48,655775.6,52.07
59,2016-09,haryana,Bhiwani,688560.0,543682.0,78.96
60,2016-09,haryana,Faridabad,3031828.0,1885176.0,62.18
61,2016-09,haryana,Fatehabad,319758.0,433452.0,135.56
62,2016-09,haryana,Gurugram,8980062.0,5129349.0,57.12
63,2016-09,haryana,Hisar,1041509.0,1131861.0,108.68
64,2016-09,haryana,Jhajjar,699577.0,467643.0,66.85
65,2016-09,haryana,Jind,437379.0,538240.0,123.06
66,2016-09,haryana,Kaithal,352719.0,564914.0,160.16
67,2016-09,haryana,Karnal,1120652.0,1629136.0,145.37
68,2016-09,haryana,Kurukshetra,731855.0,605033.0,82.67
69,2016-09,haryana,Mahendragarh,414423.0,198156.0,47.81
604,2016-09,haryana,Nuh,155427.0,125493.0,80.74
619,2016-09,haryana,Palwal,318072.0,233366.0,73.37
70,2016-09,haryana,Panchkula,1839066.0,1179583.0,64.14
71,2016-09,haryana,Panipat,794746.0,1018296.0,128.13
72,2016-09,haryana,Rewari,743535.0,330212.0,44.41
73,2016-09,haryana,Rohtak,1245219.0,571801.0,45.92
74,2016-09,haryana,Sirsa,458814.0,631165.0,137.56
75,2016-09,haryana,Sonipat,1212859.0,699988.0,57.71
76,2016-09,haryana,Yamunanagar,877730.0,593728.0,67.64
664,2016-09,west-bengal,Alipurduar,,,42.0
305,2016-09,west-bengal,Bankura,,,34.0
307,2016-09,west-bengal,Birbhum,,,39.0
308,2016-09,west-bengal,Coochbehar,,,66.0
309,2016-09,west-bengal,Darjeeling,,,58.0
312,2016-09,west-bengal,Hooghly,,,25.0
313,2016-09,west-bengal,Howrah,,,29.0
314,2016-09,west-bengal,Jalpaiguri,,,72.0
315,2016-09,west-bengal,Kolkata,,,92.0
319,2016-09,west-bengal,Murshidabad,,,51.0
320,2016-09,west-bengal,Nadia,,,43.0
306,2016-09,west-bengal,Purba Bardhaman,,,41.0
321,2016-09,west-bengal,Purulia,,,41.0
58,2016-12,haryana,Ambala,1370794.0,654174.0,47.72
59,2016-12,haryana,Bhiwani,807504.0,542972.0,67.24
60,2016-12,haryana,Faridabad,3588600.0,1935860.0,53.94
61,2016-12,haryana,Fatehabad,427901.0,440904.0,103.04
62,2016-12,haryana,Gurugram,9386065.0,5207695.0,55.48
63,2016-12,haryana,Hisar,1296188.0,1081578.0,83.44
64,2016-12,haryana,Jhajjar,742340.0,458512.0,61.77
65,2016-12,haryana,Jind,566831.0,518557.0,91.48
66,2016-12,haryana,Kaithal,457077.0,557809.0,122.04
67,2016-12,haryana,Karnal,1272231.0,1718375.0,135.07
68,2016-12,haryana,Kurukshetra,877043.0,560213.0,63.88
69,2016-12,haryana,Mahendragarh,477228.0,195211.0,40.91
604,2016-12,haryana,Nuh,196020.0,132481.0,67.59
619,2016-12,haryana,Palwal,420598.0,302173.0,71.84
70,2016-12,haryana,Panchkula,1934497.0,1163032.0,60.12
71,2016-12,haryana,Panipat,901245.0,990188.0,109.87
72,2016-12,haryana,Rewari,867160.0,334339.0,38.56
73,2016-12,haryana,Rohtak,1506464.0,565028.0,37.51
74,2016-12,haryana,Sirsa,618582.0,637902.0,103.12
75,2016-12,haryana,Sonipat,1386657.0,659370.0,47.55
76,2016-12,haryana,Yamunanagar,1025751.0,567898.0,55.36
667,2016-12,madhya-pradesh,Agar Malwa,56800.0,100500.0,176.93
639,2016-12,madhya-pradesh,Alirajpur,91000.0,42200.0,46.36
390,2016-12,madhya-pradesh,Anuppur,247700.0,584700.0,236.09
391,2016-12,madhya-pradesh,Ashoknagar,140900.0,134500.0,95.47
392,2016-12,madhya-pradesh,Balaghat,301100.0,154800.0,51.41
393,2016-12,madhya-pradesh,Barwani,145900.0,162400.0,111.3
394,2016-12,madhya-pradesh,Betul,434400.0,214600.0,49.41
395,2016-12,madhya-pradesh,Bhind,282600.0,140300.0,49.65
396,2016-12,madhya-pradesh,Bhopal,5972100.0,4102400.0,68.69
397,2016-12,madhya-pradesh,Burhanpur,216200.0,190000.0,87.9
398,2016-12,madhya-pradesh,Chhatarpur,429600.0,190500.0,44.34
399,2016-12,madhya-pradesh,Chhindwara,659300.0,362200.0,54.94
400,2016-12,madhya-pradesh,Damoh,235800.0,136700.0,57.99
401,2016-12,madhya-pradesh,Datia,156200.0,122400.0,78.38
402,2016-12,madhya-pradesh,Dewas,373300.0,363200.0,97.31
403,2016-12,madhya-pradesh,Dhar,523600.0,483000.0,92.24
404,2016-12,madhya-pradesh,Dindori,77400.0,31500.0,40.72
405,2016-12,madhya-pradesh,East Nimar,275700.0,305400.0,110.77
406,2016-12,madhya-pradesh,Guna,252100.0,214800.0,85.19
407,2016-12,madhya-pradesh,Gwalior,1526500.0,623200.0,40.82
408,2016-12,madhya-pradesh,Harda,136300.0,204000.0,149.65
410,2016-12,madhya-pradesh,Indore,4218800.0,4552200.0,107.9
411,2016-12,madhya-pradesh,Jabalpur,1925700.0,814800.0,42.31
412,2016-12,madhya-pradesh,Jhabua,148100.0,126800.0,85.61
413,2016-12,madhya-pradesh,Katni,359500.0,200700.0,55.81
414,2016-12,madhya-pradesh,Khargone,483600.0,371900.0,76.9
415,2016-12,madhya-pradesh,Mandla,228500.0,107600.0,47.09
416,2016-12,madhya-pradesh,Mandsaur,299800.0,255500.0,85.21
417,2016-12,madhya-pradesh,Morena,306200.0,209300.0,68.35
409,2016-12,madhya-pradesh,Narmadapuram,486400.0,493400.0,101.45
418,2016-12,madhya-pradesh,Narsinghpur,221500.0,217700.0,98.25
419,2016-12,madhya-pradesh,Neemuch,240900.0,185200.0,76.84
420,2016-12,madhya-pradesh,Panna,177700.0,78700.0,44.28
421,2016-12,madhya-pradesh,Raisen,239100.0,374100.0,156.44
422,2016-12,madhya-pradesh,Rajgarh,224200.0,296500.0,132.25
423,2016-12,madhya-pradesh,Ratlam,458400.0,328600.0,71.68
424,2016-12,madhya-pradesh,Rewa,741800.0,398500.0,53.72
425,2016-12,madhya-pradesh,Sagar,793800.0,357500.0,45.04
426,2016-12,madhya-pradesh,Satna,635800.0,284300.0,44.72
427,2016-12,madhya-pradesh,Sehore,254700.0,360200.0,141.42
428,2016-12,madhya-pradesh,Seoni,249500.0,162000.0,64.9
429,2016-12,madhya-pradesh,Shahdol,325800.0,90200.0,27.7
430,2016-12,madhya-pradesh,Shajapur,176900.0,275000.0,155.45
431,2016-12,madhya-pradesh,Sheopur,71900.0,83200.0,115.69
432,2016-12,madhya-pradesh,Shivpuri,293100.0,167400.0,57.11
433,2016-12,madhya-pradesh,Sidhi,212700.0,244500.0,114.94
638,2016-12,madhya-pradesh,Singrauli,477000.0,776200.0,162.71
434,2016-12,madhya-pradesh,Tikamgarh,271800.0,116600.0,42.9
435,2016-12,madhya-pradesh,Ujjain,901200.0,773100.0,85.79
436,2016-12,madhya-pradesh,Umaria,148800.0,49500.0,33.29
437,2016-12,madhya-pradesh,Vidisha,327600.0,414800.0,126.64
252,2016-12,manipur,Bishnupur,17402.65,12034.82,69.15509994167554
253,2016-12,manipur,Chandel,8665.58,5610.29,64.74223306460733
254,2016-12,manipur,Churachandpur,48536.34,21822.99,44.962166492158254
255,2016-12,manipur,Imphal East,60277.96,29318.65,48.63908798506121
256,2016-12,manipur,Imphal West,515414.87,192788.64,37.40455528572546
713,2016-12,manipur,Jiribam,0.0,0.0,
711,2016-12,manipur,Kakching,6328.34,5428.75,85.7847397579776
717,2016-12,manipur,Kamjong,784.32,449.92,57.36434108527132
712,2016-12,manipur,Kangpokpi,12904.98,10103.13,78.28861416290455
714,2016-12,manipur,Noney,1656.57,725.2,43.77720229148181
715,2016-12,manipur,Pherzawl,11.59,0.0,
257,2016-12,manipur,Senapati,23395.24,14836.51,63.416789056235366
258,2016-12,manipur,Tamenglong,5190.08,2096.54,40.395138417904924
716,2016-12,manipur,Tengnoupal,8526.34,4815.77,56.48109270800836
259,2016-12,manipur,Thoubal,30622.56,16670.81,54.43963535380452
260,2016-12,manipur,Ukhrul,15291.24,4389.99,28.709182512340398
501,2016-12,telangana,Adilabad,4417.52,4373.79,99.01
690,2016-12,telangana,Bhadradri Kothagudem,4178.62,2670.55,63.91
507,2016-12,telangana,Hyderabad,222274.82,282731.07,127.2
681,2016-12,telangana,Jagitial,2676.47,1581.17,59.08
689,2016-12,telangana,Jangoan,1557.78,1660.71,106.61
