period,district,amount,amount_rs_in_lakhs,amount_rs_inlakhs,amount_rsin_lakhs,amountof_subsidy_rsin_lakhs,disbursed_upto_31_03_18_no,disbursement,disbursement_no,disbursement_no_of_cases,no_of_cases,no_of_cases_sponsored,no_ofcases_sponsored,pending_disbursement_no,pending_with_bank_for,pending_with_bank_for_disbursement,pending_with_bank_for_disbursement_no,pending_with_bank_for_disbursement_no_of_cases,pending_with_bank_for_no,pending_with_bank_for_nod_i_sb,pending_with_bank_no,pending_with_no,pending_withbank_fordisburseme_nt_no_of_cases,pending_withbank_fordisbursement_no_of_cases,pendingwith_bankfor_disbursement_no_of_cases,pendingwithbank_fordisbursement_no_of_cases,project_cost,project_cost_involved,project_cost_involved_in_sanctioned_cases,s_u_b_s_idy_released_no,sanction_ed,sanctioned,sanctioned_but_pending_for_disbursement_no,sanctioned_caes_project_cost_in,sanctioned_caes_project_cost_involved,sanctioned_cases_project_cost,sanctioned_cases_total_project_cost_involved,sanctioned_no,sponsored_no,subsidy,subsidy_involved,subsidy_involved_in_sanctioned_cases,subsidy_involved_in_sanctioned_cases_r_s_in_lakhs,subsidy_involved_in_sanctioned_cases_rs_in_lakhs,subsidy_involved_in_sanctioned_cases_rs_inlakhs,subsidy_involvedin_sanctioned_cases_rs_inlakhs,subsidy_released,subsidy_released_nedo,subsidy_released_no,subsidy_released_no_of_cases,subsidyreleased_no_of_cases,svoulbvesdidy_involv,total_project_cost_involved_in_sanctioned,total_project_cost_involved_in_sanctioned_cases,total_project_cost_involved_in_sanctioned_cases_rs_in_lakhs,totalproject_cost_involvedin_sanctioned_cases_rsin_lakhs,urseammeonutnt
March 2018,Purulia,,582.37,,,,,,,8640.0,,27592.0,,,,,,798.0,,,,,,,,,,,,,12259.0,,,,,,,,,,,,,7142.32,,,,,,9751.0,,,,,30305.41,,
March 2018,Uttar Dinajpur,,573.88,,,,,,,10264.0,,24088.0,,,,,,746.0,,,,,,,,,,,,,12469.0,,,,,,,,,,,,,7997.49,,,,,,11254.0,,,,,30913.16,,
March 2019,Alipurduar,406.63,,,,,,,398.0,,,1912.0,,,,,,,,296.0,,,,,,,,,,,,807.0,,,,,,,,,,901.08,,,,,,,694.0,,,,2962.49,,,,349.79
March 2019,Bankura,1337.5,,,,,,,1897.0,,,5311.0,,,,,,,,338.0,,,,,,,,,,,,2413.0,,,,,,,,,,1693.71,,,,,,,2235.0,,,,,,,,233.32
March 2019,Birbhum,1478.42,,,,,,,2512.0,,,5418.0,,,,,,,,175.0,,,,,,,,,,,,3190.0,,,,,,,,,,1925.76,,,,,,,2690.0,,,,6249.6,,,,98.99
March 2019,Cooch Behar,1197.82,,,,,,,1885.0,,,4845.0,,,,,,,,382.0,,,,,,,,,,,,2086.0,,,,,,,,,,1275.41,,,,,,,2269.0,,,,4382.49,,,,215.59
March 2019,Dakshin Dinajpur,281.24,,,,,,,422.0,,,2040.0,,,,,,,,260.0,,,,,,,,,,,,861.0,,,,,,,,,,607.48,,,,,,,799.0,,,,1959.46,,,,159.91
March 2019,Darjeeling,369.11,,,,,,,350.0,,,820.0,,,,,,,,51.0,,,,,,,,,,,,402.0,,,,,,,,,,445.82,,,,,,,401.0,,,,1489.55,,,,54.85
March 2019,Hooghly,2203.86,,,,,,,2755.0,,,7842.0,,,,,,,,369.0,,,,,,,,,,,,3208.0,,,,,,,,,,2971.81,,,,,,,3130.0,,,,10009.96,,,,347.02
March 2019,Howrah,832.32,,,,,,,1274.0,,,4048.0,,,,,,,,752.0,,,,,,,,,,,,2086.0,,,,,,,,,,14447.64,,,,,,,2027.0,,,,4809.1,,,,565.16
March 2019,Jalpaiguri,1626.41,,,,,,,1918.0,,,5201.0,,,,,,,,688.0,,,,,,,,,,,,2823.0,,,,,,,,,,2249.91,,,,,,,2608.0,,,,7531.19,,,,420.81
March 2019,Jhargram,407.42,,,,,,,340.0,,,3889.0,,,,,,,,322.0,,,,,,,,,,,,757.0,,,,,,,,,,851.16,,,,,,,662.0,,,,3414.69,,,,283.77
March 2019,Kalimpong,29.31,,,,,,,26.0,,,133.0,,,,,,,,0.0,,,,,,,,,,,,38.0,,,,,,,,,,39.81,,,,,,,26.0,,,,138.37,,,,0.0
March 2019,Kolkata,521.01,,,,,,,485.0,,,1337.0,,,,,,,,139.0,,,,,,,,,,,,625.0,,,,,,,,,,707.01,,,,,,,627.0,,,,2450.04,,,,163.21
March 2019,Malda,1652.54,,,,,,,2033.0,,,3900.0,,,,,,,,89.0,,,,,,,,,,,,2149.0,,,,,,,,,,1569.68,,,,,,,2122.0,,,,5232.29,,,,86.79
March 2019,Murshidabad,2786.58,,,,,,,3160.0,,,6457.0,,,,,,,,320.0,,,,,,,,,,,,3766.0,,,,,,,,,,3279.81,,,,,,,3573.0,,,,11467.51,,,,263.63
March 2019,Nadia,1612.85,,,,,,,2053.0,,,5993.0,,,,,,,,214.0,,,,,,,,,,,,2067.0,,,,,,,,,,1972.91,,,,,,,2267.0,,,,5482.74,,,,196.81
March 2019,Paschim Bardhaman,310.34,,,,,,,359.0,,,1584.0,,,,,,,,19.0,,,,,,,,,,,,483.0,,,,,,,,,,422.2,,,,,,,392.0,,,,1442.6,,,,14.83
March 2019,Paschim Medinipur,1785.37,,,,,,,1840.0,,,8417.0,,,,,,,,49.0,,,,,,,,,,,,3323.0,,,,,,,,,,2990.79,,,,,,,1919.0,,,,9865.83,,,,12.6
March 2019,Purba Bardhaman,1816.23,,,,,,,1870.0,,,7974.0,,,,,,,,1245.0,,,,,,,,,,,,3816.0,,,,,,,,,,3769.69,,,,,,,3202.0,,,,10325.49,,,,947.11
March 2019,Purba Medinipur,1773.83,,,,,,,2235.0,,,4079.0,,,,,,,,433.0,,,,,,,,,,,,2727.0,,,,,,,,,,2309.07,,,,,,,2711.0,,,,7210.31,,,,326.96
March 2019,Purulia,424.78,,,,,,,565.0,,,3836.0,,,,,,,,532.0,,,,,,,,,,,,1269.0,,,,,,,,,,965.27,,,,,,,1098.0,,,,3304.21,,,,424.14
March 2019,Uttar Dinajpur,1344.56,,,,,,,1654.0,,,3132.0,,,,,,,,414.0,,,,,,,,,,,,1227.0,,,,,,,,,,1154.28,,,,,,,2078.0,,,,3818.43,,,,339.93
March 2020,Alipurduar,1.45,,,,,,,159.0,,,945.0,,,,,,,128.0,,,,,,,,,,,,,565.0,,,,19.57,,,,5.87,,,,,,,,,287.0,,,,,,,,
March 2020,Bankura,6.53,,,,,,,388.0,,,2874.0,,,,,,,901.0,,,,,,,,,,,,,1152.0,,,,29.19,,,,8.42,,,,,,,,,1289.0,,,,,,,,
March 2020,Birbhum,7.9,,,,,,,409.0,,,3285.0,,,,,,,1372.0,,,,,,,,,,,,,2108.0,,,,42.18,,,,4.46,,,,,,,,,1781.0,,,,,,,,
March 2020,Cooch Behar,0.0,,,,,,,877.0,,,1120.0,,,,,,,0.0,,,,,,,,,,,,,638.0,,,,13.69,,,,4.08,,,,,,,,,877.0,,,,,,,,
March 2020,Dakshin Dinajpur,0.0,,,,,,,513.0,,,75.0,,,,,,,0.0,,,,,,,,,,,,,208.0,,,,4.45,,,,2.14,,,,,,,,,513.0,,,,,,,,
March 2020,Darjeeling,0.0,,,,,,,17.0,,,583.0,,,,,,,0.0,,,,,,,,,,,,,209.0,,,,7.32,,,,1.63,,,,,,,,,17.0,,,,,,,,
March 2020,Hooghly,2.19,,,,,,,1234.0,,,3903.0,,,,,,,233.0,,,,,,,,,,,,,1951.0,,,,63.72,,,,18.8,,,,,,,,,1467.0,,,,,,,,
March 2020,Howrah,2.29,,,,,,,605.0,,,2235.0,,,,,,,366.0,,,,,,,,,,,,,1114.0,,,,24.88,,,,7.49,,,,,,,,,971.0,,,,,,,,
March 2020,Jalpaiguri,5.82,,,,,,,325.0,,,1781.0,,,,,,,729.0,,,,,,,,,,,,,1384.0,,,,40.19,,,,12.64,,,,,,,,,1054.0,,,,,,,,
March 2020,Jhargram,0.0,,,,,,,394.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,394.0,,,,,,,,
March 2020,Kalimpong,0.0,,,,,,,23.0,,,80.0,,,,,,,0.0,,,,,,,,,,,,,32.0,,,,1.62,,,,0.54,,,,,,,,,23.0,,,,,,,,
March 2020,Kolkata,0.0,,,,,,,422.0,,,260.0,,,,,,,0.0,,,,,,,,,,,,,230.0,,,,9.89,,,,2.84,,,,,,,,,422.0,,,,,,,,
March 2020,Malda,0.0,,,,,,,728.0,,,567.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,728.0,,,,,,,,
March 2020,Murshidabad,3.43,,,,,,,921.0,,,4398.0,,,,,,,449.0,,,,,,,,,,,,,2330.0,,,,72.02,,,,20.94,,,,,,,,,1370.0,,,,,,,,
March 2020,Nadia,0.0,,,,,,,1074.0,,,3402.0,,,,,,,0.0,,,,,,,,,,,,,905.0,,,,22.76,,,,6.83,,,,,,,,,1074.0,,,,,,,,
March 2020,Paschim Bardhaman,0.0,,,,,,,321.0,,,694.0,,,,,,,0.0,,,,,,,,,,,,,98.0,,,,2.81,,,,0.82,,,,,,,,,321.0,,,,,,,,
March 2020,Paschim Medinipur,0.0,,,,,,,1770.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,1770.0,,,,,,,,
March 2020,Purba Bardhaman,3.89,,,,,,,406.0,,,2590.0,,,,,,,441.0,,,,,,,,,,,,,2104.0,,,,57.54,,,,18.37,,,,,,,,,847.0,,,,,,,,
March 2020,Purba Medinipur,3.55,,,,,,,673.0,,,1682.0,,,,,,,491.0,,,,,,,,,,,,,1512.0,,,,39.82,,,,11.96,,,,,,,,,1164.0,,,,,,,,
March 2020,Purulia,0.0,,,,,,,764.0,,,23.0,,,,,,,0.0,,,,,,,,,,,,,90.0,,,,2.2,,,,0.66,,,,,,,,,764.0,,,,,,,,
March 2020,Uttar Dinajpur,0.0,,,,,,,587.0,,,588.0,,,,,,,0.0,,,,,,,,,,,,,224.0,,,,6.07,,,,1.82,,,,,,,,,587.0,,,,,,,,
March 2021,Alipurduar,0.0,,,,,,,198.0,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,198.0,,,,,,,,
March 2021,Bankura,0.0,,,,,,,39.0,,,0.0,,,,,,,,,0.0,,,,,,0.87,,,,,37.0,,,,,,,,,0.26,,,,,,,,39.0,,,,,,,,
March 2021,Birbhum,0.36,,,,,,,1009.0,,,0.0,,,,,,,,,65.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,1074.0,,,,,,,,
March 2021,Cooch Behar,0.31,,,,,,,315.0,,,0.0,,,,,,,,,56.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,371.0,,,,,,,,
March 2021,Dakshin Dinajpur,0.01,,,,,,,17.0,,,0.0,,,,,,,,,2.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,19.0,,,,,,,,
March 2021,Darjeeling,0.0,,,,,,,9.0,,,23.0,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,9.0,,,,,,,,
March 2021,Hooghly,0.24,,,,,,,781.0,,,0.0,,,,,,,,,43.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,824.0,,,,,,,,
March 2021,Howrah,0.17,,,,,,,372.0,,,0.0,,,,,,,,,31.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,403.0,,,,,,,,
March 2021,Jalpaiguri,0.0,,,,,,,446.0,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,446.0,,,,,,,,
March 2021,Jhargram,0.04,,,,,,,70.0,,,0.0,,,,,,,,,8.0,,,,,,0.13,,,,,6.0,,,,,,,,,0.04,,,,,,,,78.0,,,,,,,,
March 2021,Kalimpong,0.0,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,
March 2021,Kolkata,0.0,,,,,,,97.0,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,97.0,,,,,,,,
March 2021,Malda,0.09,,,,,,,256.0,,,0.0,,,,,,,,,8.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,264.0,,,,,,,,
March 2021,Murshidabad,0.54,,,,,,,591.0,,,0.0,,,,,,,,,98.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,689.0,,,,,,,,
March 2021,Nadia,0.06,,,,,,,284.0,,,0.0,,,,,,,,,11.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,295.0,,,,,,,,
March 2021,Paschim Bardhaman,0.03,,,,,,,98.0,,,0.0,,,,,,,,,6.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,104.0,,,,,,,,
March 2021,Paschim Medinipur,0.0,,,,,,,745.0,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,745.0,,,,,,,,
March 2021,Purba Bardhaman,2.14,,,,,,,635.0,,,0.0,,,,,,,,,158.0,,,,,,3.26,,,,,102.0,,,,,,,,,0.98,,,,,,,,793.0,,,,,,,,
March 2021,Purba Medinipur,1.0,,,,,,,426.0,,,0.0,,,,,,,,,101.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,527.0,,,,,,,,
March 2021,Purulia,0.32,,,,,,,362.0,,,0.0,,,,,,,,,58.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,420.0,,,,,,,,
March 2021,Uttar Dinajpur,0.0,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,
September 2017,Alipurduar,,225.03,,,,,,,4003.0,,11009.0,,,,,,247.0,,,,,,,,,,,,,4684.0,,,,,,,,,,,,,3179.37,,,,,,4301.0,,,,,12786.37,,
September 2017,Bankura,,398.72,,,,,,,13159.0,,34804.0,,,,,,558.0,,,,,,,,,,,,,16928.0,,,,,,,,,,,,,9891.17,,,,,,14475.0,,,,,38901.82,,
September 2017,Birbhum,,1022.57,,,,,,,15814.0,,41366.0,,,,,,1777.0,,,,,,,,,,,,,21841.0,,,,,,,,,,,,,11826.17,,,,,,18491.0,,,,,46540.95,,
September 2017,Cooch Behar,,409.84,,,,,,,11714.0,,30114.0,,,,,,764.0,,,,,,,,,,,,,14325.0,,,,,,,,,,,,,7188.27,,,,,,12664.0,,,,,27345.15,,
September 2017,Dakshin Dinajpur,,55.82,,,,,,,10361.0,,21563.0,,,,,,91.0,,,,,,,,,,,,,11971.0,,,,,,,,,,,,,5238.55,,,,,,11202.0,,,,,25561.54,,
September 2017,Darjeeling,,79.36,,,,,,,2752.0,,9900.0,,,,,,70.0,,,,,,,,,,,,,4017.0,,,,,,,,,,,,,1896.09,,,,,,3102.0,,,,,7409.99,,
September 2017,Hooghly,,143.97,,,,,,,16120.0,,45536.0,,,,,,146.0,,,,,,,,,,,,,18582.0,,,,,,,,,,,,,12070.74,,,,,,16810.0,,,,,44412.44,,
September 2017,Howrah,,293.94,,,,,,,12746.0,,36658.0,,,,,,471.0,,,,,,,,,,,,,13443.0,,,,,,,,,,,,,5827.03,,,,,,13740.0,,,,,23678.96,,
September 2017,Jalpaiguri,,216.14,,,,,,,10150.0,,23213.0,,,,,,267.0,,,,,,,,,,,,,13631.0,,,,,,,,,,,,,9148.18,,,,,,11215.0,,,,,41203.24,,
September 2017,Jhargram,,0.0,,,,,,,0.0,,43.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,180.0,,,,,0.0,,
September 2017,Kalimpong,,0.0,,,,,,,0.0,,45.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,
September 2017,Kolkata,,156.91,,,,,,,8578.0,,22731.0,,,,,,197.0,,,,,,,,,,,,,9931.0,,,,,,,,,,,,,4794.98,,,,,,10172.0,,,,,18980.75,,
September 2017,Malda,,140.11,,,,,,,13964.0,,58502.0,,,,,,126.0,,,,,,,,,,,,,15325.0,,,,,,,,,,,,,8473.41,,,,,,14722.0,,,,,39444.3,,
September 2017,Murshidabad,,348.71,,,,,,,19083.0,,42648.0,,,,,,527.0,,,,,,,,,,,,,22436.0,,,,,,,,,,,,,12714.14,,,,,,20655.0,,,,,58707.01,,
September 2017,Nadia,,576.99,,,,,,,14013.0,,38997.0,,,,,,806.0,,,,,,,,,,,,,16627.0,,,,,,,,,,,,,8544.2,,,,,,15470.0,,,,,34725.96,,
September 2017,Paschim Bardhaman,,166.39,,,,,,,126.0,,248.0,,,,,,185.0,,,,,,,,,,,,,127.0,,,,,,,,,,,,,116.15,,,,,,22.0,,,,,394.25,,
September 2017,Paschim Medinipur,,110.95,,,,,,,15581.0,,56259.0,,,,,,102.0,,,,,,,,,,,,,20960.0,,,,,,,,,,,,,15158.24,,,,,,16154.0,,,,,65023.93,,
September 2017,Purba Bardhaman,,791.85,,,,,,,20510.0,,56840.0,,,,,,886.0,,,,,,,,,,,,,24533.0,,,,,,,,,,,,,16112.09,,,,,,22824.0,,,,,66274.95,,
September 2017,Purba Medinipur,,124.54,,,,,,,16584.0,,30714.0,,,,,,168.0,,,,,,,,,,,,,18472.0,,,,,,,,,,,,,10969.46,,,,,,17413.0,,,,,38730.57,,
September 2017,Purulia,,372.04,,,,,,,8029.0,,23706.0,,,,,,539.0,,,,,,,,,,,,,10362.0,,,,,,,,,,,,,5687.23,,,,,,8843.0,,,,,25520.71,,
September 2017,Uttar Dinajpur,,215.31,,,,,,,9613.0,,23272.0,,,,,,273.0,,,,,,,,,,,,,11558.0,,,,,,,,,,,,,7332.22,,,,,,10130.0,,,,,28692.53,,
September 2018,Alipurduar,200.36,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,,438.0,1166.0,,,,,,,,,,,,,,,,,,
September 2018,Bankura,439.37,,,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,637.0,,,,,970.0,2341.0,,,,,,,,,,,,,,,,,,
September 2018,Birbhum,282.06,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,,,,,1436.0,2912.0,,,,,,,,,,,,,,,,,,
September 2018,Cooch Behar,291.18,,,,,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,507.0,,,,,1242.0,3392.0,,,,,,,,,,,,,,,,,,
September 2018,Dakshin Dinajpur,181.14,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,,,,,413.0,1110.0,,,,,,,,,,,,,,,,,,
September 2018,Darjeeling,19.3,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,177.0,339.0,,,,,,,,,,,,,,,,,,
September 2018,Hooghly,305.97,,,,,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,362.0,,,,,1610.0,5452.0,,,,,,,,,,,,,,,,,,
September 2018,Howrah,407.17,,,,,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,,,,,1233.0,2466.0,,,,,,,,,,,,,,,,,,
September 2018,Jalpaiguri,244.17,,,,,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,,,,,1492.0,3027.0,,,,,,,,,,,,,,,,,,
September 2018,Kalimpong,0.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,19.0,98.0,,,,,,,,,,,,,,,,,,
September 2018,Kolkata,188.71,,,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,335.0,617.0,,,,,,,,,,,,,,,,,,
September 2018,Malda,197.33,,,,,686.0,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,,,,,1378.0,2643.0,,,,,,,,,,,,,,,,,,
September 2018,Murshidabad,334.18,,,,,793.0,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,,,,,1819.0,3546.0,,,,,,,,,,,,,,,,,,
September 2018,Nadia,291.36,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,,,,,1094.0,3291.0,,,,,,,,,,,,,,,,,,
September 2018,Paschim Bardhaman,103.62,,,,,2519.0,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,178.0,646.0,,,,,,,,,,,,,,,,,,
September 2018,Purba Bardhaman,1355.14,,,,,2438.0,,,,,,,,,,,,,,,,,,,,,,,,,,1665.0,,,,,1919.0,4842.0,,,,,,,,,,,,,,,,,,
September 2018,Purba Medinipur,400.87,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,522.0,,,,,1086.0,2336.0,,,,,,,,,,,,,,,,,,
September 2018,Purulia,257.2,,,,,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,,,,,502.0,2405.0,,,,,,,,,,,,,,,,,,
September 2018,Uttar Dinajpur,577.29,,,,,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,664.0,,,,,348.0,826.0,,,,,,,,,,,,,,,,,,
September 2019,Alipurduar,0.0,,,,,,,0.0,,,641.0,,0.0,,,,,,,,,,,,,,,,,,291.0,,,1020.06,,,,,,306.02,,,,,,,,0.0,,,,,,,,
September 2019,Bankura,0.0,,,,,,,0.0,,,1872.0,,0.0,,,,,,,,,,,,,,,,,,729.0,,,1906.75,,,,,,548.76,,,,,,,,0.0,,,,,,,,
September 2019,Birbhum,0.0,,,,,,,0.0,,,992.0,,0.0,,,,,,,,,,,,,,,,,,590.0,,,1143.34,,,,,,342.93,,,,,,,,0.0,,,,,,,,
September 2019,Cooch Behar,0.0,,,,,,,0.0,,,1120.0,,0.0,,,,,,,,,,,,,,,,,,638.0,,,1369.31,,,,,,408.4,,,,,,,,0.0,,,,,,,,
September 2019,Dakshin Dinajpur,0.0,,,,,,,0.0,,,75.0,,0.0,,,,,,,,,,,,,,,,,,208.0,,,444.48,,,,,,213.91,,,,,,,,0.0,,,,,,,,
September 2019,Darjeeling,0.0,,,,,,,0.0,,,543.0,,0.0,,,,,,,,,,,,,,,,,,117.0,,,464.34,,,,,,139.3,,,,,,,,0.0,,,,,,,,
September 2019,Hooghly,0.0,,,,,,,0.0,,,1902.0,,0.0,,,,,,,,,,,,,,,,,,572.0,,,1908.15,,,,,,595.7,,,,,,,,0.0,,,,,,,,
September 2019,Howrah,0.0,,,,,,,0.0,,,1099.0,,0.0,,,,,,,,,,,,,,,,,,446.0,,,928.87,,,,,,301.36,,,,,,,,0.0,,,,,,,,
September 2019,Jalpaiguri,0.0,,,,,,,0.0,,,815.0,,0.0,,,,,,,,,,,,,,,,,,432.0,,,1079.53,,,,,,346.48,,,,,,,,0.0,,,,,,,,
September 2019,Jhargram,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,
September 2019,Kalimpong,0.0,,,,,,,0.0,,,80.0,,0.0,,,,,,,,,,,,,,,,,,32.0,,,161.65,,,,,,54.68,,,,,,,,0.0,,,,,,,,
September 2019,Kolkata,0.0,,,,,,,0.0,,,260.0,,0.0,,,,,,,,,,,,,,,,,,230.0,,,988.69,,,,,,283.79,,,,,,,,0.0,,,,,,,,
September 2019,Malda,0.0,,,,,,,0.0,,,567.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,
September 2019,Murshidabad,0.0,,,,,,,0.0,,,3585.0,,0.0,,,,,,,,,,,,,,,,,,1358.0,,,3655.01,,,,,,1106.5,,,,,,,,0.0,,,,,,,,
September 2019,Nadia,0.0,,,,,,,0.0,,,3402.0,,0.0,,,,,,,,,,,,,,,,,,905.0,,,2276.3,,,,,,682.8,,,,,,,,0.0,,,,,,,,
September 2019,North 24 Parganas,0.0,,,,,,,0.0,,,1522.0,,0.0,,,,,,,,,,,,,,,,,,326.0,,,768.63,,,,,,231.38,,,,,,,,0.0,,,,,,,,
September 2019,Paschim Bardhaman,0.0,,,,,,,0.0,,,694.0,,0.0,,,,,,,,,,,,,,,,,,98.0,,,280.74,,,,,,81.52,,,,,,,,0.0,,,,,,,,
September 2019,Paschim Medinipur,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,
September 2019,Purba Bardhaman,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,
September 2019,Purba Medinipur,0.0,,,,,,,0.0,,,1251.0,,0.0,,,,,,,,,,,,,,,,,,844.0,,,3363.58,,,,,,668.72,,,,,,,,0.0,,,,,,,,
September 2019,Purulia,0.0,,,,,,,0.0,,,23.0,,0.0,,,,,,,,,,,,,,,,,,90.0,,,219.86,,,,,,65.96,,,,,,,,0.0,,,,,,,,
September 2019,South 24 Parganas,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,
September 2019,Uttar Dinajpur,0.0,,,,,,,0.0,,,588.0,,0.0,,,,,,,,,,,,,,,,,,224.0,,,607.18,,,,,,182.15,,,,,,,,0.0,,,,,,,,
September 2020,Alipurduar,0.47,,,,,,,78.0,,,0.0,,,,,31.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,109.0,,,,,,,,
September 2020,Bankura,0.04,,,,,,,0.0,,,0.0,,,,,5.0,,,,,,,,,,,,0.87,,,37.0,,,,,,,,,,0.26,,,,,,,5.0,,,,,,,,
September 2020,Birbhum,0.94,,,,,,,0.0,,,0.0,,,,,170.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,170.0,,,,,,,,
September 2020,Cooch Behar,1.12,,,,,,,0.0,,,0.0,,,,,146.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,146.0,,,,,,,,
September 2020,Dakshin Dinajpur,0.16,,,,,,,0.0,,,0.0,,,,,19.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,19.0,,,,,,,,
September 2020,Darjeeling,0.1,,,,,,,0.0,,,23.0,,,,,9.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,9.0,,,,,,,,
September 2020,Hooghly,3.66,,,,,,,0.0,,,0.0,,,,,244.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,244.0,,,,,,,,
September 2020,Howrah,1.79,,,,,,,0.0,,,0.0,,,,,231.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,231.0,,,,,,,,
September 2020,Jalpaiguri,0.0,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,
September 2020,Jhargram,0.3,,,,,,,0.0,,,0.0,,,,,20.0,,,,,,,,,,,,0.13,,,6.0,,,,,,,,,,0.04,,,,,,,20.0,,,,,,,,
September 2020,Kalimpong,0.0,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,
September 2020,Kolkata,0.02,,,,,,,0.0,,,0.0,,,,,1.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,
