period,district,31_03_2020,31_03_2021,31_03_2022,31_03_2023,31_03_2024,31_03_2025,advance,cd_ratio,cd_ratio_as_on_dec_2016,cd_ratio_as_on_dec_2017,cd_ratio_as_on_dec_2018,cd_ratio_as_on_dec_2019,cd_ratio_as_on_dec_2019_deposit,cd_ratio_as_on_dec_2020_deposit,cd_ratio_as_on_dec_2021,cd_ratio_as_on_december_2021_deposit,cd_ratio_as_on_december_2022,cd_ratio_as_on_december_2022_deposit,cd_ratio_as_on_december_2023,cd_ratio_as_on_december_2023_deposit,cd_ratio_as_on_december_2024,cd_ratio_as_on_december_2024_deposit,cd_ratio_as_on_june_2017,cd_ratio_as_on_june_2018,cd_ratio_as_on_june_2019_deposit,cd_ratio_as_on_june_2020,cd_ratio_as_on_june_2021,cd_ratio_as_on_june_2021_deposit,cd_ratio_as_on_june_2022,cd_ratio_as_on_june_2022_deposit,cd_ratio_as_on_june_2023,cd_ratio_as_on_june_2023_deposit,cd_ratio_as_on_june_2024,cd_ratio_as_on_june_2024_deposit,cd_ratio_as_on_june_2025,cd_ratio_as_on_june_2025_deposit,cd_ratio_as_on_march_2017,cd_ratio_as_on_march_2018,cd_ratio_as_on_march_2019,cd_ratio_as_on_march_2019_deposit,cd_ratio_as_on_march_2020,cd_ratio_as_on_march_2020_deposit,cd_ratio_as_on_march_2021,cd_ratio_as_on_march_2021_deposit,cd_ratio_as_on_march_2022,cd_ratio_as_on_march_2022_deposit,cd_ratio_as_on_march_2023,cd_ratio_as_on_march_2023_deposit,cd_ratio_as_on_march_2024,cd_ratio_as_on_march_2024_deposit,cd_ratio_as_on_march_2025,cd_ratio_as_on_march_2025_deposit,cd_ratio_as_on_sept_2017,cd_ratio_as_on_sept_2018,cd_ratio_as_on_sept_2019,cd_ratio_as_on_sept_2019_deposit,cd_ratio_as_on_sept_2020_deposit,cd_ratio_as_on_sept_2021,cd_ratio_as_on_september_2021_deposit,cd_ratio_as_on_september_2022_deposit,cd_ratio_as_on_september_2024,cd_ratio_as_on_september_2025,cd_ratio_as_on_september_2025_deposit,cd_ratio_dec_2018_amount_in_rs_crore,cd_ratio_december_2015_amount_in_rs_crore,cd_ratio_december_2016_amount_in_rs_crore,cd_ratio_december_2017_amount_in_rs_crore,cd_ratio_june_2016_amount_in_rs_crore,cd_ratio_june_2017_amount_in_rs_crore,cd_ratio_june_2018_amount_in_rs_crore,cd_ratio_march_2016_amount_in_rs_crore,cd_ratio_march_2017_amount_in_rs_crore,cd_ratio_march_2018_amount_in_rs_crore,cd_ratio_sept_2018_amount_in_rs_crore,cd_ratio_september_2016_amount_in_rs_crore,cd_ratio_september_2017_amount_in_rs_crore,variation_over_june_2015,variation_over_june_2016
September 2022,Nadia,,,,,,,15252.56,49.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.75,,30621.5,,,,,,,,,,,,,,,,,,
September 2022,Paschim Bardhaman,,,,,,,21100.18,44.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.66,,46906.7,,,,,,,,,,,,,,,,,,
September 2022,Paschim Medinipur,,,,,,,12751.71,46.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.61,,27217.17,,,,,,,,,,,,,,,,,,
September 2022,Purba Bardhaman,,,,,,,14836.44,52.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.82,,28012.34,,,,,,,,,,,,,,,,,,
September 2022,Purba Medinipur,,,,,,,14209.46,46.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.55,,30278.26,,,,,,,,,,,,,,,,,,
September 2022,Purulia,,,,,,,4033.84,48.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.67,,8269.58,,,,,,,,,,,,,,,,,,
September 2022,Uttar Dinajpur,,,,,,,5131.26,60.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.63,,8544.69,,,,,,,,,,,,,,,,,,
September 2024,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895.66,,,,,,,,,,,,,,,,,
September 2024,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21603.0,,,,,,,,,,,,,,,,,
September 2024,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21655.63,,,,,,,,,,,,,,,,,
September 2024,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13749.71,,,,,,,,,,,,,,,,,
September 2024,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5954.4,,,,,,,,,,,,,,,,,
September 2024,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27071.95,,,,,,,,,,,,,,,,,
September 2024,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58561.87,,,,,,,,,,,,,,,,,
September 2024,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55066.72,,,,,,,,,,,,,,,,,
September 2024,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13535.36,,,,,,,,,,,,,,,,,
September 2024,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069.88,,,,,,,,,,,,,,,,,
September 2024,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.77,,,,,,,,,,,,,,,,,
September 2024,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417447.79,,,,,,,,,,,,,,,,,
September 2024,Malda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15348.37,,,,,,,,,,,,,,,,,
September 2024,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30257.02,,,,,,,,,,,,,,,,,
September 2024,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30650.0,,,,,,,,,,,,,,,,,
September 2024,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50838.93,,,,,,,,,,,,,,,,,
September 2024,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37354.43,,,,,,,,,,,,,,,,,
September 2024,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37255.58,,,,,,,,,,,,,,,,,
September 2024,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37542.83,,,,,,,,,,,,,,,,,
September 2024,Purulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13359.42,,,,,,,,,,,,,,,,,
September 2024,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9210.24,,,,,,,,,,,,,,,,,
September 2025,Alipurduar,,,,,,,5505.51,64.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.14,64.86,8488.22,,,,,,,,,,,,,,,
September 2025,Bankura,,,,,,,12176.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.71,57.0,21363.0,,,,,,,,,,,,,,,
September 2025,Birbhum,,,,,,,10938.59,46.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.26,46.68,23431.96,,,,,,,,,,,,,,,
September 2025,Cooch Behar,,,,,,,17596.9,105.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.89,105.4,16695.31,,,,,,,,,,,,,,,
September 2025,Dakshin Dinajpur,,,,,,,4595.66,68.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.89,68.41,6717.6,,,,,,,,,,,,,,,
September 2025,Darjeeling,,,,,,,19644.31,69.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.27,69.13,28417.03,,,,,,,,,,,,,,,
September 2025,Hooghly,,,,,,,27005.91,47.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.06,47.18,57241.62,,,,,,,,,,,,,,,
September 2025,Howrah,,,,,,,30368.17,50.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.57,50.73,59859.24,,,,,,,,,,,,,,,
September 2025,Jalpaiguri,,,,,,,10995.52,77.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2,77.37,14211.63,,,,,,,,,,,,,,,
September 2025,Jhargram,,,,,,,2570.0,46.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.95,46.56,5520.0,,,,,,,,,,,,,,,
September 2025,Kalimpong,,,,,,,1135.72,51.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.14,51.33,2212.72,,,,,,,,,,,,,,,
September 2025,Kolkata,,,,,,,473671.86,92.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,92.82,510291.63,,,,,,,,,,,,,,,
September 2025,Malda,,,,,,,11448.43,59.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.13,59.87,19122.4,,,,,,,,,,,,,,,
September 2025,Murshidabad,,,,,,,18450.42,58.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.92,58.83,31362.59,,,,,,,,,,,,,,,
September 2025,Nadia,,,,,,,18821.16,51.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.15,51.53,36521.14,,,,,,,,,,,,,,,
September 2025,Paschim Bardhaman,,,,,,,35580.19,54.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,54.06,65811.78,,,,,,,,,,,,,,,
September 2025,Paschim Medinipur,,,,,,,20984.24,50.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.39,50.86,41259.01,,,,,,,,,,,,,,,
September 2025,Purba Bardhaman,,,,,,,22707.81,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2,55.4,40991.15,,,,,,,,,,,,,,,
September 2025,Purba Medinipur,,,,,,,23844.82,53.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.31,53.32,44716.8,,,,,,,,,,,,,,,
September 2025,Purulia,,,,,,,2137.0,49.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.05,49.24,4275.0,,,,,,,,,,,,,,,
September 2025,Uttar Dinajpur,,,,,,,7920.7,72.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,72.21,10969.65,,,,,,,,,,,,,,,
