table_id,state,indicator,file,codepath,quarters_present,usable_run,fill_pct,last_quarter,int_score,use_score,arr_score,integrity_flags,useful_flags,arrange_flags,unit_declared,unit_source,tier,verify_n,error_rate_ub95,disposition,recon_checks,recon_fails,recon_fail_rate
bihar__agri_disbursement_11,bihar,agri_disbursement_11,bihar_agri_disbursement_11.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_disbursement_12,bihar,agri_disbursement_12,bihar_agri_disbursement_12.csv,hybrid,1,1,100.0,December 2024,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_disbursement_13,bihar,agri_disbursement_13,bihar_agri_disbursement_13.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_disbursement_14,bihar,agri_disbursement_14,bihar_agri_disbursement_14.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_disbursement_2,bihar,agri_disbursement_2,bihar_agri_disbursement_2.csv,hybrid,5,4,62.9,September 2025,100,100,50,,,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_disbursement_3,bihar,agri_disbursement_3,bihar_agri_disbursement_3.csv,hybrid,5,2,45.0,September 2025,100,50,50,,SPARSE;NO_TREND,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_disbursement_4,bihar,agri_disbursement_4,bihar_agri_disbursement_4.csv,hybrid,5,4,56.0,September 2025,100,100,25,,,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_disbursement_5,bihar,agri_disbursement_5,bihar_agri_disbursement_5.csv,hybrid,5,4,32.0,September 2025,100,75,25,,SPARSE,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_disbursement_6,bihar,agri_disbursement_6,bihar_agri_disbursement_6.csv,hybrid,3,2,52.4,March 2025,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_disbursement_7,bihar,agri_disbursement_7,bihar_agri_disbursement_7.csv,hybrid,2,2,80.0,March 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_disbursement_8,bihar,agri_disbursement_8,bihar_agri_disbursement_8.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_disbursement_9,bihar,agri_disbursement_9,bihar_agri_disbursement_9.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_infrastructure,bihar,agri_infrastructure,bihar_agri_infrastructure.csv,hybrid,2,2,100.0,September 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_npa,bihar,agri_npa,bihar_agri_npa.csv,hybrid,5,4,56.0,September 2025,100,75,50,,NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_npa_2,bihar,agri_npa_2,bihar_agri_npa_2.csv,hybrid,4,4,100.0,September 2025,100,75,50,,NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_npa_3,bihar,agri_npa_3,bihar_agri_npa_3.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_npa_4,bihar,agri_npa_4,bihar_agri_npa_4.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_outstanding,bihar,agri_outstanding,bihar_agri_outstanding.csv,hybrid,5,4,54.3,September 2025,100,75,25,,NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_outstanding_2,bihar,agri_outstanding_2,bihar_agri_outstanding_2.csv,hybrid,4,2,47.8,September 2025,100,25,25,,SPARSE;NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_outstanding_3,bihar,agri_outstanding_3,bihar_agri_outstanding_3.csv,hybrid,3,2,58.3,June 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_outstanding_4,bihar,agri_outstanding_4,bihar_agri_outstanding_4.csv,hybrid,2,2,80.0,March 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_outstanding_5,bihar,agri_outstanding_5,bihar_agri_outstanding_5.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_outstanding_6,bihar,agri_outstanding_6,bihar_agri_outstanding_6.csv,hybrid,1,1,100.0,December 2024,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_outstanding_7,bihar,agri_outstanding_7,bihar_agri_outstanding_7.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_outstanding_8,bihar,agri_outstanding_8,bihar_agri_outstanding_8.csv,hybrid,1,1,100.0,December 2024,100,50,25,,NO_TREND;TARGET_ONLY,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_term_loan,bihar,agri_term_loan,bihar_agri_term_loan.csv,hybrid,4,4,100.0,September 2025,100,100,25,,,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__agri_term_loan_2,bihar,agri_term_loan_2,bihar_agri_term_loan_2.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__atm_network,bihar,atm_network,bihar_atm_network.csv,hybrid,6,4,87.5,September 2025,100,50,50,,TARGET_ONLY;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
bihar__atm_network_2,bihar,atm_network_2,bihar_atm_network_2.csv,hybrid,1,1,100.0,December 2024,100,25,50,,NO_TREND;TARGET_ONLY;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
bihar__branch_network,bihar,branch_network,bihar_branch_network.csv,hybrid,6,4,100.0,September 2025,100,50,50,,TARGET_ONLY;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
bihar__branch_network_2,bihar,branch_network_2,bihar_branch_network_2.csv,hybrid,1,1,100.0,December 2024,100,25,50,,NO_TREND;TARGET_ONLY;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
bihar__business_correspondents,bihar,business_correspondents,bihar_business_correspondents.csv,hybrid,6,4,94.4,September 2025,100,50,50,,TARGET_ONLY;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
bihar__business_correspondents_2,bihar,business_correspondents_2,bihar_business_correspondents_2.csv,hybrid,1,1,100.0,December 2024,100,25,50,,NO_TREND;TARGET_ONLY;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
bihar__credit_deposit_ratio,bihar,credit_deposit_ratio,bihar_credit_deposit_ratio.csv,hybrid,7,5,57.1,December 2025,100,75,50,,NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,266,0,0.0
bihar__credit_deposit_ratio_2,bihar,credit_deposit_ratio_2,bihar_credit_deposit_ratio_2.csv,hybrid,2,1,61.1,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,38,0,0.0
bihar__crop_loan,bihar,crop_loan,bihar_crop_loan.csv,hybrid,1,1,100.0,September 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__dairy,bihar,dairy,bihar_dairy.csv,hybrid,4,4,100.0,September 2025,100,100,25,,,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__dairy_2,bihar,dairy_2,bihar_dairy_2.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__deaf,bihar,deaf,bihar_deaf.csv,hybrid,1,1,100.0,September 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__digital_transactions,bihar,digital_transactions,bihar_digital_transactions.csv,hybrid,3,2,100.0,September 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__digital_transactions_2,bihar,digital_transactions_2,bihar_digital_transactions_2.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__education_loan,bihar,education_loan,bihar_education_loan.csv,hybrid,4,4,100.0,September 2025,100,75,25,,NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__education_loan_2,bihar,education_loan_2,bihar_education_loan_2.csv,hybrid,1,1,100.0,December 2024,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__fi_kcc,bihar,fi_kcc,bihar_fi_kcc.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__fi_kcc_2,bihar,fi_kcc_2,bihar_fi_kcc_2.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__financial_literacy,bihar,financial_literacy,bihar_financial_literacy.csv,hybrid,3,3,100.0,September 2025,100,25,50,,NO_TREND;TARGET_ONLY;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
bihar__fisheries,bihar,fisheries,bihar_fisheries.csv,hybrid,4,4,100.0,September 2025,100,100,25,,,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__fisheries_2,bihar,fisheries_2,bihar_fisheries_2.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__housing_pmay,bihar,housing_pmay,bihar_housing_pmay.csv,hybrid,4,4,100.0,September 2025,100,75,25,,NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__housing_pmay_2,bihar,housing_pmay_2,bihar_housing_pmay_2.csv,hybrid,1,1,100.0,December 2024,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__jlg,bihar,jlg,bihar_jlg.csv,hybrid,5,4,100.0,September 2025,100,100,25,,,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__jlg_2,bihar,jlg_2,bihar_jlg_2.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc,bihar,kcc,bihar_kcc.csv,hybrid,5,4,100.0,September 2025,100,100,25,,,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_2,bihar,kcc_2,bihar_kcc_2.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_ah_saturation,bihar,kcc_ah_saturation,bihar_kcc_ah_saturation.csv,hybrid,2,1,100.0,September 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_animal_husbandry,bihar,kcc_animal_husbandry,bihar_kcc_animal_husbandry.csv,hybrid,5,4,91.4,September 2025,100,100,25,,,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_animal_husbandry_2,bihar,kcc_animal_husbandry_2,bihar_kcc_animal_husbandry_2.csv,hybrid,3,1,37.8,September 2025,100,25,25,,SPARSE;NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_animal_husbandry_3,bihar,kcc_animal_husbandry_3,bihar_kcc_animal_husbandry_3.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_animal_husbandry_4,bihar,kcc_animal_husbandry_4,bihar_kcc_animal_husbandry_4.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_fish_saturation,bihar,kcc_fish_saturation,bihar_kcc_fish_saturation.csv,hybrid,2,1,100.0,September 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_fishery,bihar,kcc_fishery,bihar_kcc_fishery.csv,hybrid,6,5,33.3,September 2025,100,75,25,,SPARSE,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_fishery_2,bihar,kcc_fishery_2,bihar_kcc_fishery_2.csv,hybrid,3,2,54.5,September 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_outstanding,bihar,kcc_outstanding,bihar_kcc_outstanding.csv,hybrid,5,3,38.0,September 2025,100,50,25,,SPARSE;NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_outstanding_2,bihar,kcc_outstanding_2,bihar_kcc_outstanding_2.csv,hybrid,3,3,100.0,March 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_outstanding_3,bihar,kcc_outstanding_3,bihar_kcc_outstanding_3.csv,hybrid,1,1,100.0,December 2024,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__kcc_outstanding_4,bihar,kcc_outstanding_4,bihar_kcc_outstanding_4.csv,hybrid,1,1,100.0,December 2024,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__minority_outstanding,bihar,minority_outstanding,bihar_minority_outstanding.csv,hybrid,5,4,100.0,September 2025,100,75,25,,NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__minority_outstanding_2,bihar,minority_outstanding_2,bihar_minority_outstanding_2.csv,hybrid,5,4,88.9,September 2025,100,75,25,,NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__minority_outstanding_3,bihar,minority_outstanding_3,bihar_minority_outstanding_3.csv,hybrid,1,1,100.0,December 2024,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__minority_outstanding_4,bihar,minority_outstanding_4,bihar_minority_outstanding_4.csv,hybrid,1,1,100.0,December 2024,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__msme_disbursement,bihar,msme_disbursement,bihar_msme_disbursement.csv,hybrid,5,4,55.3,September 2025,100,100,25,,,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__msme_disbursement_2,bihar,msme_disbursement_2,bihar_msme_disbursement_2.csv,hybrid,2,1,50.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__msme_micro_disbursement,bihar,msme_micro_disbursement,bihar_msme_micro_disbursement.csv,hybrid,4,3,45.0,September 2025,100,50,25,,SPARSE;NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__msme_micro_disbursement_2,bihar,msme_micro_disbursement_2,bihar_msme_micro_disbursement_2.csv,hybrid,4,4,85.7,September 2025,100,75,25,,NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__msme_npa,bihar,msme_npa,bihar_msme_npa.csv,hybrid,4,4,100.0,September 2025,100,75,50,,NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__msme_npa_2,bihar,msme_npa_2,bihar_msme_npa_2.csv,hybrid,1,1,100.0,December 2024,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__msme_other_finance,bihar,msme_other_finance,bihar_msme_other_finance.csv,hybrid,3,3,100.0,September 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__msme_outstanding,bihar,msme_outstanding,bihar_msme_outstanding.csv,hybrid,2,1,100.0,June 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__msme_small_disbursement,bihar,msme_small_disbursement,bihar_msme_small_disbursement.csv,hybrid,3,3,100.0,September 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__mudra,bihar,mudra,bihar_mudra.csv,hybrid,5,4,90.0,September 2025,100,75,25,,NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__mudra_2,bihar,mudra_2,bihar_mudra_2.csv,hybrid,1,1,100.0,December 2024,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__mudra_outstanding,bihar,mudra_outstanding,bihar_mudra_outstanding.csv,hybrid,1,1,100.0,March 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__other_ps_outstanding,bihar,other_ps_outstanding,bihar_other_ps_outstanding.csv,hybrid,4,4,70.5,September 2025,100,75,25,,NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__other_ps_outstanding_2,bihar,other_ps_outstanding_2,bihar_other_ps_outstanding_2.csv,hybrid,4,4,70.5,September 2025,100,75,25,,NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__other_ps_outstanding_3,bihar,other_ps_outstanding_3,bihar_other_ps_outstanding_3.csv,hybrid,4,4,70.5,September 2025,100,75,25,,NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__other_ps_outstanding_4,bihar,other_ps_outstanding_4,bihar_other_ps_outstanding_4.csv,hybrid,1,1,100.0,December 2024,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__other_ps_outstanding_5,bihar,other_ps_outstanding_5,bihar_other_ps_outstanding_5.csv,hybrid,1,1,100.0,December 2024,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__other_ps_outstanding_6,bihar,other_ps_outstanding_6,bihar_other_ps_outstanding_6.csv,hybrid,1,1,100.0,December 2024,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pm_surya_ghar,bihar,pm_surya_ghar,bihar_pm_surya_ghar.csv,hybrid,1,1,100.0,June 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pm_surya_ghar_inception,bihar,pm_surya_ghar_inception,bihar_pm_surya_ghar_inception.csv,hybrid,1,1,100.0,September 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pm_vishwakarma,bihar,pm_vishwakarma,bihar_pm_vishwakarma.csv,hybrid,2,2,54.5,September 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pmegp,bihar,pmegp,bihar_pmegp.csv,hybrid,4,4,46.9,September 2025,100,75,25,,SPARSE,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pmegp_2,bihar,pmegp_2,bihar_pmegp_2.csv,hybrid,3,2,46.3,September 2025,100,50,25,,SPARSE;NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pmegp_3,bihar,pmegp_3,bihar_pmegp_3.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pmegp_4,bihar,pmegp_4,bihar_pmegp_4.csv,hybrid,1,1,77.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pmfme,bihar,pmfme,bihar_pmfme.csv,hybrid,1,1,100.0,September 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pmjdy,bihar,pmjdy,bihar_pmjdy.csv,hybrid,6,3,24.7,September 2025,100,25,50,,SPARSE;NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pmjdy_2,bihar,pmjdy_2,bihar_pmjdy_2.csv,hybrid,2,1,100.0,September 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pmjdy_3,bihar,pmjdy_3,bihar_pmjdy_3.csv,hybrid,1,1,100.0,September 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__pos_network,bihar,pos_network,bihar_pos_network.csv,hybrid,3,3,100.0,September 2025,100,25,50,,NO_TREND;TARGET_ONLY;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
bihar__poultry,bihar,poultry,bihar_poultry.csv,hybrid,3,2,100.0,September 2025,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__poultry_2,bihar,poultry_2,bihar_poultry_2.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__poultry_3,bihar,poultry_3,bihar_poultry_3.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__priority_sector_analysis,bihar,priority_sector_analysis,bihar_priority_sector_analysis.csv,hybrid,1,1,100.0,June 2024,100,0,50,,NO_TREND;STALE;TARGET_ONLY;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
bihar__recovery_bakijai,bihar,recovery_bakijai,bihar_recovery_bakijai.csv,hybrid,2,2,55.6,September 2025,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__rseti,bihar,rseti,bihar_rseti.csv,hybrid,5,4,59.0,September 2025,100,100,50,,,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__rseti_3,bihar,rseti_3,bihar_rseti_3.csv,hybrid,1,1,100.0,December 2024,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__sarfaesi,bihar,sarfaesi,bihar_sarfaesi.csv,hybrid,2,2,54.5,June 2025,100,50,25,,NO_TREND;NO_UNITS,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__sc_st_finance,bihar,sc_st_finance,bihar_sc_st_finance.csv,hybrid,5,4,57.1,September 2025,100,100,25,,,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__sc_st_finance_2,bihar,sc_st_finance_2,bihar_sc_st_finance_2.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__shg,bihar,shg,bihar_shg.csv,hybrid,1,1,100.0,March 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__social_security,bihar,social_security,bihar_social_security.csv,hybrid,4,1,35.0,September 2025,100,25,50,,SPARSE;NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
bihar__social_security_2,bihar,social_security_2,bihar_social_security_2.csv,hybrid,3,1,51.1,September 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
