table_id,check,quarter,district,cause,detail
jharkhand__credit_deposit_ratio,ratio,September 2024,Garhwa,marginal_definitional,adv/dep=53.7 vs cdr=46.3
jharkhand__credit_deposit_ratio,ratio,September 2024,Godda,parse_misalign,adv/dep=51.6 vs cdr=38.6
jharkhand__credit_deposit_ratio,ratio,September 2024,Ramgarh,marginal_definitional,adv/dep=45.4 vs cdr=41.0
jharkhand__credit_deposit_ratio,ratio,September 2024,West Singhbhum,parse_misalign,adv/dep=23.4 vs cdr=12.6
jharkhand__credit_deposit_ratio,ratio,December 2024,Bokaro,parse_misalign,adv/dep=59.8 vs cdr=38.2
jharkhand__credit_deposit_ratio,ratio,December 2024,Dhanbad,marginal_definitional,adv/dep=41.3 vs cdr=37.6
jharkhand__credit_deposit_ratio,ratio,December 2024,East Singhbhum,marginal_definitional,adv/dep=73.7 vs cdr=58.0
jharkhand__credit_deposit_ratio,ratio,December 2024,Garhwa,marginal_definitional,adv/dep=51.6 vs cdr=44.7
jharkhand__credit_deposit_ratio,ratio,December 2024,Godda,marginal_definitional,adv/dep=49.1 vs cdr=37.1
jharkhand__credit_deposit_ratio,ratio,December 2024,Palamu,marginal_definitional,adv/dep=42.2 vs cdr=39.7
jharkhand__credit_deposit_ratio,ratio,December 2024,Ramgarh,marginal_definitional,adv/dep=47.3 vs cdr=42.7
jharkhand__credit_deposit_ratio,ratio,December 2024,West Singhbhum,parse_misalign,adv/dep=23.4 vs cdr=12.8
jharkhand__credit_deposit_ratio,ratio,March 2025,Bokaro,parse_misalign,adv/dep=98.0 vs cdr=38.4
jharkhand__credit_deposit_ratio,ratio,March 2025,Chatra,parse_misalign,adv/dep=12279.2 vs cdr=31.3
jharkhand__credit_deposit_ratio,ratio,March 2025,Deoghar,parse_misalign,adv/dep=63.4 vs cdr=40.3
jharkhand__credit_deposit_ratio,ratio,March 2025,Dhanbad,parse_misalign,adv/dep=54.8 vs cdr=38.6
jharkhand__credit_deposit_ratio,ratio,March 2025,Dumka,unit_mismatch,adv/dep=3688.2 vs cdr=35.9
jharkhand__credit_deposit_ratio,ratio,March 2025,East Singhbhum,parse_misalign,adv/dep=88.5 vs cdr=56.5
jharkhand__credit_deposit_ratio,ratio,March 2025,Garhwa,parse_misalign,adv/dep=8981.1 vs cdr=43.1
jharkhand__credit_deposit_ratio,ratio,March 2025,Giridih,parse_misalign,adv/dep=132.0 vs cdr=45.2
jharkhand__credit_deposit_ratio,ratio,March 2025,Godda,parse_misalign,adv/dep=21464.6 vs cdr=35.2
jharkhand__credit_deposit_ratio,ratio,March 2025,Gumla,parse_misalign,adv/dep=4573.4 vs cdr=32.6
jharkhand__credit_deposit_ratio,ratio,March 2025,Hazaribagh,parse_misalign,adv/dep=80.4 vs cdr=45.2
jharkhand__credit_deposit_ratio,ratio,March 2025,Khunti,parse_misalign,adv/dep=2297.7 vs cdr=41.3
jharkhand__credit_deposit_ratio,ratio,March 2025,Koderma,parse_misalign,adv/dep=7605.9 vs cdr=43.9
jharkhand__credit_deposit_ratio,ratio,March 2025,Lohardaga,unit_mismatch,adv/dep=4672.9 vs cdr=45.1
jharkhand__credit_deposit_ratio,ratio,March 2025,Ramgarh,parse_misalign,adv/dep=97653.3 vs cdr=42.4
jharkhand__credit_deposit_ratio,ratio,March 2025,Ranchi,marginal_definitional,adv/dep=55.0 vs cdr=47.5
jharkhand__credit_deposit_ratio,ratio,March 2025,Seraikela-Kharsawan,parse_misalign,adv/dep=192.7 vs cdr=67.5
jharkhand__credit_deposit_ratio,ratio,March 2025,West Singhbhum,parse_misalign,adv/dep=858.7 vs cdr=13.5
jharkhand__credit_deposit_ratio,ratio,September 2025,Bokaro,parse_misalign,adv/dep=98.0 vs cdr=36.9
jharkhand__credit_deposit_ratio,ratio,September 2025,Chatra,parse_misalign,adv/dep=11868.8 vs cdr=32.1
jharkhand__credit_deposit_ratio,ratio,September 2025,Deoghar,parse_misalign,adv/dep=63.6 vs cdr=40.3
jharkhand__credit_deposit_ratio,ratio,September 2025,Dhanbad,parse_misalign,adv/dep=57.0 vs cdr=38.4
jharkhand__credit_deposit_ratio,ratio,September 2025,Dumka,unit_mismatch,adv/dep=3886.9 vs cdr=35.8
jharkhand__credit_deposit_ratio,ratio,September 2025,East Singhbhum,parse_misalign,adv/dep=91.0 vs cdr=52.0
jharkhand__credit_deposit_ratio,ratio,September 2025,Garhwa,parse_misalign,adv/dep=8601.0 vs cdr=44.1
jharkhand__credit_deposit_ratio,ratio,September 2025,Giridih,parse_misalign,adv/dep=129.0 vs cdr=45.1
jharkhand__credit_deposit_ratio,ratio,September 2025,Godda,parse_misalign,adv/dep=16238.9 vs cdr=36.8
jharkhand__credit_deposit_ratio,ratio,September 2025,Gumla,parse_misalign,adv/dep=4863.6 vs cdr=33.0
jharkhand__credit_deposit_ratio,ratio,September 2025,Hazaribagh,parse_misalign,adv/dep=80.9 vs cdr=45.5
jharkhand__credit_deposit_ratio,ratio,September 2025,Khunti,parse_misalign,adv/dep=2217.3 vs cdr=41.3
jharkhand__credit_deposit_ratio,ratio,September 2025,Koderma,parse_misalign,adv/dep=10692.4 vs cdr=44.6
jharkhand__credit_deposit_ratio,ratio,September 2025,Lohardaga,unit_mismatch,adv/dep=4508.9 vs cdr=44.3
jharkhand__credit_deposit_ratio,ratio,September 2025,Ramgarh,parse_misalign,adv/dep=94277.4 vs cdr=41.0
jharkhand__credit_deposit_ratio,ratio,September 2025,Ranchi,marginal_definitional,adv/dep=56.1 vs cdr=48.0
jharkhand__credit_deposit_ratio,ratio,September 2025,Seraikela-Kharsawan,parse_misalign,adv/dep=174.3 vs cdr=67.9
jharkhand__credit_deposit_ratio,ratio,September 2025,West Singhbhum,parse_misalign,adv/dep=1153.6 vs cdr=21.6
kerala__credit_deposit_ratio,ratio,January 2013,Kollam,parse_misalign,adv/dep=7.4 vs cdr=74.3
kerala__credit_deposit_ratio,ratio,January 2013,Thiruvananthapuram,parse_misalign,adv/dep=27.9 vs cdr=70.9
tripura__credit_deposit_ratio,ratio,June 2023,Unakoti,marginal_definitional,adv/dep=58.5 vs cdr=66.0
tripura__credit_deposit_ratio,ratio,June 2023,South Tripura,marginal_definitional,adv/dep=66.5 vs cdr=61.0
tripura__credit_deposit_ratio,ratio,June 2023,Gomati,marginal_definitional,adv/dep=66.7 vs cdr=63.0
tripura__credit_deposit_ratio,ratio,June 2023,Sepahijala,marginal_definitional,adv/dep=59.3 vs cdr=68.0
tripura__credit_deposit_ratio,ratio,June 2023,Khowai,marginal_definitional,adv/dep=65.4 vs cdr=59.0
tripura__credit_deposit_ratio,ratio,September 2023,Unakoti,marginal_definitional,adv/dep=69.3 vs cdr=58.0
tripura__credit_deposit_ratio,ratio,September 2023,Gomati,marginal_definitional,adv/dep=70.8 vs cdr=67.0
tripura__credit_deposit_ratio,ratio,September 2023,West Tripura,marginal_definitional,adv/dep=42.6 vs cdr=50.0
tripura__credit_deposit_ratio,ratio,September 2023,Sepahijala,marginal_definitional,adv/dep=67.7 vs cdr=59.0
tripura__credit_deposit_ratio,ratio,December 2023,South Tripura,marginal_definitional,adv/dep=63.2 vs cdr=67.0
tripura__credit_deposit_ratio,ratio,December 2023,Sepahijala,marginal_definitional,adv/dep=64.2 vs cdr=68.0
uttar-pradesh__credit_deposit_ratio,ratio,September 2022,Pilibhit,garbage_ratio_field,adv/dep=1.6 vs cdr=4603.2
uttar-pradesh__credit_deposit_ratio,ratio,December 2022,Fatehpur,unit_mismatch,adv/dep=0.5 vs cdr=46.3
uttar-pradesh__credit_deposit_ratio,ratio,December 2022,Mau,parse_misalign,adv/dep=1.0 vs cdr=34.0
uttar-pradesh__credit_deposit_ratio,ratio,December 2022,Sant Kabeer Nagar,parse_misalign,adv/dep=0.8 vs cdr=40.8
uttar-pradesh__credit_deposit_ratio,ratio,December 2022,Ambedkar Nagar,parse_misalign,adv/dep=1.3 vs cdr=47.1
uttar-pradesh__credit_deposit_ratio,ratio,December 2022,Saharanpur,parse_misalign,adv/dep=0.3 vs cdr=61.6
uttar-pradesh__credit_deposit_ratio,ratio,December 2022,Kasganj,parse_misalign,adv/dep=3.0 vs cdr=74.0
uttar-pradesh__credit_deposit_ratio,ratio,December 2022,Basti,unit_mismatch,adv/dep=0.4 vs cdr=41.2
uttar-pradesh__credit_deposit_ratio,ratio,December 2022,Hamirpur,parse_misalign,adv/dep=2.5 vs cdr=56.5
uttar-pradesh__credit_deposit_ratio,ratio,December 2022,Lucknow,parse_misalign,adv/dep=0.0 vs cdr=42.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Dehradun,unit_mismatch,adv/dep=0.4 vs cdr=38.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Uttarkashi,unit_mismatch,adv/dep=0.4 vs cdr=44.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Haridwar,unit_mismatch,adv/dep=0.8 vs cdr=75.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Tehri Garhwal,unit_mismatch,adv/dep=0.3 vs cdr=31.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Pauri Garhwal,unit_mismatch,adv/dep=0.2 vs cdr=24.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Chamoli,unit_mismatch,adv/dep=0.7 vs cdr=71.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Rudraprayag,unit_mismatch,adv/dep=0.2 vs cdr=25.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Almora,unit_mismatch,adv/dep=0.2 vs cdr=24.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Bageshwar,unit_mismatch,adv/dep=0.3 vs cdr=26.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Pithoragarh,unit_mismatch,adv/dep=0.4 vs cdr=42.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Champawat,unit_mismatch,adv/dep=0.3 vs cdr=29.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Nainital,unit_mismatch,adv/dep=0.4 vs cdr=42.0
uttarakhand__credit_deposit_ratio,ratio,March 2021,Udham Singh Nagar,unit_mismatch,adv/dep=1.0 vs cdr=98.0
