observation_id,release_id,schema_version,state_lgd_code,district_lgd_code,district,boundary_version,boundary_status,period,financial_year,periodicity,indicator_id,value,unit,source_value,source_field_label,source_id,source_artifact,source_table,source_page,missing_reason,quality_status,quality_flags
obs-862e8ee0a1a38c14ae58,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,credit_deposit_ratio,47.39,percent,47.39,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-57434990c16b45952d31,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_advances_lakh,19571.78,INR lakh,19571.78,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-d49f8ee6e2c2398e319a,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_deposits_lakh,41301.84,INR lakh,41301.84,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-5f34af65b25602325f94,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,credit_deposit_ratio,14.33,percent,14.33,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-015ba981aa70bd3848df,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_advances_lakh,13292.50,INR lakh,13292.50,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-632a12d53ef08722d11e,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_deposits_lakh,92727.77,INR lakh,92727.77,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-1fc68f01fcbf8ed832f9,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,credit_deposit_ratio,37.59,percent,37.59,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-2d8b7c82441433457a53,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_advances_lakh,679721.86,INR lakh,679721.86,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-3ffbcaf5123516d2494f,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_deposits_lakh,1808135.41,INR lakh,1808135.41,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-7386cd6e573d9771a7fa,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,credit_deposit_ratio,45.36,percent,45.36,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-25f4163ba8ba6177f7c2,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_advances_lakh,13426.53,INR lakh,13426.53,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-4d05ce77de4f33ff5a36,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_deposits_lakh,29602.92,INR lakh,29602.92,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-fbcfa30b6c858c492181,meghalaya-standardized-preview-v1,observations-v1,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,credit_deposit_ratio,90.29,percent,90.29,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-2fbabc65b6dd0a420bc6,meghalaya-standardized-preview-v1,observations-v1,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_advances_lakh,141842.87,INR lakh,141842.87,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-f6817bb7b2d6344d445a,meghalaya-standardized-preview-v1,observations-v1,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_deposits_lakh,157092.98,INR lakh,157092.98,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-8211ed3833ed25ea153d,meghalaya-standardized-preview-v1,observations-v1,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,credit_deposit_ratio,39.85,percent,39.85,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-f12af42aaf7c364aff8e,meghalaya-standardized-preview-v1,observations-v1,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_advances_lakh,8040.11,INR lakh,8040.11,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-6434c40f0733f79362fe,meghalaya-standardized-preview-v1,observations-v1,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_deposits_lakh,20174.99,INR lakh,20174.99,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-8eaa0350ef4200836989,meghalaya-standardized-preview-v1,observations-v1,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,credit_deposit_ratio,49.31,percent,49.31,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-df999a508987e2f46b87,meghalaya-standardized-preview-v1,observations-v1,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_advances_lakh,14424.20,INR lakh,14424.20,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-0c334162a8e65203f9c0,meghalaya-standardized-preview-v1,observations-v1,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_deposits_lakh,29250.66,INR lakh,29250.66,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-4302a6e03386424cf12a,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,credit_deposit_ratio,31.19,percent,31.19,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-339ed7d8dd0a6c548ea9,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_advances_lakh,6872.17,INR lakh,6872.17,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-4936fe5687cc32d093f6,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_deposits_lakh,22034.65,INR lakh,22034.65,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-467ee3861b59ff9e9341,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,credit_deposit_ratio,44.98,percent,44.98,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-fa0ca5824d65a9f1b289,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_advances_lakh,80956.78,INR lakh,80956.78,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-88037d87bcc48ee64b00,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_deposits_lakh,179988.85,INR lakh,179988.85,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-a1732424c0fdec589654,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,credit_deposit_ratio,26.86,percent,26.86,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-f4ab3e05d5487f6bd7cb,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_advances_lakh,63171.24,INR lakh,63171.24,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-9586c0cf81f96641aff3,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,total_deposits_lakh,235197.18,INR lakh,235197.18,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked
obs-d50a92497a33348c6b0c,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2020-06-30,2020-21,quarterly,credit_deposit_ratio,40.79,percent,40.79,Overall CD Ratio,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-0bb83ad3d675aa1db9ac,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2020-06-30,2020-21,quarterly,total_advances_lakh,31182.52,INR lakh,31182.52,Total Advances,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-735ac84cbf12534de492,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2020-06-30,2020-21,quarterly,total_deposits_lakh,76438.15,INR lakh,76438.15,Total Deposit,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,credit_deposit_ratio,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-7bae0a09d94c70d8c00f,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,atm_count,7,count,7,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-24379057a9ec08631d52,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,csp_count,25,count,25,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-09e28e7da9444ec84015,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,atm_count,10,count,10,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-00164a1e383b6b7afb0a,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,csp_count,35,count,35,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-b8e30b09b3e2a3ed24ae,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,atm_count,259,count,259,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-5110c4797d445e489b6a,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,csp_count,97,count,97,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-39bbb9db86154c42ba1f,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,atm_count,4,count,4,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-8b14d19b5c2e3d041d94,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,csp_count,26,count,26,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-8bacb0b76682b6f5dcc0,meghalaya-standardized-preview-v1,observations-v1,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,atm_count,39,count,39,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-ffd874014ed56a0aa7bd,meghalaya-standardized-preview-v1,observations-v1,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,csp_count,39,count,39,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-a7dadb91b92853210ba3,meghalaya-standardized-preview-v1,observations-v1,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,atm_count,2,count,2,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-8d29e4d3d24345534613,meghalaya-standardized-preview-v1,observations-v1,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,csp_count,16,count,16,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-2257eca521a03a155edc,meghalaya-standardized-preview-v1,observations-v1,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,atm_count,5,count,5,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-25a50b0a0b550b0f1c86,meghalaya-standardized-preview-v1,observations-v1,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,csp_count,36,count,36,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-6f3b0695b3a4a4de4569,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,atm_count,4,count,4,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-22e4c12ce476c33e8f99,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,csp_count,9,count,9,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-f6a2c2b07af9948fab0f,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,atm_count,40,count,40,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-0feb060ad43bc54225ed,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,csp_count,168,count,168,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-6d77e3a020563d77986e,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,atm_count,30,count,30,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-53394b0d25236b67ff83,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,csp_count,55,count,55,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-63e9ebb56476fed455c1,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2020-06-30,2020-21,quarterly,atm_count,9,count,9,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-f5e19fe72a0a415124b5,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2020-06-30,2020-21,quarterly,csp_count,65,count,65,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-dec89a0f0b6dc2509f21,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,pmjdy_rural_accounts,8022,count,8022,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-adc90074811a15b8d85a,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,pmjdy_urban_accounts,6010,count,6010,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-cb6bd122da4d63fc28bb,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,pmjdy_male_accounts,5517,count,5517,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-09bebcc7b3a5c1814349,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,pmjdy_female_accounts,8512,count,8512,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-1b25a72a8a03733bd5db,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,pmjdy_deposits_lakh,418.00,INR lakh,418.00,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-d2063519323978570fba,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,pmjdy_rural_accounts,24453,count,24453,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-02ec7e435b5ae31d6337,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,pmjdy_urban_accounts,2214,count,2214,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-7a000e79440d88f9f14d,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,pmjdy_male_accounts,9534,count,9534,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-f712df2b84c523f2a623,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,pmjdy_female_accounts,17038,count,17038,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-c88574f88d43b07ed506,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,pmjdy_deposits_lakh,4781.25,INR lakh,4781.25,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-044f69cca8de2f2fba4f,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2020-06-30,2020-21,quarterly,pmjdy_rural_accounts,72255,count,72255,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
