district,period,priority_sector__agri_achievement_amt,priority_sector__agri_achievement_pct,priority_sector__agri_target_amt,priority_sector__msme_achievement_amt,priority_sector__msme_achievement_pct,priority_sector__msme_target_amt,priority_sector__ops_achievement_amt,priority_sector__ops_achievement_pct,priority_sector__ops_target_amt,priority_sector__total_ps_achievement_amt,priority_sector__total_ps_achievement_pct,priority_sector__total_ps_target_amt
Shahid Bhagat Singh Nagar,September 2020,63064.909999999996,40.60164428363571,155326.0,23549.780000000002,62.55918605886729,37644.0,6145.44,15.188927335640138,40460.0,92760.12999999999,39.73787859315426,233430.00000000003
Sri Muktsar Sahib,September 2020,179470.91,90.1741817005824,199026.935,15799.07,203.93264663362248,7747.2,17249.52,191.50674483319855,9007.265,212519.50000000003,98.4883312463447,215781.4
Tarn Taran,September 2020,212184.34000000003,69.1055248245235,307043.96,19236.24,56.895111373098,33810.005000000005,4341.9608,3.537181596811587,122751.99,235762.54080000005,50.85407947359089,463605.955
Amritsar,December 2020,437541.0993353,114.71974287763503,381400.0,227176.60326832297,94.21325895953443,241130.1825,108152.89394000001,88.81686328830813,121770.675,772870.5965436229,103.83365601633572,744335.34
Barnala,December 2020,253428.17,81.14894972782581,312300.0,23696.14,88.74958801498127,26700.0,35635.78,66.08396847473342,53925.0,312760.08999999997,79.58272010178116,393000.0
Bathinda,December 2020,451552.53,99.39523002421308,454300.0,75513.8,76.32032148451495,98943.24149999999,143796.06,75.00284300119999,191720.8125,670862.39,90.04933204193554,744994.299
Faridkot,December 2020,249396.25109537778,107.08757400291029,232890.0,26138.19555972456,49.85826525460097,52425.0,6352.761866,39.76640549384127,15975.197625,281887.2085211024,93.56003306551396,301290.19762500003
Fatehgarh Sahib,December 2020,189223.97,60.59990792670966,312251.25,80150.83,89.01152695666465,90045.45000000001,10262.210000000001,18.865171565315784,54397.65,279637.01,61.23066992179781,456694.35000000003
Fazilka,December 2020,242832.87,79.2934706780883,306245.73237037496,44398.43,82.94618839212049,53526.7875,8836.25,45.24449344109678,19530.0009525,296067.55,78.05578232322274,379302.5208228751
Ferozepur,December 2020,378665.47000000003,75.63570793215393,500643.78367380006,40459.57,49.60562164842629,81562.46944500001,16743.100000000002,44.47038937831081,37649.996399999996,435868.14,70.31761643741889,619856.2495188001
Gurdaspur,December 2020,172259.25,67.58793591289192,254866.86,44723.93,68.0464488793482,65725.59,17758.23,76.47285475976314,23221.6125,234741.41,68.2756860766857,343814.0625
Hoshiarpur,December 2020,308559.87267839996,38.654153504055074,798258.0,189569.71607,144.39858859061297,131282.25,84943.69529,101.69548387058155,83527.5,583073.2840384,57.55521129148568,1013067.75
Jalandhar,December 2020,271168.048773133,52.98670023143046,511766.25000000006,298599.337190371,118.93071143122278,251069.99999999997,184222.0902448,80.89891461510882,227718.86510624998,753989.476208304,76.11787216175537,990555.1151062498
Kapurthala,December 2020,234892.99913180002,72.21695706743807,325260.1725,70078.6220748,60.768800776846575,115320.0675,22458.289739999997,27.221993676222635,82500.5325,327429.9109466,62.596434080665816,523080.77249999996
Ludhiana,December 2020,640908.770246941,48.10260894724098,1332378.3975,1848652.3296813,151.03831446480592,1223962.5,213880.34212639,19.401544068198294,1102388.25,2703441.4420546307,73.89017697311333,3658729.1475
Mansa,December 2020,261671.55,75.2051366238195,347943.72,28561.45,55.60055675602017,51369.00000000001,6181.410000000001,33.92138947195127,18222.75,296414.41,70.99143217700762,417535.47
Moga,December 2020,536089.12,98.5859352659217,543778.5,58947.64,42.69469114984738,138067.845,4371.21,6.919975303951369,63167.99999999999,599407.97,80.45589645659777,745014.345
Pathankot,December 2020,35244.159999999996,66.45672290497001,53033.25,26437.53,67.35461927964077,39251.25,26363.690000000002,214.1010820092962,12313.665,88045.38,84.17488012337502,104598.165
Patiala,December 2020,707042.476861694,84.81002030786406,833677.995,191814.12826600156,131.98957356831772,145325.2125,156944.49748114427,53.73056435808061,292095.3825,1055801.1026088397,83.06209376007881,1271098.5899999999
Rupnagar,December 2020,96133.7528677,47.458166130518435,202565.25,78148.96461180001,153.35504589291497,50959.5,8210.8137,25.52756517278366,32164.5,182493.5311795,63.87833325177618,285689.25
S.a.s Nagar,December 2020,106668.48,44.54640505311968,239454.74359334362,160394.59769999998,111.39924240664674,143981.76705233133,52540.689999999995,61.528818570241704,85392.00202587865,319603.76769999997,68.17071894343256,468828.51267155365
Sangrur,December 2020,397529.39,45.298711950862455,877573.2749999999,94700.0,92.1175489961765,102803.43000000001,18224.55,19.526186588649992,93333.8925,510500.0,47.54540014680259,1073710.5975000001
Shahid Bhagat Singh Nagar,December 2020,80193.48,34.41942752662143,232989.0,29574.2895503,52.37539324602416,56466.0,6924.209999999999,11.40914483440435,60690.0,116691.97955029999,33.32675878573163,350145.0
Sri Muktsar Sahib,December 2020,284671.4,95.35439679726431,298540.40249999997,21253.96,182.89584193859287,11620.8,37089.1,274.51248149873095,13510.8975,343014.46,105.97591204184728,323672.1
Tarn Taran,December 2020,274242.3896911,59.544652757236015,460565.93999999994,31430.361382199997,61.97447842672605,50715.0075,16902.6244,9.179823697087654,184127.985,322575.3754733,46.386429681545685,695408.9325
Amritsar,March 2021,586317.2086547418,115.28530499102328,508579.31,285913.480701388,88.92918684123708,321506.91000000003,138124.45807014557,85.07248855490798,162360.9,1010355.1474262753,101.80443139643303,992447.12
Barnala,March 2021,344021.70999999996,82.59824969987994,416500.0,31786.93,89.28912921348315,35600.0,48538.72,67.50865090403339,71900.0,424347.3599999999,80.98232061068701,524000.0
Bathinda,March 2021,628611.83,103.77008303728492,605773.66,139253.51,105.55560027816556,131924.322,234416.57,91.70231713888653,255627.75,1002281.91,100.90163555734807,993325.7320000001
Faridkot,March 2021,339736.6889460213,109.40895560544293,310520.0,57789.37509561989,82.67435635997124,69900.0,18738.48401,87.97301502866387,21300.2635,416264.5480516412,103.62050060032415,401720.26349999994
Fatehgarh Sahib,March 2021,197755.68,47.4991725413429,416335.00000000006,163564.85,136.23524286901784,120060.6,13595.920000000002,18.745184764415377,72530.2,374916.45,61.57013711687039,608925.7999999999
Fazilka,March 2021,330921.10974680004,81.04303377195701,408327.6431604999,47485.17,66.53468134996892,71369.05,10473.5080564,40.2208431090449,26040.00127,388879.7878032,76.893725941937,505736.6944304999
Ferozepur,March 2021,468569.05580000003,70.19497760886532,667525.0448984001,47282.9992,43.478636242019675,108749.95926000002,23723.4142,47.25780172982965,50199.9952,539575.4692,65.28636312276564,826474.9993584
Gurdaspur,March 2021,211028.91,62.0997498458607,339822.48,58207.46000000001,66.42100131775159,87634.12,24404.82,78.82146427169947,30962.15,293641.19,64.05523116146537,458418.75
Hoshiarpur,March 2021,899199.3084,84.48389885225077,1064344.0,251348.4119,143.5923812434659,175043.0,277072.1152,248.7852340845829,111370.0,1427619.8355,105.69035255786198,1350757.0000000002
Jalandhar,March 2021,320400.96604820003,46.95517231473353,682355.0,377701.11508890823,112.82743311294905,334760.0,218095.32189000002,71.8304525807206,303625.153475,916197.4030271082,69.36999686247903,1320740.1534749998
Kapurthala,March 2021,265665.4622744,61.25837515682926,433680.23000000004,83067.518191393,54.02410872118571,153760.09,75993.65406,69.08469414424688,110000.71,424726.634525793,60.897856056130365,697441.03
Ludhiana,March 2021,1053609.050235758,59.30798556622639,1776504.5300000003,1942890.0216583894,119.05328114576974,1631950.0,223777.56920109,15.224507055551209,1469851.0,3220276.6410952373,66.0121966795966,4878305.53
Mansa,March 2021,415779.14,89.62206732744019,463924.96,36388.369999999995,53.12791274893418,68492.0,7245.53,29.82067744989093,24297.0,459413.04,82.52227768816863,556713.9600000001
Moga,March 2021,558228.39,76.99298381602068,725038.0,153722.13,83.50358296676535,184090.46000000002,23146.879999999997,27.482522796352583,84224.0,735097.4,74.00166905511061,993352.4600000001
Pathankot,March 2021,52730.13,74.57132553633805,70711.0,39912.86,76.26418266934174,52335.0,25864.4,157.53473884501489,16418.22,118507.38999999998,84.97332864300247,139464.22
Patiala,March 2021,710542.6871431875,63.92240392015992,1111570.66,192763.70315840753,99.48224047414047,193766.95,157668.03195496832,40.48370191754957,389460.51,1060974.4222565633,62.601817274647644,1694798.1199999999
Rupnagar,March 2021,149319.785,55.285809757596624,270087.0,116960.73246999999,172.13777480646394,67946.0,12186.5,28.416033204309098,42886.0,278467.01746999996,73.1039978236843,380919.0
S.a.s Nagar,March 2021,166788.69999999998,52.240153242667816,319272.9914577915,203846.78,106.18364264444169,191975.68940310844,90614.85,79.5872398909255,113856.00270117151,461250.33,73.78769382619717,625104.6835620715
Sangrur,March 2021,436642.59,37.31676337796408,1170097.7000000002,103650.19,75.6177517617846,137071.24,21800.0,17.517752192752486,124445.19,562092.78,39.26286896874928,1431614.1300000001
Shahid Bhagat Singh Nagar,March 2021,114109.58,36.73228564438665,310652.0,38991.36,51.789607905642335,75288.0,8788.01,10.860121107266435,80920.0,161888.95,34.6761234631367,466860.00000000006
Sri Muktsar Sahib,March 2021,358437.10000000003,90.04738479241516,398053.87,26641.01,171.9396039859562,15494.4,40255.96,223.46383724693345,18014.53,425334.06999999995,98.55670368252312,431562.80000000005
Tarn Taran,March 2021,360651.521319215,58.72962316523259,614087.92,29356.18066,43.413452112769576,67620.01000000001,19035.6771,7.753714257504095,245503.98,409043.37907921505,44.115414682196544,927211.91
Amritsar,September 2021,245889.34393259996,94.80052268333809,259375.51499999998,242182.21310206506,140.79870068606039,172006.0,41943.333670117,49.20674643155321,85238.99,530014.890704782,102.59269339392209,516620.50500000006
Barnala,September 2021,184771.05,87.98621428571428,210000.0,19095.6,86.7981818181818,22000.0,36135.65,84.0363953488372,43000.0,240002.29999999996,87.27356363636363,275000.0
Bathinda,September 2021,292814.556,94.32373181797507,310435.72,52523.4696,77.30182641317228,67945.962,116481.4672,89.08325340057729,130755.73999999999,461819.4928,90.7062558838977,509137.42199999996
Faridkot,September 2021,189790.4624,111.15107729342613,170749.99813000002,21149.1735,57.6271757493188,36700.0,21069.1705,186.44940333717165,11300.208058000002,232008.8064,106.06106866962455,218750.20618800004
Fatehgarh Sahib,September 2021,102743.84,49.20681992337165,208800.0,57036.58,91.65884249506666,62227.035,3165.03,8.52415430215915,37130.135,162945.45,52.87738396611055,308157.17
Fazilka,September 2021,148918.92,72.4313813229572,205600.0,28271.890000000003,75.59328877005348,37400.0,13584.39,104.22099867999583,13034.2159181472,190775.2,74.51160358230786,256034.2159181472
Ferozepur,September 2021,194171.84,57.600664491248885,337100.0,17959.7,32.06367566728954,56012.604999999996,5423.16,21.39306436250608,25350.085000000003,217554.7,51.989031566948064,418462.69
Gurdaspur,September 2021,142890.6494,83.26475694889575,171610.0,26058.47,58.88254434527171,44255.0,12192.698900000001,77.980869815484,15635.499999999998,181141.81829999998,78.24683674549297,231500.5
Hoshiarpur,September 2021,272210.3526039,50.64439897485271,537493.5,110655.4328079,101.61196768402203,108900.0,17603.817117,24.74775015393699,71133.0,400469.60252879997,55.812517381420754,717526.5
Jalandhar,September 2021,194540.8966845,56.71695153817288,343003.0906255,199152.12363706,91.52211459053638,217600.00249999997,41173.9681914,26.589572877555124,154850.054873036,434866.98851296003,60.78203579500497,715453.147998536
Kapurthala,September 2021,124020.89714909998,52.83568505236834,234729.42013750004,48416.024759700005,37.937609662671015,127620.1247,26257.053681,45.488284777564644,57722.67257250001,198693.9755898,47.29995637770782,420072.21741000004
Ludhiana,September 2021,485220.3726155999,54.23329210445375,894690.98,652727.7757854253,69.77678980238002,937980.1849999999,547390.6840238001,78.99392811638732,736280.1900000001,1685338.832424825,67.00514104187177,2568951.3549999995
Malerkotla,September 2021,12982.640000000001,8.552463768115942,151800.0,7348.84,42.11369627507163,17450.0,1001.19,6.417884615384615,15600.0,21332.67,11.540530159588855,184850.0
Mansa,September 2021,195521.12,80.27634249989453,243560.075,12620.08,35.09540634077089,35959.35,5157.13,40.428736055691,12756.1,213298.33,72.97851231299643,292275.525
Moga,September 2021,323135.72,87.56845724126798,369009.2645,43370.53,44.70726838320413,97010.02,13421.43,31.568299865954863,42515.53,379927.68,74.71025958636702,508534.8145000001
Pathankot,September 2021,25855.37,71.82047222222222,36000.0,13360.980000000001,49.771759578312135,26844.5,11212.16,134.73724689058463,8321.5,50428.51,70.86039681870557,71166.0
Patiala,September 2021,142954.81961697957,24.26252878767474,589200.0,103952.64287339438,80.6797719831029,128845.98000000001,281311.337238,136.28517346252372,206413.74999999997,528218.799728374,57.13810808485664,924459.7300000001
Rupnagar,September 2021,53438.45569,31.96146362903226,136400.0,37943.45130850001,83.37387674906614,45510.0,4515.165300000001,20.848044788179617,21657.5,95897.0722985,42.27298217962101,203567.5
S.a.s Nagar,September 2021,37324.82,23.154354838709676,161200.0,68065.31,62.91726230504542,108182.25,10467.72,18.205591638421854,57497.28,115857.85,35.443592934681476,326879.53
Sangrur,September 2021,187259.74000000002,41.119837505489684,455400.0,65961.53,125.8807824427481,52400.0,10547.14,21.882033195020746,48200.0,263768.41,47.44036151079137,556000.0
Shahid Bhagat Singh Nagar,September 2021,41787.4089197,26.58232119573791,157200.0,9835.1258047,25.868295120199893,38020.0,3149.79853,7.641803411131059,41218.0,54772.33325439999,23.165621961951967,236438.0
Sri Muktsar Sahib,September 2021,128315.13,62.59274634146341,205000.0,42347.590000000004,277.1167097470798,15281.5,12506.85,82.59980847340093,15141.5,183169.57,77.80444986258776,235423.0
Tarn Taran,September 2021,195268.5389138,62.349294880491136,313184.83920000005,20101.5895586,58.2887838783978,34486.2051,14471.507409999998,11.558018240005815,125207.5149,229841.63588240003,48.604791105614595,472878.5592
Amritsar,December 2021,370212.7471866,95.15489468017056,389063.2725,491228.99350621947,190.39219310420157,258009.0,68475.40517,53.555620630105224,127858.485,929917.1458628194,120.00003056567532,774930.7575000001
Barnala,December 2021,291743.24,92.6169015873016,315000.0,49675.51,150.5318484848485,33000.0,98073.03,152.0512093023256,64500.0,439491.78,106.54346181818181,412500.0
Bathinda,December 2021,436293.6900399999,93.69490728279163,465653.57999999996,78259.96660399999,76.78647786211833,101918.94299999998,173557.371284,88.48935747626324,196133.61,688111.0279279999,90.10154537124816,763706.1329999999
Faridkot,December 2021,247196.77231,96.5141142087734,256124.997195,28256.854529999997,51.32943602179836,55050.0,25245.687080000003,148.93936436345686,16950.312087000002,300699.31392000004,91.64160929188509,328125.30928200006
Fatehgarh Sahib,December 2021,426460.9702156,136.16250645453385,313200.0,118254.56392999999,126.69151913365843,93340.5525,5987.13,10.74981278683743,55695.20250000001,550702.6641456,119.1389151939577,462235.75499999995
Fazilka,December 2021,275396.83,89.29858300907911,308400.0,45109.59,80.4092513368984,56100.0,17612.77,90.08479482313008,19551.323877220802,338119.19,88.04010531365721,384051.32387722086
Ferozepur,December 2021,275526.51,54.48956986057549,505650.0,40091.340000000004,47.71704511868356,84018.9075,29241.96,76.90167508314074,38025.1275,344859.81,54.940749914884876,627694.035
Gurdaspur,December 2021,220107.8427478,85.50699949412429,257414.99999999997,52219.479999999996,78.66452754867622,66382.5,19440.760000000002,82.89153955208768,23453.249999999996,291768.0827478,84.02230455882383,347250.75
Hoshiarpur,December 2021,334776.21317979996,41.523133232284046,806240.25,123371.0361079,75.52558072108968,163350.0,23951.317117,22.44745019142545,106699.50000000001,482098.5664047,44.792637522070606,1076289.75
Jalandhar,December 2021,297699.3166845,57.8613477683473,514504.63593825,435746.53505706,133.5007751381069,326400.00375,67369.1904914,29.004054081710233,232275.082309554,800815.0422329601,74.62077654078138,1073179.721997804
Kapurthala,December 2021,157739.5898681,44.80040316937381,352094.13020625006,52470.59045050001,27.40977860341071,191430.18705,30307.099736599997,35.00311447353043,86584.00885875,240517.28005519998,38.170782718923085,630108.3261150001
Ludhiana,December 2021,791655.9926996,58.989156434742796,1342036.4699999997,1256934.2589797312,89.33623396886088,1406970.2775,573241.5446877,51.904293363074174,1104420.2850000001,2621831.796367031,68.03896309062995,3853427.032499999
Malerkotla,December 2021,49596.409999999996,21.78147123407993,227700.0,9331.93,35.652072588347664,26175.0,3368.2899999999995,14.394401709401707,23400.0,62296.630000000005,22.467452889730414,277275.0
Mansa,December 2021,294281.67,80.55005731132246,365340.11250000005,18885.41,35.01251644797064,53939.025,7365.81,38.495621702558,19134.15,320532.89,73.11203814733831,438413.28750000003
Moga,December 2021,503839.68999999994,91.02566222064775,553513.89675,72914.36,50.10778611666438,145515.03,23716.7,37.189077340287966,63773.295000000006,600470.75,78.71906149177389,762802.2217500001
Pathankot,December 2021,41085.72,76.08466666666666,54000.0,25520.66,63.378991351425185,40266.75,17604.59,141.03699252939174,12482.25,84210.97,78.88689355403797,106749.0
Patiala,December 2021,380850.75345214264,43.09241383255743,883800.0,241381.35279556244,124.89400279598036,193268.97,475240.162604,153.4911192056408,309620.625,1097472.2688517051,79.14332614947651,1386689.5950000002
Rupnagar,December 2021,87744.22715020001,42.885741520136854,204600.0,43933.88512,64.35784826777997,68265.00000000001,7950.367249999999,24.473022432567625,32486.249999999996,139628.47952020002,45.72716814494783,305351.25
S.a.s Nagar,December 2021,115877.1614286,47.92273011935483,241800.0,199648.1315811,123.03197094477144,162273.375,38683.4514261,44.85250018331302,86245.92,354208.7444358,72.24042538154653,490319.29500000004
Sangrur,December 2021,276411.83,40.46432879519836,683100.0,73365.73,93.3406234096692,78600.0,10752.14,14.871562932226833,72300.0,360529.7,43.228980815347725,834000.0
Shahid Bhagat Singh Nagar,December 2021,55982.91,23.74169211195929,235800.0,13651.6439687,23.93765381150272,57029.99999999999,3737.1485300000004,6.044525094214503,61827.0,73371.7024987,20.688073969694663,354657.0
Sri Muktsar Sahib,December 2021,422371.27,137.3565105691057,307500.0,61923.24,270.1446847495337,22922.25,40988.3498963,180.46802891083007,22712.25,525282.8598963,148.7486665551794,353134.5
Tarn Taran,December 2021,244256.12963419998,51.99403016189594,469777.25880000007,23325.946968599997,45.09232392287779,51729.307649999995,15394.66914,8.19688240613743,187811.27234999998,282976.7457428,39.894209656637216,709317.8388
Amritsar,March 2022,518498.57482889993,99.95133403954878,518751.02999999997,793801.2046052195,230.7481147765832,344012.00000000006,88999.830744,52.2060566086013,170477.98,1401299.6101781195,135.62175684239628,1033241.0100000001
Barnala,March 2022,375695.93666666653,89.45141349206347,420000.0,61838.530000000006,140.54211363636364,44000.0,116099.48333333338,134.99939922480627,86000.0,553633.95,100.66071818181818,550000.0
Bathinda,March 2022,593359.3638019202,95.56879662590377,620871.44,116433.55458144,85.6809964523278,135891.924,206038.02494623995,78.78737290853923,261511.47999999998,915830.9433296,89.93946464709092,1018274.8439999999
Faridkot,March 2022,308690.0,90.39238751996348,341499.99626000004,50578.35530999999,68.90784102179836,73400.0,29543.067606,130.71913125123805,22600.416116000004,388811.422916,88.87109861323847,437500.4123760001
Fatehgarh Sahib,March 2022,505584.1771312999,121.06900793374041,417600.0,215274.20934270002,172.97482464229577,124454.07,10349.397357000002,13.93665462972327,74260.27,731207.783831,118.64202021179646,616314.34
Fazilka,March 2022,306757.0,74.60043774319067,411200.0,78412.055,104.82895053475936,74800.0,20643.23,79.18861452670492,26068.4318362944,405812.28500000003,79.24961973241422,512068.4318362944
Ferozepur,March 2022,449200.0,66.62711361613765,674200.0,93085.90000000001,83.09370721108222,112025.20999999999,43964.12,86.71394987432981,50700.170000000006,586250.02,70.04806330523756,836925.38
Gurdaspur,March 2022,278100.0,81.02674669308317,343219.99999999994,87421.95,98.77070387526832,88510.0,35779.82,114.4185347446516,31270.999999999996,401301.77,86.67406117913355,463000.99999999994
Hoshiarpur,March 2022,738520.0,68.70036567884075,1074987.0,209545.86567380003,96.21022299072544,217800.0,47996.58038760001,33.73721084981655,142266.0,996062.4460614001,69.4094535924039,1435053.0
Jalandhar,March 2022,392300.0,57.18607364216489,686006.181251,435746.9130570601,100.12566821019686,435200.00499999995,67369.94649139998,21.753284668396685,309700.109746072,895416.85954846,62.57690402602661,1430906.295997072
Kapurthala,March 2022,230530.00000000003,49.10547639596262,469458.8402750001,248022.8105877,97.1722959724157,255240.2494,79835.4470345,69.15432314245864,115445.34514500001,558388.2576222,66.46336445016551,840144.4348200001
Ludhiana,March 2022,1301810.0,72.75193497535875,1789381.96,1763396.8994029376,93.99968824517,1875960.3699999999,1015396.2369579001,68.95447213905754,1472560.3800000004,4080603.136360837,79.42157270550648,5137902.71
Malerkotla,March 2022,72140.0,23.76152832674572,303600.0,20757.22,59.476275071633246,34900.0,4356.96,13.964615384615383,31200.0,97254.18,26.306242899648364,369700.0
Mansa,March 2022,411270.19,84.42890116534903,487120.15,50414.36,70.09909800927993,71918.7,6750.709999999999,26.46071291382162,25512.199999999997,468435.26,80.1359025871222,584551.05
Moga,March 2022,681677.7200000001,92.3659357067443,738018.529,82315.26,42.42616381276903,194020.04,32410.610000000004,38.11620130338255,85031.06000000001,796403.5900000001,78.30374315503231,1017069.6290000002
Pathankot,March 2022,55050.0,76.45833333333333,72000.0,40026.34,74.67600746268657,53600.0,27128.969999999998,163.00528750826172,16643.0,122205.31000000001,85.91305723304487,142243.0
Patiala,March 2022,548190.0,46.51985743380855,1178400.0,456701.265581326,177.29086396790606,257600.0,573876.0585617999,139.01110235190245,412827.49999999994,1578767.324143126,85.39289491005114,1848827.5000000002
Rupnagar,March 2022,120330.0,44.10923753665689,272800.0,76358.33652330001,83.89182215260382,91020.00000000001,10157.9307857,23.451300440263193,43314.99999999999,206846.267309,50.805326810271765,407135.00000000006
S.a.s Nagar,March 2022,170060.0,52.74813895781637,322400.0,225712.211858,104.32035378169708,216364.5,89133.17640639999,77.51077651534123,114994.56,484905.38826439995,74.17188042707966,653759.06
Sangrur,March 2022,403695.97,44.32322902942468,910800.0,115899.65999999999,110.59127862595419,104800.0,11279.14,11.700352697095436,96400.0,530874.77,47.7405368705036,1112000.0
Shahid Bhagat Singh Nagar,March 2022,97790.84434600001,31.10395812531807,314400.0,18496.399244,24.324565023671752,76040.0,9434.016346999999,11.444049137512737,82436.0,125721.25993700001,26.586517382358167,472876.0
Sri Muktsar Sahib,March 2022,265450.0,64.7439024390244,410000.0,52099.96,170.4674279357393,30563.0,63121.17,208.43763827890234,30283.0,380671.13,80.84833045199493,470846.0
Tarn Taran,March 2022,301070.0,48.0658643580982,626369.6784000001,54051.45,78.44912917271408,68900.0,73269.98,29.259417878598914,250415.0298,428391.43000000005,45.29960422172765,945684.7082
Amritsar,June 2022,118920.39443639999,90.15240603024239,131910.39448964584,139627.8011242,159.1688674838748,87723.06,45103.4280356,99.36185170648835,45393.103350000005,303651.62359619996,114.57403592734438,265026.5578396459
Barnala,June 2022,93284.30076999999,85.77866737471264,108750.0,13523.846683399997,110.39874843591835,12250.0,18664.465603,77.76860667916667,24000.0,125472.61305639999,86.53283659062069,145000.0
Bathinda,June 2022,150889.1318,91.94056366945802,164115.9525,27333.643799999998,80.4495578936914,33976.1268,59969.239700000006,90.66299818692418,66145.22009999999,238192.01529999997,90.14322196028316,264237.29939999996
Faridkot,June 2022,95336.55799690001,109.94080423326456,86716.26395839501,21661.957371700002,115.73413138697441,18717.0,2334.44031,40.50736904832853,5763.001559580001,119332.9556786,107.31741315476975,111196.265517975
Fatehgarh Sahib,June 2022,71179.14,54.644098601510336,130259.51899961004,93536.98000000001,273.3012047956911,34224.86925,6564.77,32.146248470536,20421.574250000005,171280.89,92.63135038187923,184905.96249961003
Fazilka,June 2022,39125.93,36.547236175803974,107055.78340258531,19982.69,103.07782320999574,19386.022500000003,11680.59,172.28611257035692,6779.7629337245435,70789.21,53.13644826310306,133221.56883630983
Ferozepur,June 2022,176303.79,103.56729831520981,170231.1375,28439.29,100.02153295091023,28433.167500000003,12415.39,97.42237058101614,12743.88,217158.47,102.71999165973635,211408.185
Gurdaspur,June 2022,103421.74,104.0779907609946,99369.4625,41800.57,147.07749048407535,28420.780000000002,9793.609999999999,98.23793605853986,9969.275,155015.92,112.5264684525336,137759.5175
