district,period,acp_achievement__col_1,acp_achievement__col_10,acp_achievement__col_11,acp_achievement__col_12,acp_achievement__col_2,acp_achievement__col_3,acp_achievement__col_4,acp_achievement__col_5,acp_achievement__col_6,acp_achievement__col_7,acp_achievement__col_8,acp_achievement__col_9,animal_husbandry__achievement_no,animal_husbandry__amount_crore,animal_husbandry__target_no,atm_network__no_of_atm,bank_mitra__no_of_bank_mitra,cgtmse__amount_crore,cgtmse__no_of_accounts,credit_deposit_ratio__cd_ratio,credit_deposit_ratio__total_advances,credit_deposit_ratio__total_deposit,fisheries__achievement_no,fisheries__amount_crore,fisheries__target_no,jansuraksha__col_1,jansuraksha__col_2,jansuraksha__col_3,jansuraksha__col_4,jansuraksha__col_5,jansuraksha__col_6,jansuraksha__col_7,jansuraksha__col_8,jansuraksha__col_9,kcc__achievement_amt,kcc__achievement_no,kcc__achievement_pct_amt,kcc__achievement_pct_no,kcc__target_amt,kcc__target_no,mudra__kishore_amt,mudra__kishore_no,mudra__shishu_amt,mudra__shishu_no,mudra__tarun_amt,mudra__tarun_no,mudra__total_amt,mudra__total_no,pmegp__disbursed_projects,pmegp__sanctioned_amt,pmegp__sanctioned_projects,pmegp__sponsored_projects,pmegp__target_employment,pmegp__target_margin_money,pmegp__target_projects,pmjdy__active_no,pmjdy__active_pct,pmjdy__balance_amt_crore,pmjdy__female_no,pmjdy__male_no,pmjdy__rupay_active_no,pmjdy__rupay_active_pct,pmjdy__rupay_issued_no,pmjdy__rural_no,pmjdy__total_pmjdy_no,pmjdy__urban_no,pmjdy__zero_balance_no,priority_sector__col_1,priority_sector__col_2,priority_sector__col_3,priority_sector__col_4,priority_sector__col_5,priority_sector__col_6,shg__achievement_amt,shg__achievement_no,shg__achievement_pct_amt,shg__achievement_pct_no,shg__target_amt,shg__target_no,social_security_apy__subscribers_fy15,social_security_apy__subscribers_fy16,social_security_apy__subscribers_fy17,social_security_apy__subscribers_fy18,social_security_apy__subscribers_fy19,social_security_apy__subscribers_fy20,social_security_pmjjby__claims_amount_crore,social_security_pmjjby__claims_paid_no,social_security_pmjjby__claims_pending_no,social_security_pmjjby__claims_rejected_no,social_security_pmjjby__claims_total_no,social_security_pmjjby__claims_under_process_no,social_security_pmsby__claims_amount_crore,social_security_pmsby__claims_paid_no,social_security_pmsby__claims_pending_no,social_security_pmsby__claims_rejected_no,social_security_pmsby__claims_total_no,social_security_pmsby__claims_under_process_no,stand_up_india__sc_st_amount,stand_up_india__sc_st_loans,stand_up_india__total_amount,stand_up_india__total_loans,stand_up_india__women_amount,stand_up_india__women_loans
Amroha,December 2022,,,,,,,,,,,,,,,,,94776.0,,,62.08,2360.22,3802.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.33,21831.0,,,,,,,,,,,,,,,,,,,,,,,,
Auraiya,December 2022,,,,,,,,,,,,,,,,,42.6,,,38.51,1996.44,5183.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.26,1032.0,,,,,,,,,,,,,,,,,,,9247.55,1921.0,,,,
Ayodhya,December 2022,,,,,,,,,,,,,,,,,47.7,,,495.0,157.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azamgarh,December 2022,,,,,,,,,,,,,,,,,22.69,,,,5737.55,20361.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.71,67.0,,,266.37,14660.0,,,,,,,,,,,,,,,,,,,79294.26,27625.0,,,,
Baghpat,December 2022,,,,,,,,,,,,,,,,,194085.0,,,58.65,3936.53,6712.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,63.0,,,64.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,
Ballia,December 2022,,,,,,,,,,,,,,,,,3569.0,,,8.0,381.0,42.0,,,,,,,,,,,,,,,,,,,19851.0,241.92,244.01,79168.0,90.29,214.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.05,37.0,,,,,,,,,,,,,,,,,,,79.0,115.0,,,,10.43
Banda,December 2022,,,,,,,,,,,,,,,,,2.35,,,50.03,3063.53,6122.82,,,,,,,,,,,,,,,,,,,,45.04,45.56,15264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Barabanki,December 2022,,,,,,,,,,,,,,,,,3620.0,,,74.94,7473.76,9973.58,,,,,,,,,,,,,,,,,,,,32.17,33.35,11712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.14,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,20.58,121.0,,,,
Bareilly,December 2022,,,,,,,,,,,,,,,,,5980.0,,,57.37,16700.4,29108.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.67,385.0,,,417.0,421.0,,,,,,,,,,,,,,,,,,,39.76,297.0,,,,
Bhadohi,December 2022,,,,,,,,,,,,,,,,,3164.0,,,12.0,347.0,115.0,,,,,,,,,,,,,,,,,,,11272.0,112.83,114.37,34444.0,118.06,123.68,55.46,954.0,,,,,,,,,,,,,,,,,,,,,,,,,,82.14,46.0,,,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,
Budaun,December 2022,,,,,,,,,,,,,,,,,95850.0,,,69.28,326.0,146.0,,,,,,,,,,,,,,,,,,,198.27,72.98,75.29,22543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.98,97.0,,,,,,,,,,,,,,,,,,,17923.18,6769.0,,,,
Bulandshahr,December 2022,,,,,,,,,,,,,,,,,111868.0,,,20.0,735.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.29,203.0,,,204.0,205.0,,,,,,,,,,,,,,,,,,,44341.37,9945.0,,,,
Deoria,December 2022,,,,,,,,,,,,,,,,,11575.0,,,36.82,4771.32,12959.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34914.55,9168.0,,,,
Etawah,December 2022,,,,,,,,,,,,,,,,,153.0,,,42.61,3534.91,8295.5,,,,,,,,,,,,,,,,,,,2601.0,6.82,8.14,28101.0,50.15,54.37,50.91,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,95.24,80.0,,,82.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,
Farrukhabad,December 2022,,,,,,,,,,,,,,,,,0.0,,,49.14,3521.91,7167.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.76,86.0,,,86.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,
Gautam Buddha Nagar,December 2022,,,,,,,,,,,,,,,,,420.0,,,58.16,88543.1,152233.41,,,,,,,,,,,,,,,,,,,,,228.03,68651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.27,18746.0,,,,,,,,,,,,,,,,,,,61658.32,2090.0,,,,
Ghaziabad,December 2022,,,,,,,,,,,,,,,,,1478.0,,,9.0,38230.73,79765.96,,,,,,,,,,,,,,,,,,,,17373.0,163.32,52364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.73,714.0,,,730.0,731.0,,,,,,,,,,,,,,,,,,,,,,,,
Ghazipur,December 2022,,,,,,,,,,,,,,,,,942.0,,,34.08,5811.25,17053.69,,,,,,,,,,,,,,,,,,,223.72,172.3,175.82,55242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.57,33.0,,,,,,,,,,,,,,,,,,,8767.87,3179.0,,,,
Gonda,December 2022,,,,,,,,,,,,,,,,,4560.0,,,44.19,3522.62,7972.43,,,,,,,,,,,,,,,,,,,,,50.7,16264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71,42.0,,,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,
Gorakhpur,December 2022,,,,,,,,,,,,,,,,,139012.0,,,45.65,16810.4,36824.89,,,,,,,,,,,,,,,,,,,,578.45,670.29,205006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.43,313.0,,,466.65,23814.0,,,,,,,,,,,,,,,,,,,,,,,,
Hamirpur,December 2022,,,,,,,,,,,,,,,,,0.0,,,35.0,56.52,2285.47,,,,,,,,,,,,,,,,,,,,,16.93,17.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21,55.0,,,81.84,4324.0,,,,,,,,,,,,,,,,,,,,,,,,
Hapur,December 2022,,,,,,,,,,,,,,,,,1789.0,,,,,,,,,,,,,,,,,,,,,,,,10933.0,145.82,146.84,41849.0,110.22,112.08,62.41,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,85.71,108.0,,,400.36,23699.0,,,,,,,,,,,,,,,,,,,,,,,,
Hardoi,December 2022,,,,,,,,,,,,,,,,,12.0,,,52.5,259.0,95.0,,,,,,,,,,,,,,,,,,,,,34.63,11667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,90.0,,,90.0,90.0,,,,,,,,,,,,,,,,,,,37187.99,8725.0,,,,
Hathras,December 2022,,,,,,,,,,,,,,,,,1356.0,,,5.0,320.0,85.0,,,,,,,,,,,,,,,,,,,10294.0,84.07,85.16,24282.0,110.93,113.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.36,45.0,,,,,,,,,,,,,,,,,,,14579.46,2962.0,,,,
Jalaun,December 2022,,,,,,,,,,,,,,,,,0.0,,,45.71,3175.69,6798.03,,,,,,,,,,,,,,,,,,,1900.0,20.58,21.0,7156.0,38.95,40.98,38.4,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,85.93,116.0,,,116.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,
Jaunpur,December 2022,,,,,,,,,,,,,,,,,28.4,,,,34.28,6678.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.86,72.0,,,72.0,73.0,,,,,,,,,,,,,,,,,,,60119.66,18561.0,,,,
Jhansi,December 2022,,,,,,,,,,,,,,,,,78014.0,,,46.17,7875.88,17058.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.29,225.0,,,219.26,7329.0,,,,,,,,,,,,,,,,,,,,,,,,
Kanpur Dehat,December 2022,,,,,,,,,,,,,,,,,108.0,,,46.64,2708.49,5807.34,,,,,,,,,,,,,,,,,,,3316.0,27.84,28.8,9420.0,65.09,68.95,39.78,627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1,4937.0,,,,,,,,,,,,,,,,,,,,,,,,
Kanpur Nagar,December 2022,,,,,,,,,,,,,,,,,259962.0,,,27.0,457.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.34,32688.0,,,,,,,,,,,,,,,,,,,,,,,,
Kaushambi,December 2022,,,,,,,,,,,,,,,,,15.0,,,,1927.29,4386.55,,,,,,,,,,,,,,,,,,,6605.0,53.7,55.13,15277.0,91.25,95.91,42.03,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,82.86,,,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,
Kheri,December 2022,,,,,,,,,,,,,,,,,6150.0,,,81.45,8036.51,9866.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.81,79.0,,,81.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,
Kushi Nagar,December 2022,,,,,,,,,,,,,,,,,11158.0,,,48.72,4479.72,9194.26,,,,,,,,,,,,,,,,,,,,305.18,455.32,144351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71,30.0,,,30.0,31.0,,,,,,,,,,,,,,,,,,,25314.84,6518.0,,,,
Lalitpur,December 2022,,,,,,,,,,,,,,,,,4657.0,,,68.77,2395.99,3483.85,,,,,,,,,,,,,,,,,,,1611.0,2.88,3.18,1261.0,32.81,35.89,40.45,662.0,,,,,,,,,,,,,,,,,,,,,,,,,,101.19,85.0,,,64.62,1792.0,,,,,,,,,,,,,,,,,,,,,,,,
Mainpuri,December 2022,,,,,,,,,,,,,,,,,3.0,,,60.43,3871.89,6407.53,,,,,,,,,,,,,,,,,,,4008.0,5.72,6.12,4042.0,84.08,88.34,78.32,985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14740.66,3139.0,,,,
Mathura,December 2022,,,,,,,,,,,,,,,,,4980.0,,,59.34,11862.99,19993.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,282.93,10444.0,,,,,,,,,,,,,,,,,,,50272.44,8198.0,,,,
Mau,December 2022,,,,,,,,,,,,,,,,,940.0,,,34.01,34.01,3466.22,,,,,,,,,,,,,,,,,,,8670.0,95.44,96.08,31016.0,126.09,130.22,63.77,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31097.26,9774.0,,,,
Meerut,December 2022,,,,,,,,,,,,,,,,,4256.0,,,12.0,298.0,20.0,,,,,,,,,,,,,,,,,,,,,234.28,68748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.66,467.0,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
Mirzapur,December 2022,,,,,,,,,,,,,,,,,33.0,,,41.82,4278.59,10229.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.13,6893.0,,,,,,,,,,,,,,,,,,,46747.72,11712.0,,,,
Moradabad,December 2022,,,,,,,,,,,,,,,,,4950.0,,,71.94,29310.07,40740.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,,,,,,,,,,,,,,,,,,,93444.45,30511.0,,,,
Muzaffarnagar,December 2022,,,,,,,,,,,,,,,,,1404.0,,,158.0,69.5,10509.09,,,,,,,,,,,,,,,,,,,15249.0,309.24,314.43,94290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0,6.0,,,,,,,,,,,,,,,,,,,10272.53,1484.0,,,,
Pilibhit,December 2022,,,,,,,,,,,,,,,,,408.0,,,82.29,4861.71,5908.16,,,,,,,,,,,,,,,,,,,3409.0,18.55,20.14,6185.0,74.57,80.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,2921.86,695.0,,,,
Pratapgarh,December 2022,,,,,,,,,,,,,,,,,4178.0,,,32.06,4112.64,12827.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,7089.19,1277.0,,,,
Prayagraj,December 2022,,,,,,,,,,,,,,,,,5689.0,,,5.0,1146.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.69,9.0,,,9.0,7.0,,,,,,,,,,,,,,,,,,,140040.8,27450.0,,,,
Rampur,December 2022,,,,,,,,,,,,,,,,,1017.0,,,59.45,3784.38,6365.61,,,,,,,,,,,,,,,,,,,,71.41,72.56,22198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1,111.0,,,113.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,
Saharanpur,December 2022,,,,,,,,,,,,,,,,,3650.0,,,61.64,61.64,18888.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.99,282.0,,,,,,,,,,,,,,,,,,,41215.99,13679.0,,,,
Sambhal,December 2022,,,,,,,,,,,,,,,,,3890.0,,,77.77,2589.64,3330.07,,,,,,,,,,,,,,,,,,,2336.0,72.13,72.82,21021.0,35.43,39.85,34.52,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,11118.06,3422.0,,,,
Shahjahanpur,December 2022,,,,,,,,,,,,,,,,,2650.0,,,32.0,380.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.71,5.0,,,5.0,5.0,,,,,,,,,,,,,,,,,,,24792.6,6396.0,,,,
Shamli,December 2022,,,,,,,,,,,,,,,,,72420.0,,,60.38,2887.95,4783.06,,,,,,,,,,,,,,,,,,,3938.0,134.22,135.4,42547.0,46.2,47.6,37.02,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,88.57,62.0,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Sitapur,December 2022,,,,,,,,,,,,,,,,,4158.0,,,602.0,57.02,6094.08,,,,,,,,,,,,,,,,,,,107.89,92.4,93.4,31245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,6.0,6.0,,,,,,,,,,,,,,,,,,,26471.12,6515.0,,,,11.84
Sultanpur,December 2022,,,,,,,,,,,,,,,,,5698.0,,,38.45,3853.44,10021.86,,,,,,,,,,,,,,,,,,,11939.0,92.81,94.37,28289.0,164.59,173.26,96.61,1345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.55,38.0,,,,,,,,,,,,,,,,,,,18.57,156.0,,,,
Unnao,December 2022,,,,,,,,,,,,,,,,,171.0,,,172.0,448.0,6.0,,,,,,,,,,,,,,,,,,,7802.0,38.13,38.96,12752.0,129.3,136.55,67.16,1009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.22,8302.0,,,,,,,,,,,,,,,,,,,35589.97,8478.0,,,,
Varanasi,December 2022,,,,,,,,,,,,,,,,,2475.0,,,51.81,27410.54,52910.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.28,8.0,,,8.0,10.0,,,,,,,,,,,,,,,,,,,98.07,587.0,,,,
Fatehpur,December 2022,,,,,,,,,,,,,,,,,41.54,,,46.34,46.34,8797.7,,,,,,,,,,,,,,,,,,,6662.0,37.88,40.49,12213.0,127.7,142.61,80.41,1716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shravasti,December 2022,,,,,,,,,,,,,,,,,62707.0,,,,62.62,2009.96,,,,,,,,,,,,,,,,,,,27.67,5.79,5.84,2106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.99,8971.0,,,,,,,,,,,,,,,,,,,,,,,,
Sonbhadra,December 2022,,,,,,,,,,,,,,,,,41.15,,,,4531.73,10065.57,,,,,,,,,,,,,,,,,,,12700.0,176.3,180.08,58234.0,128.37,130.8,78.83,1162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,6555.21,561.0,,,,
Agra,December 2022,,,,,,,,,,,,,,,,,213426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.67,481.0,,,947.76,37129.0,,,,,,,,,,,,,,,,,,,258796.98,34536.0,,,,120.66
Basti,December 2022,,,,,,,,,,,,,,,,,10960.0,,,8.0,41.16,9427.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29250.93,8120.0,,,,
Firozabad,December 2022,,,,,,,,,,,,,,,,,805.0,,,60.25,6023.94,9998.32,,,,,,,,,,,,,,,,,,,15296.0,121.61,124.0,40111.0,156.52,161.1,77.35,1204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.71,234.0,,,,,,,,,,,,,,,,,,,,,,,,
Maharajganj,December 2022,,,,,,,,,,,,,,,,,281.0,,,60.34,3550.47,5884.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.86,,,29.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,
Bahraich,December 2022,,,,,,,,,,,,,,,,,4525.0,,,71.04,5839.83,8220.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.29,59.0,,,599.1,56997.0,,,,,,,,,,,,,,,,,,,57.0,94.0,,,,11.13
Balrampur,December 2022,,,,,,,,,,,,,,,,,59144.0,,,2.0,420.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.14,34.0,,,185.21,10035.0,,,,,,,,,,,,,,,,,,,10705.91,3515.0,,,,3.92
Chandauli,December 2022,,,,,,,,,,,,,,,,,96532.0,,,43.95,3541.51,8058.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.14,68.0,,,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,
Chitrakoot,December 2022,,,,,,,,,,,,,,,,,50.87,,,61.17,1948.79,3185.97,,,,,,,,,,,,,,,,,,,,7367.0,65.32,19854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucknow,December 2022,,,,,,,,,,,,,,,,,3980.0,,,41.99,41.99,216765.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.63,634.0,,,2109.12,51430.0,,,,,,,,,,,,,,,,,,,,,,,,
Sant Kabeer Nagar,December 2022,,,,,,,,,,,,,,,,,890.0,,,258.0,40.79,5037.74,,,,,,,,,,,,,,,,,,,8029.0,82.19,83.77,25107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8889888.0,,,38888888.0,1100.0,,,,,,,,,,,,,,,,,,,17744.0,4979.0,,,,
Siddharth Nagar,December 2022,,,,,,,,,,,,,,,,,33.4,,,39.82,2449.17,6149.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,16106.13,5056.0,,,,4.99
Etah,December 2022,,,,,,,,,,,,,,,,,2152.0,,,,542.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.29,50.0,,,103.53,5817.0,,,,,,,,,,,,,,,,,,,,,,,,
Kasganj,December 2022,,,,,,,,,,,,,,,,,0.0,,,74.03,74.03,2503.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.57,45.0,,,,,,,,,,,,,,,,,,,,,,,,
Rae Bareli,December 2022,,,,,,,,,,,,,,,,,4865.0,,,,6381.8,14733.84,,,,,,,,,,,,,,,,,,,,89.8,92.67,29304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.82,89.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Kannauj,December 2022,,,,,,,,,,,,,,,,,,,,59.75,3206.5,5366.52,,,,,,,,,,,,,,,,,,,,31.45,32.04,9494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.57,62.0,,,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,
Bijnor,December 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.7,291.66,84193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.63,163.0,,,,,,,,,,,,,,,,,,,23.96,188.0,,,,
Mahoba,December 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.0,17.57,17.93,5449.0,25.81,27.01,11.86,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.81,31.0,,,,,,,,,,,,,,,,,,,,,,,,
Ballia,2023-06,,,,,,,,,,,,,,,,1096107.0,,,,29.07,4279.83,14723.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8047.0,110.32,8.0,8.0,,,,,,,,,217.0,21170.0,37.0,109708.0,,,,,,,,,,,,,,,1204.82,177.0,,,,
Balrampur,2023-06,,,,,,,,,,,,,,,,628824.0,,,,49.6,2790.76,5626.86,,,,,,,,,,,,,,,,,,,689.0,9.42,9.57,2663.0,12.06,13.51,54.0,161.0,,,,,,,,,,,,,,,,,,,,121577.0,2038.18,11356.0,202.01,9.34,9.91,,,,,,,137.0,13490.0,3693.0,27.0,75836.0,,,,,,,,,,,,,,14332.84,4260.0,,,,
Bareilly,2023-06,,,,,,,,,,,,,,,,1443613.0,,,,62.43,19167.26,30703.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747029.0,11491.87,259517.0,1946.4,34.74,16.94,,,,,,,,,,,,,,,,,,,,,,,,,7056.28,579.0,,,41.17,308.0
Gorakhpur,2023-06,,,,,,,,,,,,,,,,1359117.0,,,,47.04,18550.45,39433.59,,,,,,,,,,,,,,,,,,,20960.0,217.81,219.24,63179.0,197.22,201.79,95.47,1130.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,54.75,,,,,,,,,,387.0,36730.0,12879.0,190711.0,,,,,,,,,,,,,,,,,,,,
Hardoi,2023-06,,,,,,,,,,,,,,,,1583489.0,,,,,,,,,,,,,,,,,,,,,,,,,1832.0,15.62,15.94,4385.0,30.79,41.75,31.68,395.0,,,,,,,,,,,,,,,,,,,,21733.0,334.32,21.0,,,,,,,,,,239.0,23480.0,153675.0,,,,,,,,,,,,,,,,43319.69,9716.0,,,,
Hathras,2023-06,,,,,,,,,,,,,,,,386053.0,,,,,4553.46,6731.11,,,,,,,,,,,,,,,,,,,2902.0,24.19,24.44,6144.0,27.43,29.19,14.25,172.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,34.85,,,,,,,,,,130.0,57495.0,,,,,,,,,,,,,,,,,2233.8,124.0,,,,
Jalaun,2023-06,,,,,,,,,,,,,,,,417219.0,,,,47.45,3562.67,7508.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8297.0,111.56,30.0,30.0,,,,,,,,,132.0,12930.0,76569.0,,,,,,,,,,,,,,,,1786.77,125.0,,,,
Jhansi,2023-06,,,,,,,,,,,,,,,,370534.0,,,,48.17,9587.05,19903.92,,,,,,,,,,,,,,,,,,,2806.0,35.57,35.98,13304.0,29.44,34.49,25.46,316.0,,,,,,,,,,,,,,,,,,,,50.0,60.0,59.0,58.0,,,,,,,,,219.0,72976.0,,,,,,,,,,,,,,,,,,,,,,
Kushi Nagar,2023-06,,,,,,,,,,,,,,,,1468887.0,,,,,,,,,,,,,,,,,,,,,,,,,13432.0,156.2,157.07,46918.0,110.64,116.48,34.31,436.0,,,,,,,,,,,,,,,,,,,,22500.0,208.45,16.0,,,,,,,,,,189.0,18370.0,102583.0,,,,,,,,,,,,,,,,,,,,,
Lucknow,2023-06,,,,,,,,,,,,,,,,584821.0,,,,44.96,105070.26,233690.83,,,,,,,,,,,,,,,,,,,6472.0,59.13,59.98,16708.0,107.05,127.52,146.4,1779.0,,,,,,,,,,,,,,,,,,,,126.0,193.0,159.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25689.64,1789.0,,,,
