District,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,crop,agri_term,sub_total,agri_infra,ancillary_activities,total_agriculture,msme,col_21,col_22,export_credit,education,housing,social_infrastructure,renewable_energy,others,total_priority_secotr
Medak,10.0,0.0,0.0,566.37,7.1,93.05,496.0,14.77,14.61,197.54,0.3,1.72,2.0,0.04,0.58,182.74,130.42,0.0,2274.55,763.59,3038.14,164.02,469.87,3672.03,1250.51,3514.43,69.51,0.0,7.63,101.11,17.43,6.95,0.0,5055.66
Medchal Malkajgiri,97.0,7.0,0.0,22719.26,87.31,31.13,7483.0,615.16,49.91,6892.45,0.8,0.84,194.0,14.97,35.83,125.35,151.1,0.0,312.34,1456.62,1768.96,227.13,1047.34,3043.43,18604.25,25693.76,110.28,0.0,280.47,1232.46,95.42,41.78,0.0,23297.81
Mulugu,50.0,0.0,0.0,57.47,5.56,34.3,268.0,1.79,3.52,28.49,0.0,0.0,4.0,0.01,1.37,13.17,13.94,0.0,1087.24,303.6,1390.84,61.74,250.76,1703.34,99.87,1069.33,56.87,0.0,16.21,50.89,9.13,0.73,0.0,1880.17
Nagarkurnool,2.0,0.0,0.0,383.42,6.76,22.11,469.0,19.28,8.03,169.36,0.0,0.0,18.0,0.32,3.24,56.49,51.07,0.0,4289.91,1000.05,5289.96,119.18,731.61,6140.75,638.73,4118.11,58.28,0.0,30.58,239.97,6.15,9.87,0.0,7066.05
Nalgonda,38.0,0.0,0.0,2313.65,18.52,31.29,1571.0,51.54,19.37,720.75,0.37,0.67,185.0,3.63,10.14,126.64,132.91,0.0,5963.84,1462.89,7426.73,544.7,2189.62,10161.05,3500.61,11974.12,85.06,0.0,59.19,266.03,55.23,35.8,0.0,14077.91
Narayanpet,2.0,0.0,0.0,169.37,2.63,54.56,272.0,7.2,37.5,74.31,0.08,0.71,2.0,0.04,0.75,26.74,34.59,0.0,2324.77,553.35,2878.12,110.82,172.15,3161.09,252.16,2070.0,59.93,0.0,4.82,19.2,11.24,5.33,0.0,3453.84
Nirmal,6.0,0.0,0.0,804.3,4.58,11.18,489.0,29.52,34.17,275.89,0.0,0.0,45.0,0.7,3.36,42.1,33.22,0.0,3173.34,735.87,3909.21,314.86,207.66,4431.73,935.33,4174.82,75.38,0.0,40.97,86.4,22.93,20.85,0.0,5538.21
Nizamabad,76.0,0.0,0.0,2273.39,20.94,24.92,1960.0,111.87,63.33,1029.46,9.74,27.33,184.0,3.61,18.75,148.99,136.53,0.0,4743.59,1963.4,6706.99,321.75,1715.86,8744.6,2344.7,9344.56,81.93,0.0,84.02,176.65,35.64,19.25,0.0,11404.86
Peddapalli,3.0,0.0,0.0,872.95,13.28,54.7,862.0,20.79,38.49,282.36,0.0,0.0,342.0,1.41,10.29,74.4,86.72,0.0,2094.8,756.46,2851.26,57.98,420.31,3329.55,1163.98,3398.42,73.82,0.0,24.28,54.01,18.26,13.7,0.0,4603.78
Rajanna Sircilla,3.0,0.0,0.0,425.57,4.42,16.35,427.0,25.88,70.71,382.76,0.0,0.0,624.0,2.3,8.18,101.14,71.63,0.0,1681.51,485.89,2167.4,174.28,512.86,2854.54,559.35,2430.79,69.11,2.36,27.04,36.6,9.37,28.12,0.0,3517.38
Ranga Reddy,134.0,125.69,0.0,12557.7,78.45,72.3,6680.0,521.51,44.0,3850.97,1.66,7.25,307.0,6.43,119.07,267.27,310.21,0.0,4035.59,2889.24,6924.83,518.09,1340.15,8783.07,15086.05,21422.79,85.04,0.0,108.5,1185.3,22.91,5.4,0.0,25191.23
Sangareddy,42.0,0.0,0.0,2554.93,30.51,62.84,2572.0,108.76,34.98,1607.19,0.19,0.37,65.0,1.67,22.45,324.09,280.24,0.0,3687.31,1358.78,5046.09,158.1,851.69,6055.88,3081.27,7428.16,77.73,0.8,48.55,310.9,51.43,7.44,0.0,9556.27
Siddipet,13.0,0.0,0.0,968.83,15.92,85.09,1100.0,44.61,20.52,465.0,0.38,0.71,211.0,2.64,82.76,275.49,224.23,0.0,3965.61,1246.78,5212.39,187.03,819.53,6218.95,1090.07,5667.45,74.55,0.0,18.71,217.44,53.44,3.19,0.0,7601.8
Suryapet,56.0,0.0,0.0,1367.35,15.13,42.03,1282.0,48.47,26.92,588.88,0.42,1.16,220.0,4.36,6.4,88.22,112.34,0.0,3186.24,1165.87,4352.11,332.99,1616.11,6301.21,1624.49,7955.47,96.48,0.0,36.0,180.03,36.11,68.11,0.0,8245.95
Vikarabad,19.0,0.0,0.0,445.58,4.47,18.63,432.0,12.83,1.09,147.91,0.0,0.0,9.0,0.16,0.42,55.78,52.25,0.0,3794.37,1031.03,4825.4,99.3,706.62,5631.32,565.07,3550.22,47.51,0.0,24.0,1175.98,38.03,37.74,0.0,7472.14
Wanaparthy,2.0,0.0,0.0,329.03,7.57,33.0,593.0,12.23,10.92,152.04,0.0,0.0,6.0,0.11,1.68,47.06,53.23,0.0,2736.26,665.16,3401.42,111.72,379.86,3893.0,353.85,2465.93,56.06,0.0,22.94,111.99,10.78,6.53,0.0,4399.09
Warangal,11.0,0.0,0.0,2038.5,15.69,54.33,1386.0,50.72,71.31,314.03,2.6,33.99,81.0,1.44,218.18,127.19,136.85,0.0,1968.02,1342.51,3310.53,259.92,695.38,4265.83,997.73,5347.48,99.55,0.0,28.88,71.13,7.65,0.66,0.0,5371.88
Yadadri Bhuvanagiri,38.0,0.0,0.0,695.62,5.55,31.62,552.0,19.37,27.6,229.08,0.0,0.0,31.0,0.59,3.92,44.53,47.25,0.0,2309.49,784.78,3094.27,263.92,738.77,4096.96,762.19,4533.75,91.15,0.0,17.55,70.17,11.76,15.05,0.0,4973.68
